"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6785",1,-0.0537738105943851,-0.10206307538254,0.182186039141041,0.304100676107964,0.117447091174503,0.251209207866631,0.0964969915550878,NA,0.087555089217014,0.0859786079720592,-0.26496354746271,-0.051115695078258,-0.171826094098515,0.290847406308879,0.12189434514525,-0.184791036560066,-0.339487577989082,-0.366310864031893,-0.145456776123057,-0.282559133851623
"S6791",-0.0537738105943851,1,0.571488624615753,-0.0932191675378732,-0.393604473426282,-0.240887952245551,-0.00913721367590825,-0.462000474277664,NA,-0.118348199725472,-0.487925509803425,-0.566660913061342,0.411244442557728,0.0777933568503124,-0.491033091640452,-0.114689262078841,-0.359714815562621,-0.0752609272600385,-0.362879549163267,0.135976662176489,0.150195867297204
"S6793",-0.10206307538254,0.571488624615753,1,-0.123911740891159,0.040197870979438,0.0863480903629209,-0.20756927160456,0.0604436439889725,NA,0.719899908788658,-0.00367720984760722,-0.348581829249659,-0.118339451887518,0.309677175127876,0.0292427197042642,0.664305314621549,0.180589806197463,0.00197587597005934,0.205096158199964,-0.128694877139133,-0.111294605681523
"S6795",0.182186039141041,-0.0932191675378732,-0.123911740891159,1,-0.225025921258694,0.082326364034864,-0.111111111111111,0.127166562989003,NA,-0.0128429381733715,0.120318621781037,-0.0793074767174365,-0.266314484007702,0.214371169066308,0.00983216773154824,0.127903397435811,0.247975284532459,0.283696450209598,-0.316186670978879,0.543182076001342,0.111253990683392
"S6796",0.304100676107964,-0.393604473426282,0.040197870979438,-0.225025921258694,1,0.742423380663766,0.345177216931077,0.281119156295824,NA,0.310433759334544,0.716979236886604,0.606394424609957,0.174569077887973,0.34572060224198,0.741074763093169,0.259430270870156,0.169759103092322,0.0548716649492171,0.360654546267984,-0.353557485391518,-0.0762762643352821
"S6797",0.117447091174503,-0.240887952245551,0.0863480903629209,0.082326364034864,0.742423380663766,1,-0.201700794356661,0.0105829284048749,NA,0.218198218518367,0.826676766879095,0.67666461611662,-0.0274252886532187,0.810259789732897,0.808592679804089,0.335904973769333,0.477271062345671,0.584732784765668,0.574465932387576,0.231739981204019,-0.0528392205371863
"S6798",0.251209207866631,-0.00913721367590825,-0.20756927160456,-0.111111111111111,0.345177216931077,-0.201700794356661,1,0.12027666182277,NA,-0.248754783095846,-0.0115234848763461,0.0684673213878915,0.724041033734045,-0.418753965440271,-0.193349344879879,-0.324471970393412,-0.671898075633364,-0.401425704522529,-0.570500668937022,-0.502292345048113,0.107729499259668
"S6806",0.0964969915550878,-0.462000474277664,0.0604436439889725,0.127166562989003,0.281119156295824,0.0105829284048749,0.12027666182277,1,NA,0.38693506761479,-0.00980372693802311,0.269295919255669,-0.455449536015192,-0.0506351801996169,0.0636773697242443,0.368677902931991,0.432338463983629,-0.288750387415316,-0.0923357796177642,-0.646354561737784,-0.0888598167155253
"S6816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S6821",0.087555089217014,-0.118348199725472,0.719899908788658,-0.0128429381733715,0.310433759334544,0.218198218518367,-0.248754783095846,0.38693506761479,NA,1,0.345327382927659,-0.142238445461345,-0.532392792212321,0.171239838034638,0.466908463757683,0.890907921122588,0.429446208329179,-0.0573030889703664,0.478771783813202,-0.22657106688707,-0.247758602889565
"S6835",0.0859786079720592,-0.487925509803425,-0.00367720984760722,0.120318621781037,0.716979236886604,0.826676766879095,-0.0115234848763461,-0.00980372693802311,NA,0.345327382927659,1,0.651063979529701,-0.0152247380310253,0.581635444425735,0.821159460068086,0.468683154302035,0.297965360810967,0.611123986650532,0.613271006235024,0.225346379195482,-0.225362054990376
"S6836",-0.26496354746271,-0.566660913061342,-0.348581829249659,-0.0793074767174365,0.606394424609957,0.67666461611662,0.0684673213878915,0.269295919255669,NA,-0.142238445461345,0.651063979529701,1,0.101672447288308,0.527118149905926,0.440077663364677,0.0146266722758362,0.351440365248048,0.537675615961411,0.427552441813924,-0.0576025762811699,-0.0337878852275613
"S6861",-0.051115695078258,0.411244442557728,-0.118339451887518,-0.266314484007702,0.174569077887973,-0.0274252886532187,0.724041033734045,-0.455449536015192,NA,-0.532392792212321,-0.0152247380310253,0.101672447288308,1,-0.100279659316005,-0.241670767934887,-0.545401097227311,-0.753323024514882,-0.0340815487440114,-0.378487899898557,-0.0868855976165178,0.275109926612143
"S6862",-0.171826094098515,0.0777933568503124,0.309677175127876,0.214371169066308,0.34572060224198,0.810259789732897,-0.418753965440271,-0.0506351801996169,NA,0.171239838034638,0.581635444425735,0.527118149905926,-0.100279659316005,1,0.392476441751517,0.417511816358539,0.626517014798618,0.810101666875725,0.476972270793259,0.439684495690663,-0.217183161280612
"S6866",0.290847406308879,-0.491033091640452,0.0292427197042642,0.00983216773154824,0.741074763093169,0.808592679804089,-0.193349344879879,0.0636773697242443,NA,0.466908463757683,0.821159460068086,0.440077663364677,-0.241670767934887,0.392476441751517,1,0.412792764633374,0.35740616118041,0.242831939837106,0.666738432538401,0.0846467356602167,0.0118094989655762
"S6867",0.12189434514525,-0.114689262078841,0.664305314621549,0.127903397435811,0.259430270870156,0.335904973769333,-0.324471970393412,0.368677902931991,NA,0.890907921122588,0.468683154302035,0.0146266722758362,-0.545401097227311,0.417511816358539,0.412792764633374,1,0.509492869943827,0.279149724947671,0.445301667013153,-0.0614983104156009,-0.528716283792398
"S6872",-0.184791036560066,-0.359714815562621,0.180589806197463,0.247975284532459,0.169759103092322,0.477271062345671,-0.671898075633364,0.432338463983629,NA,0.429446208329179,0.297965360810967,0.351440365248048,-0.753323024514882,0.626517014798618,0.35740616118041,0.509492869943827,1,0.396476741130325,0.554862846096322,0.193766297635184,-0.240222354000537
"S6931",-0.339487577989082,-0.0752609272600385,0.00197587597005934,0.283696450209598,0.0548716649492171,0.584732784765668,-0.401425704522529,-0.288750387415316,NA,-0.0573030889703664,0.611123986650532,0.537675615961411,-0.0340815487440114,0.810101666875725,0.242831939837106,0.279149724947671,0.396476741130325,1,0.463319675401279,0.668641118730766,-0.293633175293765
"S6955",-0.366310864031893,-0.362879549163267,0.205096158199964,-0.316186670978879,0.360654546267984,0.574465932387576,-0.570500668937022,-0.0923357796177642,NA,0.478771783813202,0.613271006235024,0.427552441813924,-0.378487899898557,0.476972270793259,0.666738432538401,0.445301667013153,0.554862846096322,0.463319675401279,1,0.189016145482148,-0.136716188714936
"S7041",-0.145456776123057,0.135976662176489,-0.128694877139133,0.543182076001342,-0.353557485391518,0.231739981204019,-0.502292345048113,-0.646354561737784,NA,-0.22657106688707,0.225346379195482,-0.0576025762811699,-0.0868855976165178,0.439684495690663,0.0846467356602167,-0.0614983104156009,0.193766297635184,0.668641118730766,0.189016145482148,1,0.0159919521810484
"S7054",-0.282559133851623,0.150195867297204,-0.111294605681523,0.111253990683392,-0.0762762643352821,-0.0528392205371863,0.107729499259668,-0.0888598167155253,NA,-0.247758602889565,-0.225362054990376,-0.0337878852275613,0.275109926612143,-0.217183161280612,0.0118094989655762,-0.528716283792398,-0.240222354000537,-0.293633175293765,-0.136716188714936,0.0159919521810484,1
