"","S1041","S1060","S1081","S1100","S1111","S1121","S1129","S1173","S1191","S1208","S1213","S1215","S1266"
"S1041",1,0.0314950697382019,-0.0292864741107976,-0.162972770160258,-0.0766061064455209,-0.225629545929656,-0.22816070464142,-0.0330778199196989,-0.243114012941669,0.60280249482634,0.0797637680336394,0.0787283152961427,0.141611658706272
"S1060",0.0314950697382019,1,0.396015217019023,-0.51130930804704,-0.304722412763197,0.39261614913612,0.380467870528926,-0.0751250052094022,0.145245589166989,0.0027667301441274,0.126787809253024,0.738107482050012,0.473073896079297
"S1081",-0.0292864741107976,0.396015217019023,1,-0.292543500146921,-0.149993506654586,0.436909352712006,0.397885711287075,0.524867004281298,0.673744995055072,-0.244655572573544,0.156900716870935,-0.0207708857174723,-0.116208262372989
"S1100",-0.162972770160258,-0.51130930804704,-0.292543500146921,1,0.302571349709739,-0.0819464722890079,-0.222576948729923,-0.039304485417671,-0.149688641777311,-0.0521895510055045,0.194823575756665,-0.490393220467206,0.0820501406840689
"S1111",-0.0766061064455209,-0.304722412763197,-0.149993506654586,0.302571349709739,1,-0.0645867051225267,-0.157449998428341,-0.261550502766223,0.208935150800827,-0.190652131870041,0.0318024789166907,-0.138272551668294,0.0225970166810796
"S1121",-0.225629545929656,0.39261614913612,0.436909352712006,-0.0819464722890079,-0.0645867051225267,1,0.858934936925689,-0.220802505150126,0.645448609138344,-0.374166096036111,0.752787362050003,0.242419367268247,0.427304947611059
"S1129",-0.22816070464142,0.380467870528926,0.397885711287075,-0.222576948729923,-0.157449998428341,0.858934936925689,1,0.0767486988832193,0.772476246548497,-0.124313671456707,0.69597017365518,0.380722497303379,0.439019498714469
"S1173",-0.0330778199196989,-0.0751250052094022,0.524867004281298,-0.039304485417671,-0.261550502766223,-0.220802505150126,0.0767486988832193,1,0.304065509592842,0.15259757397435,-0.0450656007832546,-0.125463891346031,-0.263430856646547
"S1191",-0.243114012941669,0.145245589166989,0.673744995055072,-0.149688641777311,0.208935150800827,0.645448609138344,0.772476246548497,0.304065509592842,1,-0.228377656710204,0.393724349023314,0.0151777968063587,0.0889802608416839
"S1208",0.60280249482634,0.0027667301441274,-0.244655572573544,-0.0521895510055045,-0.190652131870041,-0.374166096036111,-0.124313671456707,0.15259757397435,-0.228377656710204,1,-0.064665255705263,0.382283907789938,-0.120921028274734
"S1213",0.0797637680336394,0.126787809253024,0.156900716870935,0.194823575756665,0.0318024789166907,0.752787362050003,0.69597017365518,-0.0450656007832546,0.393724349023314,-0.064665255705263,1,0.266632078610532,0.557809493478257
"S1215",0.0787283152961427,0.738107482050012,-0.0207708857174723,-0.490393220467206,-0.138272551668294,0.242419367268247,0.380722497303379,-0.125463891346031,0.0151777968063587,0.382283907789938,0.266632078610532,1,0.356911986168369
"S1266",0.141611658706272,0.473073896079297,-0.116208262372989,0.0820501406840689,0.0225970166810796,0.427304947611059,0.439019498714469,-0.263430856646547,0.0889802608416839,-0.120921028274734,0.557809493478257,0.356911986168369,1
