"","S1041","S1060","S1081","S1100","S1111","S1121","S1129","S1173","S1191","S1208","S1213","S1215","S1266"
"S1041",1,0.999960201586153,0.999894648130452,0.999924509959106,0.999924509959106,0.999904145263896,0.999938884629783,0.999887754134082,0.999893126439644,0.999909346219789,0.999866016844635,0.999866016844635,0.999873990445438
"S1060",0.999960201586153,1,0.999946245713493,0.999931495020004,0.999931495020004,0.999878549851425,0.999915404621349,0.999895642479835,0.999921681764066,0.999939596603966,0.999921412337892,0.999921412337892,0.999929483496166
"S1081",0.999894648130452,0.999946245713493,1,0.999891600615368,0.999891600615368,0.999825344408106,0.999917767239011,0.99986436891263,0.999864664484586,0.999925519442449,0.999933978821623,0.999933978821623,0.999907479258354
"S1100",0.999924509959106,0.999931495020004,0.999891600615368,1,1,0.999931135569976,0.999942060732293,0.999936370313852,0.999921377076153,0.999900047350767,0.999884280829793,0.999884280829793,0.99991013128332
"S1111",0.999924509959106,0.999931495020004,0.999891600615368,1,1,0.999931135569976,0.999942060732293,0.999936370313852,0.999921377076153,0.999900047350767,0.999884280829793,0.999884280829793,0.99991013128332
"S1121",0.999904145263896,0.999878549851425,0.999825344408106,0.999931135569976,0.999931135569976,1,0.999942560946162,0.999950618488936,0.999845002908243,0.999882599048707,0.999770914241614,0.999770914241614,0.999827572637112
"S1129",0.999938884629783,0.999915404621349,0.999917767239011,0.999942060732293,0.999942060732293,0.999942560946162,1,0.999937488371529,0.999921408501637,0.99994622661175,0.99990427218428,0.99990427218428,0.999914987075981
"S1173",0.999887754134082,0.999895642479835,0.99986436891263,0.999936370313852,0.999936370313852,0.999950618488936,0.999937488371529,1,0.999856859753021,0.99988203658155,0.999845507577319,0.999845507577319,0.999847467703236
"S1191",0.999893126439644,0.999921681764066,0.999864664484586,0.999921377076153,0.999921377076153,0.999845002908243,0.999921408501637,0.999856859753021,1,0.999938671273897,0.999946987841836,0.999946987841836,0.999983145282898
"S1208",0.999909346219789,0.999939596603966,0.999925519442449,0.999900047350767,0.999900047350767,0.999882599048707,0.99994622661175,0.99988203658155,0.999938671273897,1,0.999951421312503,0.999951421312503,0.999963102468768
"S1213",0.999866016844635,0.999921412337892,0.999933978821623,0.999884280829793,0.999884280829793,0.999770914241614,0.99990427218428,0.999845507577319,0.999946987841836,0.999951421312503,1,1,0.999970368983065
"S1215",0.999866016844635,0.999921412337892,0.999933978821623,0.999884280829793,0.999884280829793,0.999770914241614,0.99990427218428,0.999845507577319,0.999946987841836,0.999951421312503,1,1,0.999970368983065
"S1266",0.999873990445438,0.999929483496166,0.999907479258354,0.99991013128332,0.99991013128332,0.999827572637112,0.999914987075981,0.999847467703236,0.999983145282898,0.999963102468768,0.999970368983065,0.999970368983065,1
