"","S7300","S7303","S7304","S7305","S7323","S7328","S7329","S7332","S7346","S7347","S7350","S7352"
"S7300",1,-0.140895082364523,-0.393231774396778,0.0838718104581205,0.451566684420803,0.381326626876542,0.0337656447728031,0.330082724712292,0.58909821576819,-0.0700990765828292,0.320554635546805,0.33299603535737
"S7303",-0.140895082364523,1,0.000806029245479706,0.545563902222326,0.246664255741593,0.150389080887215,0.313685559590568,0.305158306886033,-0.365113835477216,0.00949188248076301,-0.421598397503877,-0.607851723784245
"S7304",-0.393231774396778,0.000806029245479706,1,-0.190637286505958,-0.0735983928732294,0.0927039704753709,0.250043470553146,0.313042364802113,-0.0248938621323577,0.244483811549323,0.0402866041944079,0.323005195743264
"S7305",0.0838718104581205,0.545563902222326,-0.190637286505958,1,0.0548266416916283,-0.316279180371911,-0.179851458340648,0.262713627255612,-0.1710572616631,0.111529995159785,-0.420412112526268,0.00306543351267813
"S7323",0.451566684420803,0.246664255741593,-0.0735983928732294,0.0548266416916283,1,0.713964544723154,0.194141549305427,0.755151070367097,0.676961483807589,-0.143017791983761,0.603844329805855,-0.315727351967317
"S7328",0.381326626876542,0.150389080887215,0.0927039704753709,-0.316279180371911,0.713964544723154,1,0.630726824449204,0.47651272461347,0.581425672762591,-0.442123590189355,0.635305019965165,-0.17440154621145
"S7329",0.0337656447728031,0.313685559590568,0.250043470553146,-0.179851458340648,0.194141549305427,0.630726824449204,1,-0.0522389650709129,0.0460230537511289,-0.730945619288436,0.0284246598831829,-0.106762341767167
"S7332",0.330082724712292,0.305158306886033,0.313042364802113,0.262713627255612,0.755151070367097,0.47651272461347,-0.0522389650709129,1,0.59658753436613,0.293178004002324,0.354914661461037,-0.0119684843073826
"S7346",0.58909821576819,-0.365113835477216,-0.0248938621323577,-0.1710572616631,0.676961483807589,0.581425672762591,0.0460230537511289,0.59658753436613,1,-0.208450481618149,0.607542889236631,0.231812495745446
"S7347",-0.0700990765828292,0.00949188248076301,0.244483811549323,0.111529995159785,-0.143017791983761,-0.442123590189355,-0.730945619288436,0.293178004002324,-0.208450481618149,1,-0.0814203528245366,0.0971751292604653
"S7350",0.320554635546805,-0.421598397503877,0.0402866041944079,-0.420412112526268,0.603844329805855,0.635305019965165,0.0284246598831829,0.354914661461037,0.607542889236631,-0.0814203528245366,1,0.111626597725489
"S7352",0.33299603535737,-0.607851723784245,0.323005195743264,0.00306543351267813,-0.315727351967317,-0.17440154621145,-0.106762341767167,-0.0119684843073826,0.231812495745446,0.0971751292604653,0.111626597725489,1
