"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S3149",0.321361535419375,-0.0142368185771276,-0.457619793489881,0.489991836179428,NA,-0.644423022424523,0.689445105797409,0.704419908729438,-0.768816575162589,0.723683223415272,1,NA,-0.0142368185771276,NA,0.360895233834522,NA,-0.0260518283636413,-0.0206665357282871,0.496542638299606,NA,-0.511899218689996,0.0142897571035368,-0.380886453586345,0.0121420954462433,-0.0218818764501982
"S3151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3154",-0.344224856091195,-0.111111111111111,0.0654292431728566,0.161881134461061,NA,0.286168767378558,0.151039084341137,0.141450402746262,0.161766908490623,-0.0648122885501969,-0.0142368185771276,NA,1,NA,-0.442725687147102,NA,0.258762090147594,0.457404438872175,0.263248145082321,NA,0.136646249476409,0.111524269321848,0.170576339925465,-0.371105574259909,0.0892953601671835
"S3165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3176",0.659463538722771,-0.0560244084273657,-0.424575079825271,0.206239017484471,NA,-0.304816902880812,0.244441619764352,0.336637290366675,-0.217374039278988,0.291509443787295,0.360895233834522,NA,-0.442725687147102,NA,1,NA,-0.384901917517773,0.279072275073734,-0.225822608971633,NA,0.0733742743489569,0.335932136695232,-0.15646424748059,0.605331619056681,0.0863785366119223
"S3191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3217",0.260916037082961,0.0674988599982619,-0.107682288771629,0.0292648237268849,NA,0.254117918615303,0.00782452703804278,0.0126041687875603,-0.0245683606383532,0.133725885408558,-0.0260518283636413,NA,0.258762090147594,NA,-0.384901917517773,NA,1,0.176782962874456,0.44257976883899,NA,-0.186778747509361,-0.255751220228776,0.0914195678043094,-0.530619231153806,-0.778847544967512
"S3224",0.210626590212747,-0.161291775627217,-0.633688606756312,0.196344919732327,NA,0.244070918072543,0.183235009989568,0.216004904996306,0.258437886559127,0.15280159488721,-0.0206665357282871,NA,0.457404438872175,NA,0.279072275073734,NA,0.176782962874456,1,0.32227549721373,NA,0.203488694610841,0.16189152682004,0.29361643487506,0.135728497420485,-0.103089025754965
"S3253",0.0201622055529245,0.25488749718834,-0.48624066010288,0.568323098663952,NA,0.0401116547955842,0.633154429857149,0.613540560755763,-0.311930869961903,0.649309013765734,0.496542638299606,NA,0.263248145082321,NA,-0.225822608971633,NA,0.44257976883899,0.32227549721373,1,NA,-0.356282964795315,-0.230867276365642,0.28610729833194,-0.562557894369143,-0.255415915049112
"S3269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3271",-0.398825802415776,-0.222670567100144,0.249544383579474,-0.0493464428191449,NA,0.473799359557554,-0.215221037933719,-0.0886220510438485,0.649136639346316,-0.224138034438044,-0.511899218689996,NA,0.136646249476409,NA,0.0733742743489569,NA,-0.186778747509361,0.203488694610841,-0.356282964795315,NA,1,0.628389945454711,0.443834126887473,0.168891556514622,0.0861178683099853
"S3282",-0.13053867444196,0.111524269321848,-0.0860647705397259,-0.172749839657852,NA,-0.112567406913678,-0.1513847564007,0.0143700071406963,-0.132656568967848,-0.255854994987337,0.0142897571035368,NA,0.111524269321848,NA,0.335932136695232,NA,-0.255751220228776,0.16189152682004,-0.230867276365642,NA,0.628389945454711,1,-0.171210615064044,0.225868604548955,-0.177307740269013
"S3338",-0.178097933953766,0.170576339925465,0.216794902982224,0.589114103648992,NA,0.873464046232742,0.358111225914148,0.362377342707181,0.65660688939262,0.269415406666505,-0.380886453586345,NA,0.170576339925465,NA,-0.15646424748059,NA,0.0914195678043094,0.29361643487506,0.28610729833194,NA,0.443834126887473,-0.171210615064044,1,-0.421446216258698,0.262174472151565
"S3346",0.0846979884438371,-0.556989882655927,-0.372742527938255,-0.356121817492575,NA,-0.432542811806683,-0.240162111410673,-0.268760078556707,0.120489775596304,-0.132665435732811,0.0121420954462433,NA,-0.371105574259909,NA,0.605331619056681,NA,-0.530619231153806,0.135728497420485,-0.562557894369143,NA,0.168891556514622,0.225868604548955,-0.421446216258698,1,0.178515212164838
"S3410",-0.310798652583605,-0.170776890385023,0.346393127049591,0.2948597326131,NA,0.0766530841560332,0.22668717626087,0.175153337040751,0.275122444478794,0.0695132491467912,-0.0218818764501982,NA,0.0892953601671835,NA,0.0863785366119223,NA,-0.778847544967512,-0.103089025754965,-0.255415915049112,NA,0.0861178683099853,-0.177307740269013,0.262174472151565,0.178515212164838,1
