"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S2805",1,0.194958013145629,-0.310655628770044,0.168861018529818,NA,-0.180006284938899,0.17347806188036,0.238573232232503,-0.382977828254915,0.266432824478018,0.321361535419375,NA,-0.344224856091195,NA,0.659463538722771,NA,0.260916037082961,0.210626590212747,0.0201622055529245,NA,-0.398825802415776,-0.13053867444196,-0.178097933953766,0.0846979884438371,-0.310798652583605
"S2867",0.194958013145629,1,0.131425290059047,0.177864444464754,NA,0.260072910430481,0.145601070285924,0.147762645599752,-0.387383071159225,-0.140079786179801,-0.0142368185771276,NA,-0.111111111111111,NA,-0.0560244084273657,NA,0.0674988599982619,-0.161291775627217,0.25488749718834,NA,-0.222670567100144,0.111524269321848,0.170576339925465,-0.556989882655927,-0.170776890385023
"S2896",-0.310655628770044,0.131425290059047,1,-0.081646594849403,NA,0.381745416371915,-0.268487784311857,-0.247607782887907,0.299624314765113,-0.378183132825634,-0.457619793489881,NA,0.0654292431728566,NA,-0.424575079825271,NA,-0.107682288771629,-0.633688606756312,-0.48624066010288,NA,0.249544383579474,-0.0860647705397259,0.216794902982224,-0.372742527938255,0.346393127049591
"S2966",0.168861018529818,0.177864444464754,-0.081646594849403,1,NA,0.30715882658824,0.951224122540729,0.946421314189816,-0.0373068799623878,0.831136163092576,0.489991836179428,NA,0.161881134461061,NA,0.206239017484471,NA,0.0292648237268849,0.196344919732327,0.568323098663952,NA,-0.0493464428191449,-0.172749839657852,0.589114103648992,-0.356121817492575,0.2948597326131
"S2976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3039",-0.180006284938899,0.260072910430481,0.381745416371915,0.30715882658824,NA,1,0.0730144977208934,0.0458504876666057,0.726642101217467,-0.109883097966808,-0.644423022424523,NA,0.286168767378558,NA,-0.304816902880812,NA,0.254117918615303,0.244070918072543,0.0401116547955842,NA,0.473799359557554,-0.112567406913678,0.873464046232742,-0.432542811806683,0.0766530841560332
"S3090",0.17347806188036,0.145601070285924,-0.268487784311857,0.951224122540729,NA,0.0730144977208934,1,0.962445436675015,-0.241560206661782,0.874876193990202,0.689445105797409,NA,0.151039084341137,NA,0.244441619764352,NA,0.00782452703804278,0.183235009989568,0.633154429857149,NA,-0.215221037933719,-0.1513847564007,0.358111225914148,-0.240162111410673,0.22668717626087
"S3103",0.238573232232503,0.147762645599752,-0.247607782887907,0.946421314189816,NA,0.0458504876666057,0.962445436675015,1,-0.275204377795211,0.883527858627983,0.704419908729438,NA,0.141450402746262,NA,0.336637290366675,NA,0.0126041687875603,0.216004904996306,0.613540560755763,NA,-0.0886220510438485,0.0143700071406963,0.362377342707181,-0.268760078556707,0.175153337040751
"S3109",-0.382977828254915,-0.387383071159225,0.299624314765113,-0.0373068799623878,NA,0.726642101217467,-0.241560206661782,-0.275204377795211,1,-0.220733870866849,-0.768816575162589,NA,0.161766908490623,NA,-0.217374039278988,NA,-0.0245683606383532,0.258437886559127,-0.311930869961903,NA,0.649136639346316,-0.132656568967848,0.65660688939262,0.120489775596304,0.275122444478794
"S3115",0.266432824478018,-0.140079786179801,-0.378183132825634,0.831136163092576,NA,-0.109883097966808,0.874876193990202,0.883527858627983,-0.220733870866849,1,0.723683223415272,NA,-0.0648122885501969,NA,0.291509443787295,NA,0.133725885408558,0.15280159488721,0.649309013765734,NA,-0.224138034438044,-0.255854994987337,0.269415406666505,-0.132665435732811,0.0695132491467912
