"","S6720","S6728","S6742","S7053","S7179","S7181","S7186","S7203","S7313","S7315","S7327","S7331"
"S6720",1,0.660387188988267,0.739456127189283,NA,0.683224676451999,-0.184497712334829,-0.217583673996625,0.0425794640482115,-0.373907948903085,-0.0939934135364289,-0.312249015450109,NA
"S6728",0.660387188988267,1,0.326219731903029,NA,0.349756109750364,0.235867664971911,0.191910932013931,0.0185818408144343,-0.359246640829064,-0.131218130178533,0.123775930610412,NA
"S6742",0.739456127189283,0.326219731903029,1,NA,0.424279526734575,-0.220832581323673,-0.535753958724906,-0.213041243510709,-0.75283392093473,-0.0898026877764961,-0.582744031211768,NA
"S7053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7179",0.683224676451999,0.349756109750364,0.424279526734575,NA,1,0.279233792838668,0.21759212517351,-0.158144295039226,-0.108141146379381,-0.274595936185261,0.0199823109080634,NA
"S7181",-0.184497712334829,0.235867664971911,-0.220832581323673,NA,0.279233792838668,1,0.723629958598395,-0.246855224508897,0.00607789956988631,-0.298567780740513,0.419703531678556,NA
"S7186",-0.217583673996625,0.191910932013931,-0.535753958724906,NA,0.21759212517351,0.723629958598395,1,-0.134185447394782,0.401690199659291,-0.129503187616614,0.452608361371241,NA
"S7203",0.0425794640482115,0.0185818408144343,-0.213041243510709,NA,-0.158144295039226,-0.246855224508897,-0.134185447394782,1,0.283755822538208,-0.590158339566834,0.484286621380043,NA
"S7313",-0.373907948903085,-0.359246640829064,-0.75283392093473,NA,-0.108141146379381,0.00607789956988631,0.401690199659291,0.283755822538208,1,0.209030032812687,0.202978662388808,NA
"S7315",-0.0939934135364289,-0.131218130178533,-0.0898026877764961,NA,-0.274595936185261,-0.298567780740513,-0.129503187616614,-0.590158339566834,0.209030032812687,1,-0.600303788419509,NA
"S7327",-0.312249015450109,0.123775930610412,-0.582744031211768,NA,0.0199823109080634,0.419703531678556,0.452608361371241,0.484286621380043,0.202978662388808,-0.600303788419509,1,NA
"S7331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
