"","S6801","S6809","S6812","S6817","S6831","S6833","S6837","S6840","S6841","S6842","S6844","S6850","S6851","S6853","S6855","S6857","S6859","S6860","S6863","S6869","S6870","S6882","S6897","S6898","S6900","S6959","S6964"
"S6801",1,0.999829842382159,0.999715076480746,0.999715076480746,0.999757580067846,0.999515346194385,0.999515346194385,0.999595026722549,0.999595026722549,0.999515346194385,0.999515346194385,0.999388154509815,0.999388154509815,0.999388154509815,0.99943177296428,0.999374688971519,0.999374688971519,0.999440658934102,0.99944350935877,0.999368007097047,0.99944350935877,0.999396559721098,0.999408700790167,0.999408700790167,0.999229480326768,0.999067537409996,0.998933247219505
"S6809",0.999829842382159,1,0.999946633902035,0.999946633902035,0.999941620840603,0.999801212590835,0.999801212590835,0.999877451804108,0.999877451804108,0.999801212590835,0.999801212590835,0.999764705348469,0.999764705348469,0.999764705348469,0.999787671673588,0.99968941561583,0.99968941561583,0.999796160692297,0.999719178650073,0.99962941574895,0.999719178650073,0.999700185446259,0.999670415385158,0.999670415385158,0.999591903978011,0.999365107105263,0.999346897206005
"S6812",0.999715076480746,0.999946633902035,1,1,0.999950106792163,0.999898649548773,0.999898649548773,0.999958705093829,0.999958705093829,0.999898649548773,0.999898649548773,0.999830214548727,0.999830214548727,0.999830214548727,0.999879181833253,0.999644982874,0.999644982874,0.999846839684501,0.999713973776925,0.999589298620131,0.999713973776925,0.999649381962347,0.99956261253166,0.99956261253166,0.999486332409395,0.999255178016835,0.99926083423596
"S6817",0.999715076480746,0.999946633902035,1,1,0.999950106792163,0.999898649548773,0.999898649548773,0.999958705093829,0.999958705093829,0.999898649548773,0.999898649548773,0.999830214548727,0.999830214548727,0.999830214548727,0.999879181833253,0.999644982874,0.999644982874,0.999846839684501,0.999713973776925,0.999589298620131,0.999713973776925,0.999649381962347,0.99956261253166,0.99956261253166,0.999486332409395,0.999255178016835,0.99926083423596
"S6831",0.999757580067846,0.999941620840603,0.999950106792163,0.999950106792163,1,0.999903758033228,0.999903758033228,0.99991700275814,0.99991700275814,0.999903758033228,0.999903758033228,0.999806019394276,0.999806019394276,0.999806019394276,0.999848584954128,0.999719122275395,0.999719122275395,0.999854512118399,0.999749509735869,0.999655802764025,0.999749509735869,0.999701275136045,0.999631011840577,0.999631011840577,0.999587564405462,0.999392506239738,0.999333398645782
"S6833",0.999515346194385,0.999801212590835,0.999898649548773,0.999898649548773,0.999903758033228,1,1,0.999942339963255,0.999942339963255,1,1,0.99991943929771,0.99991943929771,0.99991943929771,0.999929636245786,0.999771445276516,0.999771445276516,0.999918628884746,0.999807518980817,0.999705832292576,0.999807518980817,0.999766296180646,0.999666052162346,0.999666052162346,0.999596996796154,0.99952161185876,0.999480426927543
"S6837",0.999515346194385,0.999801212590835,0.999898649548773,0.999898649548773,0.999903758033228,1,1,0.999942339963255,0.999942339963255,1,1,0.99991943929771,0.99991943929771,0.99991943929771,0.999929636245786,0.999771445276516,0.999771445276516,0.999918628884746,0.999807518980817,0.999705832292576,0.999807518980817,0.999766296180646,0.999666052162346,0.999666052162346,0.999596996796154,0.99952161185876,0.999480426927543
"S6840",0.999595026722549,0.999877451804108,0.999958705093829,0.999958705093829,0.99991700275814,0.999942339963255,0.999942339963255,1,1,0.999942339963255,0.999942339963255,0.999921056931701,0.999921056931701,0.999921056931701,0.999941898816873,0.999736283361353,0.999736283361353,0.999940916415531,0.999811998044117,0.999721128058032,0.999811998044117,0.999714398446957,0.99966251089704,0.99966251089704,0.999604915325936,0.999374906916367,0.999423536371795
"S6841",0.999595026722549,0.999877451804108,0.999958705093829,0.999958705093829,0.99991700275814,0.999942339963255,0.999942339963255,1,1,0.999942339963255,0.999942339963255,0.999921056931701,0.999921056931701,0.999921056931701,0.999941898816873,0.999736283361353,0.999736283361353,0.999940916415531,0.999811998044117,0.999721128058032,0.999811998044117,0.999714398446957,0.99966251089704,0.99966251089704,0.999604915325936,0.999374906916367,0.999423536371795
"S6842",0.999515346194385,0.999801212590835,0.999898649548773,0.999898649548773,0.999903758033228,1,1,0.999942339963255,0.999942339963255,1,1,0.99991943929771,0.99991943929771,0.99991943929771,0.999929636245786,0.999771445276516,0.999771445276516,0.999918628884746,0.999807518980817,0.999705832292576,0.999807518980817,0.999766296180646,0.999666052162346,0.999666052162346,0.999596996796154,0.99952161185876,0.999480426927543
"S6844",0.999515346194385,0.999801212590835,0.999898649548773,0.999898649548773,0.999903758033228,1,1,0.999942339963255,0.999942339963255,1,1,0.99991943929771,0.99991943929771,0.99991943929771,0.999929636245786,0.999771445276516,0.999771445276516,0.999918628884746,0.999807518980817,0.999705832292576,0.999807518980817,0.999766296180646,0.999666052162346,0.999666052162346,0.999596996796154,0.99952161185876,0.999480426927543
"S6850",0.999388154509815,0.999764705348469,0.999830214548727,0.999830214548727,0.999806019394276,0.99991943929771,0.99991943929771,0.999921056931701,0.999921056931701,0.99991943929771,0.99991943929771,1,1,1,0.999930956736668,0.999804311606997,0.999804311606997,0.99994957565523,0.999868602564386,0.999844032054071,0.999868602564386,0.999823808446743,0.999789864947302,0.999789864947302,0.999766148335253,0.999624140485577,0.999712174420628
"S6851",0.999388154509815,0.999764705348469,0.999830214548727,0.999830214548727,0.999806019394276,0.99991943929771,0.99991943929771,0.999921056931701,0.999921056931701,0.99991943929771,0.99991943929771,1,1,1,0.999930956736668,0.999804311606997,0.999804311606997,0.99994957565523,0.999868602564386,0.999844032054071,0.999868602564386,0.999823808446743,0.999789864947302,0.999789864947302,0.999766148335253,0.999624140485577,0.999712174420628
"S6853",0.999388154509815,0.999764705348469,0.999830214548727,0.999830214548727,0.999806019394276,0.99991943929771,0.99991943929771,0.999921056931701,0.999921056931701,0.99991943929771,0.99991943929771,1,1,1,0.999930956736668,0.999804311606997,0.999804311606997,0.99994957565523,0.999868602564386,0.999844032054071,0.999868602564386,0.999823808446743,0.999789864947302,0.999789864947302,0.999766148335253,0.999624140485577,0.999712174420628
"S6855",0.99943177296428,0.999787671673588,0.999879181833253,0.999879181833253,0.999848584954128,0.999929636245786,0.999929636245786,0.999941898816873,0.999941898816873,0.999929636245786,0.999929636245786,0.999930956736668,0.999930956736668,0.999930956736668,1,0.999827242969242,0.999827242969242,0.999897479276284,0.99986120469709,0.999737210431545,0.99986120469709,0.999771446743707,0.999680905096604,0.999680905096604,0.999627601299501,0.999474533654558,0.999503609763518
"S6857",0.999374688971519,0.99968941561583,0.999644982874,0.999644982874,0.999719122275395,0.999771445276516,0.999771445276516,0.999736283361353,0.999736283361353,0.999771445276516,0.999771445276516,0.999804311606997,0.999804311606997,0.999804311606997,0.999827242969242,1,1,0.999839369129761,0.999954744392322,0.999874489457638,0.999954744392322,0.999952110433753,0.999917617262049,0.999917617262049,0.99987040787497,0.999821924345125,0.999774388814181
"S6859",0.999374688971519,0.99968941561583,0.999644982874,0.999644982874,0.999719122275395,0.999771445276516,0.999771445276516,0.999736283361353,0.999736283361353,0.999771445276516,0.999771445276516,0.999804311606997,0.999804311606997,0.999804311606997,0.999827242969242,1,1,0.999839369129761,0.999954744392322,0.999874489457638,0.999954744392322,0.999952110433753,0.999917617262049,0.999917617262049,0.99987040787497,0.999821924345125,0.999774388814181
"S6860",0.999440658934102,0.999796160692297,0.999846839684501,0.999846839684501,0.999854512118399,0.999918628884746,0.999918628884746,0.999940916415531,0.999940916415531,0.999918628884746,0.999918628884746,0.99994957565523,0.99994957565523,0.99994957565523,0.999897479276284,0.999839369129761,0.999839369129761,1,0.999894987321637,0.999860989790257,0.999894987321637,0.999839453341106,0.999812839896946,0.999812839896946,0.999806989069073,0.999609921323375,0.999670547883887
"S6863",0.99944350935877,0.999719178650073,0.999713973776925,0.999713973776925,0.999749509735869,0.999807518980817,0.999807518980817,0.999811998044117,0.999811998044117,0.999807518980817,0.999807518980817,0.999868602564386,0.999868602564386,0.999868602564386,0.99986120469709,0.999954744392322,0.999954744392322,0.999894987321637,1,0.999948024820644,1,0.999952927925062,0.999913371482854,0.999913371482854,0.999874250223291,0.99976736813631,0.999779856000606
"S6869",0.999368007097047,0.99962941574895,0.999589298620131,0.999589298620131,0.999655802764025,0.999705832292576,0.999705832292576,0.999721128058032,0.999721128058032,0.999705832292576,0.999705832292576,0.999844032054071,0.999844032054071,0.999844032054071,0.999737210431545,0.999874489457638,0.999874489457638,0.999860989790257,0.999948024820644,1,0.999948024820644,0.999903910254091,0.999934609185535,0.999934609185535,0.999933541053603,0.999814954318336,0.999870365162922
"S6870",0.99944350935877,0.999719178650073,0.999713973776925,0.999713973776925,0.999749509735869,0.999807518980817,0.999807518980817,0.999811998044117,0.999811998044117,0.999807518980817,0.999807518980817,0.999868602564386,0.999868602564386,0.999868602564386,0.99986120469709,0.999954744392322,0.999954744392322,0.999894987321637,1,0.999948024820644,1,0.999952927925062,0.999913371482854,0.999913371482854,0.999874250223291,0.99976736813631,0.999779856000606
"S6882",0.999396559721098,0.999700185446259,0.999649381962347,0.999649381962347,0.999701275136045,0.999766296180646,0.999766296180646,0.999714398446957,0.999714398446957,0.999766296180646,0.999766296180646,0.999823808446743,0.999823808446743,0.999823808446743,0.999771446743707,0.999952110433753,0.999952110433753,0.999839453341106,0.999952927925062,0.999903910254091,0.999952927925062,1,0.999947237239373,0.999947237239373,0.999903374313772,0.999878624860602,0.999853876714107
"S6897",0.999408700790167,0.999670415385158,0.99956261253166,0.99956261253166,0.999631011840577,0.999666052162346,0.999666052162346,0.99966251089704,0.99966251089704,0.999666052162346,0.999666052162346,0.999789864947302,0.999789864947302,0.999789864947302,0.999680905096604,0.999917617262049,0.999917617262049,0.999812839896946,0.999913371482854,0.999934609185535,0.999913371482854,0.999947237239373,1,1,0.999953842143971,0.999888023911251,0.999905211556693
