"","S6784","S6810","S6811","S6815","S6879","S6883","S6905","S6909","S6945","S7043","S7105"
"S6784",1,0.45723956154841,0.439762384688235,0.577018025523503,-0.443780313105714,0.301011488993291,0.478134754197166,0.0857816097098885,0.67634142931691,0.779686872899754,NA
"S6810",0.45723956154841,1,0.527630297752821,0.295166395705105,-0.330695993308113,0.246972619017951,-0.0990841392940233,0.274573852649445,0.113162167347728,0.03436057701554,NA
"S6811",0.439762384688235,0.527630297752821,1,-0.119743091213716,0.135623205100475,-0.196929148909047,0.213464107353119,0.218865867395754,-0.185066327387638,0.212350147019691,NA
"S6815",0.577018025523503,0.295166395705105,-0.119743091213716,1,-0.785269412394013,-0.000352892840784754,0.0942023559032448,0.255212167120457,0.717834326244763,0.506804673229243,NA
"S6879",-0.443780313105714,-0.330695993308113,0.135623205100475,-0.785269412394013,1,-0.276663162230032,-0.0196796064796934,-0.477252761391685,-0.594203394984784,-0.424261393864606,NA
"S6883",0.301011488993291,0.246972619017951,-0.196929148909047,-0.000352892840784754,-0.276663162230032,1,0.361913504167433,-0.113636526006272,0.411092666086338,0.171927009770892,NA
"S6905",0.478134754197166,-0.0990841392940233,0.213464107353119,0.0942023559032448,-0.0196796064796934,0.361913504167433,1,-0.23068033852941,0.564737004372196,0.272236752624076,NA
"S6909",0.0857816097098885,0.274573852649445,0.218865867395754,0.255212167120457,-0.477252761391685,-0.113636526006272,-0.23068033852941,1,-0.250791180707949,0.0209364196185877,NA
"S6945",0.67634142931691,0.113162167347728,-0.185066327387638,0.717834326244763,-0.594203394984784,0.411092666086338,0.564737004372196,-0.250791180707949,1,0.529675714482717,NA
"S7043",0.779686872899754,0.03436057701554,0.212350147019691,0.506804673229243,-0.424261393864606,0.171927009770892,0.272236752624076,0.0209364196185877,0.529675714482717,1,NA
"S7105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
