"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,1,0.999578897404017,0.999787489007237,0.999787489007237,0.999787489007237,0.999650373497361,0.999653999655257,0.999546653483879,0.999546653483879,0.999508573854994,0.999424784480171,0.99947623024522,0.999539604573121,0.999097990023193,0.99919088139301,0.998319972875638
"S7166",1,1,0.999578897404017,0.999787489007237,0.999787489007237,0.999787489007237,0.999650373497361,0.999653999655257,0.999546653483879,0.999546653483879,0.999508573854994,0.999424784480171,0.99947623024522,0.999539604573121,0.999097990023193,0.99919088139301,0.998319972875638
"S7194",0.999578897404017,0.999578897404017,1,0.999909653245548,0.999909653245548,0.999909653245548,0.999973504417464,0.999891233671419,0.999913386947327,0.999913386947327,0.999914715519138,0.999947631290188,0.999894683396697,0.999882694972378,0.999810570551489,0.999860162379605,0.999061580753751
"S7198",0.999787489007237,0.999787489007237,0.999909653245548,1,1,1,0.999955150962333,0.999923776705426,0.999907125607848,0.999907125607848,0.999888634607942,0.999861480953445,0.999855252344541,0.999908592428093,0.999703681484694,0.9997653358706,0.999094258599808
"S7199",0.999787489007237,0.999787489007237,0.999909653245548,1,1,1,0.999955150962333,0.999923776705426,0.999907125607848,0.999907125607848,0.999888634607942,0.999861480953445,0.999855252344541,0.999908592428093,0.999703681484694,0.9997653358706,0.999094258599808
"S7201",0.999787489007237,0.999787489007237,0.999909653245548,1,1,1,0.999955150962333,0.999923776705426,0.999907125607848,0.999907125607848,0.999888634607942,0.999861480953445,0.999855252344541,0.999908592428093,0.999703681484694,0.9997653358706,0.999094258599808
"S7207",0.999650373497361,0.999650373497361,0.999973504417464,0.999955150962333,0.999955150962333,0.999955150962333,1,0.999932214758401,0.999952104460585,0.999952104460585,0.99994755094438,0.999954205181078,0.999921863342053,0.999944332789689,0.999835378320782,0.999877851949639,0.999079772319517
"S7213",0.999653999655257,0.999653999655257,0.999891233671419,0.999923776705426,0.999923776705426,0.999923776705426,0.999932214758401,1,0.999893437877451,0.999893437877451,0.99995144105764,0.999906127741351,0.999914356988954,0.999936613655017,0.999834638435649,0.999830577798772,0.99883855160621
"S7214",0.999546653483879,0.999546653483879,0.999913386947327,0.999907125607848,0.999907125607848,0.999907125607848,0.999952104460585,0.999893437877451,1,1,0.999939585423499,0.999944529493212,0.999941603739298,0.999933345832348,0.999869850760916,0.999914841600795,0.999186183174103
"S7215",0.999546653483879,0.999546653483879,0.999913386947327,0.999907125607848,0.999907125607848,0.999907125607848,0.999952104460585,0.999893437877451,1,1,0.999939585423499,0.999944529493212,0.999941603739298,0.999933345832348,0.999869850760916,0.999914841600795,0.999186183174103
"S7216",0.999508573854994,0.999508573854994,0.999914715519138,0.999888634607942,0.999888634607942,0.999888634607942,0.99994755094438,0.99995144105764,0.999939585423499,0.999939585423499,1,0.99995142921767,0.999925650471053,0.999950378021423,0.999912681042779,0.999920375734196,0.999043206670409
"S7220",0.999424784480171,0.999424784480171,0.999947631290188,0.999861480953445,0.999861480953445,0.999861480953445,0.999954205181078,0.999906127741351,0.999944529493212,0.999944529493212,0.99995142921767,1,0.999949425641326,0.999937339020022,0.999924701564754,0.999960575827337,0.999053335190488
"S7224",0.99947623024522,0.99947623024522,0.999894683396697,0.999855252344541,0.999855252344541,0.999855252344541,0.999921863342053,0.999914356988954,0.999941603739298,0.999941603739298,0.999925650471053,0.999949425641326,1,0.999967966016784,0.999903107475784,0.999880032771251,0.998820753876382
"S7225",0.999539604573121,0.999539604573121,0.999882694972378,0.999908592428093,0.999908592428093,0.999908592428093,0.999944332789689,0.999936613655017,0.999933345832348,0.999933345832348,0.999950378021423,0.999937339020022,0.999967966016784,1,0.999887343028703,0.999874994920356,0.998920247480105
"S7230",0.999097990023193,0.999097990023193,0.999810570551489,0.999703681484694,0.999703681484694,0.999703681484694,0.999835378320782,0.999834638435649,0.999869850760916,0.999869850760916,0.999912681042779,0.999924701564754,0.999903107475784,0.999887343028703,1,0.99996103829622,0.999044551406273
"S7235",0.99919088139301,0.99919088139301,0.999860162379605,0.9997653358706,0.9997653358706,0.9997653358706,0.999877851949639,0.999830577798772,0.999914841600795,0.999914841600795,0.999920375734196,0.999960575827337,0.999880032771251,0.999874994920356,0.99996103829622,1,0.999264718050619
"S7273",0.998319972875638,0.998319972875638,0.999061580753751,0.999094258599808,0.999094258599808,0.999094258599808,0.999079772319517,0.99883855160621,0.999186183174103,0.999186183174103,0.999043206670409,0.999053335190488,0.998820753876382,0.998920247480105,0.999044551406273,0.999264718050619,1
