"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S1133",1,0.997724981391944,0.99734678406103,0.99920082860735,0.983629280428199,0.989095220833301,0.991027715819286,0.93093527194151,0.932726310604767,0.990653220587695,0.997981971956035,0.996948990235261,0.99880266091058,0.996515454412726,0.989453999634961,0.977929838533358,0.900070749730903,0.961173295621198,0.9596728313037,0.948930175004549,0.947340956757269,0.887384055568037,0.891951969547771,0.890765020054451
"S1157",0.997724981391944,1,0.999911167292915,0.995553121684747,0.97630089072542,0.98582072169405,0.987261537956953,0.919521274769614,0.921083293046892,0.988847641804838,0.999209771005739,0.994562243397226,0.998729708481625,0.995328144353621,0.986225518151031,0.974238177068543,0.884489883221695,0.950337870568442,0.948815930591778,0.93723679001846,0.93453120402698,0.871643058208772,0.876595705438768,0.875418257979723
"S1159",0.99734678406103,0.999911167292915,1,0.995061775310959,0.974906674967668,0.984802010657054,0.986162979702496,0.916772789789187,0.918154698931358,0.98814424063309,0.998973874038849,0.994168595710475,0.998450116549157,0.994766145164191,0.985273261741105,0.972891186580276,0.880866621447907,0.947834610759477,0.946438665779673,0.934511889688631,0.931838730417324,0.867738437764393,0.87278178758956,0.871760879978924
"S2247",0.99920082860735,0.995553121684747,0.995061775310959,1,0.988894931624472,0.992487368217868,0.994363788532378,0.941200063812965,0.943014715856469,0.992995790266551,0.996504926428246,0.998067510493848,0.997965207243481,0.99723932608755,0.992669982192149,0.982980435642808,0.910470444895672,0.96907406451241,0.967214604904622,0.957013378234331,0.955629541242558,0.898039477646272,0.902699061921902,0.901211817285926
"S2252",0.983629280428199,0.97630089072542,0.974906674967668,0.988894931624472,1,0.997369183653136,0.997471903332024,0.979261076998191,0.979231039444663,0.994639717252829,0.979919259252435,0.991582794087577,0.982607291488259,0.990305234242128,0.996862452738339,0.996607189975042,0.947086062131824,0.98988304242944,0.985077347241092,0.978657725933823,0.977923200199668,0.93915887621571,0.942620456753723,0.939036221878411
"S2257",0.989095220833301,0.98582072169405,0.984802010657054,0.992487368217868,0.997369183653136,1,0.999521609048651,0.967742365714582,0.966814218891368,0.999171517464372,0.988941692140933,0.996662130034272,0.99054922713056,0.996264473536995,0.999917209938262,0.997817522887911,0.926564504536738,0.979662559737965,0.973798430897784,0.965343427450979,0.963563459106473,0.918026917572114,0.922022344870248,0.917962898312889
"S2290",0.991027715819286,0.987261537956953,0.986162979702496,0.994363788532378,0.997471903332024,0.999521609048651,1,0.966014290078082,0.965622380896698,0.99879349452426,0.990251514631757,0.997200685913719,0.99202845855723,0.9971439359659,0.99944577922252,0.996619220562262,0.927310968833975,0.980686623682849,0.975468795439907,0.967083906964343,0.965426253272643,0.918296153043508,0.922369829805231,0.918397048738869
"S3715",0.93093527194151,0.919521274769614,0.916772789789187,0.941200063812965,0.979261076998191,0.967742365714582,0.966014290078082,1,0.998645263004587,0.960103195884601,0.925161764570349,0.947902498177217,0.928730613648995,0.945733311859146,0.965946134201906,0.97846352098107,0.976213335242423,0.987909218947618,0.981753354611142,0.982045896560549,0.982596587506339,0.976704506020973,0.97747396342621,0.971792911091203
"S3723",0.932726310604767,0.921083293046892,0.918154698931358,0.943014715856469,0.979231039444663,0.966814218891368,0.965622380896698,0.998645263004587,1,0.958110329925856,0.925785310091297,0.947122300244048,0.929315432578664,0.944909918983681,0.964533513713209,0.975926981869361,0.98412027418215,0.992571302759861,0.988252099248047,0.989113419162715,0.989143749148445,0.983155544315621,0.9845442123589,0.980268080548765
"S4684",0.990653220587695,0.988847641804838,0.98814424063309,0.992995790266551,0.994639717252829,0.999171517464372,0.99879349452426,0.960103195884601,0.958110329925856,1,0.991603129074118,0.997906872991736,0.992826531513107,0.997937498480238,0.999417729400378,0.996177271145658,0.914523417091156,0.972392295878279,0.966291138182738,0.956878730704953,0.954999707788741,0.905788166223149,0.909831793957934,0.905518829940858
