"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.802820140345415,0.564607727199263,0.837183309736813,0.766073118746683,0.103026642643356,0.205637445972949,0.0864090719970984,0.062167873365951,0.0830360817759579,-0.429512913986999,-0.295131320180018,0.25322458778253,-0.567493503070734,0.10980440224011,0.0599414374628108,-0.383069611978565,-0.0958675102274621,-0.529314370719332,-0.541456594939721,-0.520533392297959,-0.50778709121448,0.311331040485421,-0.0527206589441396,0.0029617325842793,0.0877306408710319,0.307777518369069,0.0245545858425792,0.19342146898488,-0.244906972371756
"S7850",0.802820140345415,1,0.725580114574205,0.967022883259926,0.701272628356472,0.349078520588929,0.473756034324841,0.435894982755802,0.229994235631724,0.374616753302188,-0.178802066530053,0.0649076135688385,0.228123563442895,-0.394386719480493,0.474454245670139,-0.199572323479975,-0.307977228165246,0.0547046184996089,-0.179015430134119,-0.215012316536962,-0.179120783308323,-0.122289575903701,0.145065807093234,-0.267393269853293,-0.25941816575812,0.121580188986606,0.101044593235746,-0.297105371103645,0.0892577326013467,-0.210201489958153
"S7878",0.564607727199263,0.725580114574205,1,0.751905146345891,0.155833238916727,0.184566180375742,0.466553715698916,0.290042123124826,0.187190387636023,0.276060466346734,-0.614747962507561,-0.137197330967343,0.128151648882186,-0.717830537184322,0.115040105267389,-0.138862335735901,-0.709401586787824,0.187686320581055,-0.153211797793517,-0.203649450417316,0.0331544244117777,-0.061129216820367,0.0548848314460195,-0.59688317883384,-0.672527158728084,-0.237652470289951,0.11446733036843,-0.101786402638706,0.00749362561929801,-0.203222989474212
"S7935",0.837183309736813,0.967022883259926,0.751905146345891,1,0.658295481389537,0.236869256563428,0.352651868132013,0.34032475711214,0.18675100852257,0.216391250477495,-0.280290215175585,-0.0635926396604583,0.234918643386746,-0.538489892973189,0.326161284372768,-0.17121357600402,-0.476385354678992,-0.0473938670887519,-0.374959340764717,-0.408031823263937,-0.289960571841369,-0.259450494826509,0.149307171232156,-0.223486582866127,-0.243774807347176,0.10715744211316,0.119513766259055,-0.322045800867347,0.111692202331569,-0.159934415509358
"S7987",0.766073118746683,0.701272628356472,0.155833238916727,0.658295481389537,1,0.283195641139859,-0.0139260955682135,0.0618416681258238,-0.08248546592117,0.301729036179385,0.0935288770827724,-0.0489183559053445,0.536895012236171,-0.0912430698649782,0.456135261797634,0.0179655769592844,0.118225452004451,-0.240758025965666,-0.228606531554291,-0.249313710748111,-0.388075007281532,-0.26358441827298,-0.051292224766883,0.100044811449695,0.312483376156792,0.177278879664473,0.221721534029371,-0.224640729315952,0.28269280043644,-0.258335520216575
"S8057",0.103026642643356,0.349078520588929,0.184566180375742,0.236869256563428,0.283195641139859,1,0.115617401329673,0.647020792795729,-0.322849659231352,0.0799185946977531,-0.124007937675601,0.512932680796326,0.463833274516733,0.0420654051649476,0.23308106567287,-0.62371056018844,0.161637676251671,0.107352574048755,0.286746952993606,0.2975828657347,0.246051163542416,0.316766771325072,-0.232391262997157,-0.734180978548291,-0.302289525184325,-0.0541041813444489,-0.532001510155559,-0.395633034871931,-0.381795060043323,0.396727736338314
"S8064",0.205637445972949,0.473756034324841,0.466553715698916,0.352651868132013,-0.0139260955682135,0.115617401329673,1,0.534344463107934,0.766539927821246,0.417728600262877,0.0802428955824282,0.392966189448557,-0.440302470334301,-0.0422460916476559,0.399674198541574,0.109268796543512,0.0682984756309297,0.666204464209496,0.41545677087799,0.44480582817543,0.434219124568075,0.482857203845991,0.511201498236158,-0.124524626969139,-0.338461984078698,-0.10798698398462,0.150082677973182,0.247431860189484,0.0254733332613993,-0.0749856212870143
"S8079",0.0864090719970984,0.435894982755802,0.290042123124826,0.34032475711214,0.0618416681258238,0.647020792795729,0.534344463107934,1,0.243442633032142,0.246627138374283,-0.026441932114868,0.729643292983343,-0.0654647902914429,-0.138725999288948,0.425039301217143,-0.314640013223865,-0.00563116251505909,0.62190865194303,0.395262059205588,0.382312552914291,0.123652734402591,0.266489821263908,0.296251779297427,-0.451002326974301,-0.509782265008605,-0.160574109093316,-0.530882824135378,-0.01137297372902,-0.628477122759855,0.0824141580579423
"S8081",0.062167873365951,0.229994235631724,0.187190387636023,0.18675100852257,-0.08248546592117,-0.322849659231352,0.766539927821246,0.243442633032142,1,0.232112148196443,0.27166486565908,0.0891374033902183,-0.634588680161426,0.0178401141398828,0.2117796128212,0.343515039007757,0.176794476573988,0.446068876669602,0.344283050875455,0.382215084346593,0.380101580706268,0.395078692028358,0.637080854904856,0.311438798102848,0.0964339395875149,-0.218985475040018,0.526480995500145,0.382521222915288,0.357067296687961,-0.251001332876054
"S8084",0.0830360817759579,0.374616753302188,0.276060466346734,0.216391250477495,0.301729036179385,0.0799185946977531,0.417728600262877,0.246627138374283,0.232112148196443,1,0.317429635667637,0.414408065581236,0.270626630245553,0.0503709807403836,0.881303842795468,0.35018354621143,0.133803995098618,0.509392194402014,0.590275843946497,0.497926767036219,0.195590176651936,0.343281048768416,-0.26397068232122,-0.0762803641936356,-0.346912276001574,-0.243579278144403,0.0486620350921935,0.108442358080237,-0.02245458575154,-0.644626469569839
"S8143",-0.429512913986999,-0.178802066530053,-0.614747962507561,-0.280290215175585,0.0935288770827724,-0.124007937675601,0.0802428955824282,-0.026441932114868,0.27166486565908,0.317429635667637,1,0.455249747717787,-0.108670971423094,0.796050878172946,0.552429511329939,0.177841690827094,0.744360099330207,0.0285010700660226,0.447094986793669,0.469229852014838,0.291093145694705,0.476308760933994,-0.164916754768888,0.590520866761655,0.468567374028587,0.288997537852542,-0.00619110578074033,-0.202682137281893,0.20902760965843,0.0196807609948598
"S8146",-0.295131320180018,0.0649076135688385,-0.137197330967343,-0.0635926396604583,-0.0489183559053445,0.512932680796326,0.392966189448557,0.729643292983343,0.0891374033902183,0.414408065581236,0.455249747717787,1,0.095083424235284,0.268246051120543,0.648812825965916,-0.021281175774393,0.323660701773885,0.667411878031387,0.592544908292555,0.595648372562913,0.300418043542474,0.545593483083308,-0.0896941095497967,-0.165070578117415,-0.361994546579562,-0.0819250945920992,-0.672446327607821,-0.0740483449859907,-0.583783649524448,0.225746826445417
"S8174",0.25322458778253,0.228123563442895,0.128151648882186,0.234918643386746,0.536895012236171,0.463833274516733,-0.440302470334301,-0.0654647902914429,-0.634588680161426,0.270626630245553,-0.108670971423094,0.095083424235284,1,-0.225958867570501,0.298647182604454,-0.00956583320597304,-0.107722815759951,-0.204474981740904,-0.0699691120143874,-0.117922653953527,-0.127562250081548,-0.0430837524642389,-0.740465350406306,-0.365365063294789,-0.106660220891706,-0.235710090267571,-0.213441388510828,-0.365970562001835,-0.0189957843732098,-0.00813830075351836
