"","S7985","S7986","S7989","S8007","S8017","S8023","S8033","S8052","S8053","S8065","S8074"
"S7985",1,0.175507972473071,0.151826532890315,0.620986793151712,0.107506648446143,0.660157899912642,0.638669555228472,-0.00560670524012385,0.251874929700063,-0.0864149590363366,-0.116941002879622
"S7986",0.175507972473071,1,0.479839892081754,0.0723917301275762,0.229763571001354,0.574259427323186,0.316367934856453,-0.148557035886121,0.0510883015228374,0.650162870950594,0.553825929241763
"S7989",0.151826532890315,0.479839892081754,1,0.294395138560566,0.501810462148944,0.358105105327357,-0.374821643379714,-0.110753715225995,-0.177247723153873,0.176019527315936,0.294638887575774
"S8007",0.620986793151712,0.0723917301275762,0.294395138560566,1,0.612140933117827,0.490158653175102,0.373629966625639,0.62857917710425,0.615810523024282,0.351426236994686,0.391371550698785
"S8017",0.107506648446143,0.229763571001354,0.501810462148944,0.612140933117827,1,0.431569999865528,-0.0991906341568789,0.729996339251977,0.652660477868357,0.375926559079575,0.809227063976176
"S8023",0.660157899912642,0.574259427323186,0.358105105327357,0.490158653175102,0.431569999865528,1,0.398943935500116,0.0968993591311386,0.267920968919473,0.14506474817698,0.429925479210725
"S8033",0.638669555228472,0.316367934856453,-0.374821643379714,0.373629966625639,-0.0991906341568789,0.398943935500116,1,0.103795683265123,0.443084713064537,0.372812019805709,0.0804825552711747
"S8052",-0.00560670524012385,-0.148557035886121,-0.110753715225995,0.62857917710425,0.729996339251977,0.0968993591311386,0.103795683265123,1,0.880024023614748,0.399560115526715,0.673527602212172
"S8053",0.251874929700063,0.0510883015228374,-0.177247723153873,0.615810523024282,0.652660477868357,0.267920968919473,0.443084713064537,0.880024023614748,1,0.412743341905701,0.66382530969383
"S8065",-0.0864149590363366,0.650162870950594,0.176019527315936,0.351426236994686,0.375926559079575,0.14506474817698,0.372812019805709,0.399560115526715,0.412743341905701,1,0.706659101941459
"S8074",-0.116941002879622,0.553825929241763,0.294638887575774,0.391371550698785,0.809227063976176,0.429925479210725,0.0804825552711747,0.673527602212172,0.66382530969383,0.706659101941459,1
