"","S3119","S3294","S3299","S3340","S3432","S4155","S4268","S4732","S4734","S4739","S5332","S5333","S5336","S5515","S5747","S5795","S5804","S5848"
"S3119",1,0.849521607836409,NA,NA,NA,0.959197556090022,0.782343411882989,0.665622411035982,0.665622411035982,NA,0.896401497593045,0.897409712069954,0.957583510134364,0.492643846687826,0.756113340440014,0.676886105090523,0.662051281116038,0.664148740414748
"S3294",0.849521607836409,1,NA,NA,NA,0.876691642897244,0.910933622791691,0.587390661482017,0.587390661482017,NA,0.889835139775655,0.888513674320988,0.895589661451549,0.799076823909145,0.860330184502395,0.705934023649927,0.690477220075877,0.689988504707437
"S3299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S4155",0.959197556090022,0.876691642897244,NA,NA,NA,1,0.870472007690329,0.681035730903113,0.681035730903113,NA,0.927449166113118,0.921424248853495,0.980562657177512,0.51425686391672,0.793868593251347,0.700800631876836,0.684369178263231,0.67719137218761
"S4268",0.782343411882989,0.910933622791691,NA,NA,NA,0.870472007690329,1,0.500370233297676,0.500370233297676,NA,0.894138902364914,0.878191201502755,0.895807664813448,0.739144692562431,0.850419382073403,0.747162167412239,0.734354750224389,0.810296666555335
"S4732",0.665622411035982,0.587390661482017,NA,NA,NA,0.681035730903113,0.500370233297676,1,1,NA,0.519705624379711,0.532375122916955,0.65275336576822,0.193649167310371,0.335083126633356,0.579797346483297,0.575880368841436,0.354562104171167
"S4734",0.665622411035982,0.587390661482017,NA,NA,NA,0.681035730903113,0.500370233297676,1,1,NA,0.519705624379711,0.532375122916955,0.65275336576822,0.193649167310371,0.335083126633356,0.579797346483297,0.575880368841436,0.354562104171167
"S4739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5332",0.896401497593045,0.889835139775655,NA,NA,NA,0.927449166113118,0.894138902364914,0.519705624379711,0.519705624379711,NA,1,0.996353990733505,0.968920836450933,0.708520688194917,0.926272160153109,0.809634951060666,0.797217849459729,0.783712106734033
"S5333",0.897409712069954,0.888513674320988,NA,NA,NA,0.921424248853495,0.878191201502755,0.532375122916955,0.532375122916955,NA,0.996353990733505,1,0.964178872956576,0.688295213649098,0.91210298390142,0.799686163653802,0.786521533731133,0.745684721093893
"S5336",0.957583510134364,0.895589661451549,NA,NA,NA,0.980562657177512,0.895807664813448,0.65275336576822,0.65275336576822,NA,0.968920836450933,0.964178872956576,1,0.61196141985266,0.856028362855689,0.792443530425463,0.779570574116422,0.757695736781996
"S5515",0.492643846687826,0.799076823909145,NA,NA,NA,0.51425686391672,0.739144692562431,0.193649167310371,0.193649167310371,NA,0.708520688194917,0.688295213649098,0.61196141985266,1,0.838144009175606,0.689808084666261,0.687997348559034,0.743823775852728
"S5747",0.756113340440014,0.860330184502395,NA,NA,NA,0.793868593251347,0.850419382073403,0.335083126633356,0.335083126633356,NA,0.926272160153109,0.91210298390142,0.856028362855689,0.838144009175606,1,0.840452801577101,0.827606800669346,0.835367192236242
"S5795",0.676886105090523,0.705934023649927,NA,NA,NA,0.700800631876836,0.747162167412239,0.579797346483297,0.579797346483297,NA,0.809634951060666,0.799686163653802,0.792443530425463,0.689808084666261,0.840452801577101,1,0.999381954489135,0.873048936298415
"S5804",0.662051281116038,0.690477220075877,NA,NA,NA,0.684369178263231,0.734354750224389,0.575880368841436,0.575880368841436,NA,0.797217849459729,0.786521533731133,0.779570574116422,0.687997348559034,0.827606800669346,0.999381954489135,1,0.872463392687418
"S5848",0.664148740414748,0.689988504707437,NA,NA,NA,0.67719137218761,0.810296666555335,0.354562104171167,0.354562104171167,NA,0.783712106734033,0.745684721093893,0.757695736781996,0.743823775852728,0.835367192236242,0.873048936298415,0.872463392687418,1
