"","S1034","S1087","S11286","S1199","S1236","S1275","S2447","S2462","S2483","S2494","S2751","S2806","S2928","S2992","S3042","S3058","S3189","S3209","S3383","S3473","S3680","S479","S5707","S6137","S6354","S663","S690"
"S1034",1,0.935611546048373,0.572695227543881,0.439983699717747,0.842065189680653,0.999146492453579,0.997629594268834,0.673746210509522,0.997265521534097,0.778094023067983,-0.157475272524343,0.994835330600392,0.980348085827866,0.216286804486629,-0.0705886440818733,0.98925545538581,0.989172104308708,0.988864590192981,0.885826810284969,0.986375360357873,-0.147907668487719,0.968302093715183,0.955405715258222,0.977610628549247,0.977892330666161,0.99988413545701,0.99988413545701
"S1087",0.935611546048373,1,0.677664209793178,0.507211358146749,0.884510060800987,0.921303148429628,0.911842466539903,0.748477631869377,0.909590338577966,0.842318012633683,-0.0344990338826631,0.899334405898793,0.970252503536571,0.428549332942969,0.0702300462285532,0.884510936105308,0.88452905856895,0.884598540013808,0.862613199870864,0.879923151302517,-0.083723302889929,0.935741011736892,0.866395540662154,0.90221003275879,0.901501370550491,0.940286920474511,0.940286920474511
"S11286",0.572695227543881,0.677664209793178,1,-0.045184461365796,0.763381361243288,0.553288842256723,0.542556486300166,0.52665282987634,0.540486977543993,0.68127183219228,-0.348742108150914,0.53091896476325,0.644871478386663,0.468478506130741,0.189944525173226,0.523867962079762,0.524340504065232,0.525542034981551,0.755846240553161,0.520025557257052,-0.372411912242281,0.58619730145345,0.523772930415891,0.576349128591405,0.576115542185507,0.578073111904318,0.578073111904318
"S1199",0.439983699717747,0.507211358146749,-0.045184461365796,1,0.158558615464794,0.430281836747449,0.428557801747193,0.276993352439802,0.428369288071686,0.218928643238621,0.588759112625312,0.415021942740696,0.439032260568154,0.11571299308544,-0.158282202604825,0.395158881606828,0.39509916096935,0.394148078214266,0.257015611087409,0.390324668991486,0.26229304946499,0.365842350064339,0.331213301746657,0.346301639315194,0.344939356502309,0.446241355189801,0.446241355189801
"S1236",0.842065189680653,0.884510060800987,0.763381361243288,0.158558615464794,1,0.832155918997178,0.825966361515873,0.80424149002007,0.823799978078797,0.912693643621726,-0.294753093286948,0.818681323418611,0.886990811952545,0.522302364326798,0.326041266810029,0.81377050894153,0.813910873160301,0.813845937186557,0.925628409817741,0.811254866009672,-0.0624633153273083,0.869879822688275,0.817769191118523,0.850292840385259,0.849927834715951,0.844368252390295,0.844368252390295
"S1275",0.999146492453579,0.921303148429628,0.553288842256723,0.430281836747449,0.832155918997178,1,0.999563542650148,0.665564772313142,0.999396851782131,0.767746601467755,-0.162907312116451,0.998109748129585,0.974356164911413,0.196863142261767,-0.0787728538937305,0.99407369811962,0.99399686584703,0.993709209326474,0.883975805200855,0.991681282963048,-0.148548375438527,0.965598267451545,0.961199400248957,0.980099186159128,0.98044770103035,0.998469303997978,0.998469303997978
"S2447",0.997629594268834,0.911842466539903,0.542556486300166,0.428557801747193,0.825966361515873,0.999563542650148,1,0.659669857773636,0.999976660977536,0.760401050093145,-0.161890756292115,0.999389144581563,0.97072466241285,0.187348519215268,-0.0801830381692218,0.996354353197642,0.996299733676315,0.99605105430004,0.884734667038717,0.994351009954817,-0.146663666359426,0.962177062222898,0.964079993029823,0.981031378772388,0.981433371781155,0.996628008084119,0.996628008084119
"S2462",0.673746210509522,0.748477631869377,0.52665282987634,0.276993352439802,0.80424149002007,0.665564772313142,0.659669857773636,1,0.656995496093273,0.960965801360104,0.167864505018723,0.656162528835545,0.690099500622704,0.784988265166057,0.574432575914324,0.661399661208001,0.661189125723558,0.661795082050305,0.772344320798125,0.663475186188635,0.363427822052831,0.716022896993957,0.72365244135143,0.676464252755799,0.673437922859677,0.678934106228145,0.678934106228145
"S2483",0.997265521534097,0.909590338577966,0.540486977543993,0.428369288071686,0.823799978078797,0.999396851782131,0.999976660977536,0.656995496093273,1,0.757504332518916,-0.162724787192167,0.99948063860484,0.969559529814342,0.183297243247293,-0.0830501167060456,0.996529985795269,0.996475312786251,0.996216793838683,0.884153696740114,0.994496520032561,-0.148670546388402,0.961163832976399,0.963564677496682,0.980321567890041,0.980746770067624,0.996199731790625,0.996199731790625
"S2494",0.778094023067983,0.842318012633683,0.68127183219228,0.218928643238621,0.912693643621726,0.767746601467755,0.760401050093145,0.960965801360104,0.757504332518916,1,-0.0278394263678041,0.755082419921742,0.804011415087013,0.72333955149635,0.495317633991582,0.755939668051218,0.755772891259986,0.756227763155295,0.857454476277926,0.75696854331849,0.222904523862235,0.807089584681677,0.800145273990778,0.786611364121715,0.78447039329328,0.782711116647964,0.782711116647964
"S2751",-0.157475272524343,-0.0344990338826631,-0.348742108150914,0.588759112625312,-0.294753093286948,-0.162907312116451,-0.161890756292115,0.167864505018723,-0.162724787192167,-0.0278394263678041,1,-0.16609958767773,-0.124884056077844,0.407834476469896,0.292926403074021,-0.170228176888565,-0.170103354670929,-0.167904981218277,-0.22375868430346,-0.164547446599609,0.59933685858944,-0.162484705567963,-0.104855143336876,-0.193136024680247,-0.196177859036481,-0.150434227795094,-0.150434227795094
"S2806",0.994835330600392,0.899334405898793,0.53091896476325,0.415021942740696,0.818681323418611,0.998109748129585,0.999389144581563,0.656162528835545,0.99948063860484,0.755082419921742,-0.16609958767773,1,0.964533651096544,0.177218793051724,-0.0819166192523842,0.998606719189654,0.998567543489458,0.998393629012109,0.88444146051974,0.997214704683264,-0.146287836691112,0.959293678511749,0.969312654184467,0.982903724479332,0.983330822553444,0.993412789893102,0.993412789893102
