"","S6784","S6810","S6811","S6815","S6879","S6883","S6905","S6909","S6945","S7043","S7105"
"S6784",1,0.999559442061956,0.999698365582805,0.999559442061956,0.998042648864619,0.998676098690243,0.998444574302148,0.998444574302148,0.998054723892877,0.997765153583346,0.997097697955233
"S6810",0.999559442061956,1,0.999948757980258,1,0.999174019647156,0.999489058409598,0.999296339865785,0.999296339865785,0.999068619190235,0.998927902575981,0.998236073714695
"S6811",0.999698365582805,0.999948757980258,1,0.999948757980258,0.999077936399974,0.999469327362339,0.999304390365594,0.999304390365594,0.999049584522809,0.998836315174144,0.998131501834472
"S6815",0.999559442061956,1,0.999948757980258,1,0.999174019647156,0.999489058409598,0.999296339865785,0.999296339865785,0.999068619190235,0.998927902575981,0.998236073714695
"S6879",0.998042648864619,0.999174019647156,0.999077936399974,0.999174019647156,1,0.999800782892448,0.999925727550398,0.999925727550398,0.999881564895706,0.99991536221348,0.99954287850317
"S6883",0.998676098690243,0.999489058409598,0.999469327362339,0.999489058409598,0.999800782892448,1,0.999871015968278,0.999871015968278,0.999892384349641,0.999766789588513,0.999464964813714
"S6905",0.998444574302148,0.999296339865785,0.999304390365594,0.999296339865785,0.999925727550398,0.999871015968278,1,1,0.999917316323529,0.99988037004887,0.999525061598079
"S6909",0.998444574302148,0.999296339865785,0.999304390365594,0.999296339865785,0.999925727550398,0.999871015968278,1,1,0.999917316323529,0.99988037004887,0.999525061598079
"S6945",0.998054723892877,0.999068619190235,0.999049584522809,0.999068619190235,0.999881564895706,0.999892384349641,0.999917316323529,0.999917316323529,1,0.999906651896947,0.999599730430799
"S7043",0.997765153583346,0.998927902575981,0.998836315174144,0.998927902575981,0.99991536221348,0.999766789588513,0.99988037004887,0.99988037004887,0.999906651896947,1,0.999730753344198
"S7105",0.997097697955233,0.998236073714695,0.998131501834472,0.998236073714695,0.99954287850317,0.999464964813714,0.999525061598079,0.999525061598079,0.999599730430799,0.999730753344198,1
