"","S4939","S4948","S5173","S5226","S5241","S5258","S5263","S5267","S5358","S5373","S5432","S5537","S5603","S5648"
"S4939",1,0.999138226672004,0.999545135187315,0.999545135187315,0.999545135187315,0.999276817469729,0.999420494328308,0.999420494328308,0.999042015001418,0.999239645887039,0.999263332142284,0.998590822480873,0.998249462284724,0.998321344032482
"S4948",0.999138226672004,1,0.999364902022539,0.999364902022539,0.999364902022539,0.999205835557839,0.999116364363549,0.999116364363549,0.999192578970781,0.999373338362199,0.998687352525766,0.998318747734206,0.997936380002517,0.997967080797736
"S5173",0.999545135187315,0.999364902022539,1,1,1,0.999954807121674,0.999960568447225,0.999960568447225,0.999858600789368,0.999916647854909,0.999746449754599,0.999575104539478,0.99928674187976,0.999327327791079
"S5226",0.999545135187315,0.999364902022539,1,1,1,0.999954807121674,0.999960568447225,0.999960568447225,0.999858600789368,0.999916647854909,0.999746449754599,0.999575104539478,0.99928674187976,0.999327327791079
"S5241",0.999545135187315,0.999364902022539,1,1,1,0.999954807121674,0.999960568447225,0.999960568447225,0.999858600789368,0.999916647854909,0.999746449754599,0.999575104539478,0.99928674187976,0.999327327791079
"S5258",0.999276817469729,0.999205835557839,0.999954807121674,0.999954807121674,0.999954807121674,1,0.999953207092954,0.999953207092954,0.999914879078773,0.999934300413158,0.999704621774313,0.999649580487773,0.999356329615989,0.999363530826538
"S5263",0.999420494328308,0.999116364363549,0.999960568447225,0.999960568447225,0.999960568447225,0.999953207092954,1,1,0.999905270767481,0.999904153531747,0.999760191693072,0.999710873238219,0.999358168707324,0.999401882609679
"S5267",0.999420494328308,0.999116364363549,0.999960568447225,0.999960568447225,0.999960568447225,0.999953207092954,1,1,0.999905270767481,0.999904153531747,0.999760191693072,0.999710873238219,0.999358168707324,0.999401882609679
"S5358",0.999042015001418,0.999192578970781,0.999858600789368,0.999858600789368,0.999858600789368,0.999914879078773,0.999905270767481,0.999905270767481,1,0.999962377275625,0.99963168320485,0.999751462347407,0.99939135099866,0.999424206907351
"S5373",0.999239645887039,0.999373338362199,0.999916647854909,0.999916647854909,0.999916647854909,0.999934300413158,0.999904153531747,0.999904153531747,0.999962377275625,1,0.999620944865211,0.999617179664941,0.999274691579974,0.99931115138793
"S5432",0.999263332142284,0.998687352525766,0.999746449754599,0.999746449754599,0.999746449754599,0.999704621774313,0.999760191693072,0.999760191693072,0.99963168320485,0.999620944865211,1,0.999780155952014,0.999769134032376,0.999759506831831
"S5537",0.998590822480873,0.998318747734206,0.999575104539478,0.999575104539478,0.999575104539478,0.999649580487773,0.999710873238219,0.999710873238219,0.999751462347407,0.999617179664941,0.999780155952014,1,0.999834374730039,0.999855868558803
"S5603",0.998249462284724,0.997936380002517,0.99928674187976,0.99928674187976,0.99928674187976,0.999356329615989,0.999358168707324,0.999358168707324,0.99939135099866,0.999274691579974,0.999769134032376,0.999834374730039,1,0.999974147608525
"S5648",0.998321344032482,0.997967080797736,0.999327327791079,0.999327327791079,0.999327327791079,0.999363530826538,0.999401882609679,0.999401882609679,0.999424206907351,0.99931115138793,0.999759506831831,0.999855868558803,0.999974147608525,1
