"","S7371","S7385","S7392","S7397","S7398","S7401","S7406","S7417","S7448","S7578","S7584","S7585","S7593","S7595","S7598","S7615","S7627","S7637","S7652"
"S7371",1,0.999929376341369,0.999929954368478,0.999835114807317,0.999910237406562,0.999851738587451,0.999835114807317,0.999790421226258,0.999567394174668,0.998390955013042,0.997925557960598,0.997864001964799,0.997839294737699,0.997466375073374,0.996467197558609,0.9957184819154,0.99552086894851,0.995388207695417,0.994599945021802
"S7385",0.999929376341369,1,0.999974071317308,0.999897214298522,0.999932856333933,0.999929670860654,0.999897214298522,0.999837230062371,0.99970810015689,0.998597964362942,0.998195800477747,0.998088096205639,0.998074711906856,0.99772407490572,0.996889579320975,0.996101366767025,0.995955669928581,0.995793990341142,0.994948729681123
"S7392",0.999929954368478,0.999974071317308,1,0.999905365104921,0.999935738710739,0.999914605230279,0.999905365104921,0.999799447167666,0.999649081176335,0.998503014316186,0.998093063330729,0.998001087786226,0.998003600401735,0.997635687739604,0.996770267158869,0.995951876556745,0.995827320063406,0.995664858501968,0.994851797694475
"S7397",0.999835114807317,0.999897214298522,0.999905365104921,1,0.999915403274675,0.999925888913812,1,0.999870240884173,0.999794530499224,0.998618275538902,0.998136869165229,0.998143776994511,0.998023627908653,0.997749711587325,0.996859281050957,0.996153035719504,0.99600765597421,0.995760696421854,0.994898511191817
"S7398",0.999910237406562,0.999932856333933,0.999935738710739,0.999915403274675,1,0.999932599223716,0.999915403274675,0.999888668442799,0.99977297052402,0.998735331730785,0.998301208927805,0.998240053515711,0.99822120951626,0.997900785630283,0.997029871130813,0.996325586901898,0.996216434733734,0.996074333645496,0.995330017280367
"S7401",0.999851738587451,0.999929670860654,0.999914605230279,0.999925888913812,0.999932599223716,1,0.999925888913812,0.999950489551769,0.99986251284773,0.998833281254077,0.998420172089287,0.998384238746087,0.998408915078008,0.998016440361229,0.997240600347921,0.99654771030342,0.996417694296162,0.996172208885512,0.995406639100171
"S7406",0.999835114807317,0.999897214298522,0.999905365104921,1,0.999915403274675,0.999925888913812,1,0.999870240884173,0.999794530499224,0.998618275538902,0.998136869165229,0.998143776994511,0.998023627908653,0.997749711587325,0.996859281050957,0.996153035719504,0.99600765597421,0.995760696421854,0.994898511191817
"S7417",0.999790421226258,0.999837230062371,0.999799447167666,0.999870240884173,0.999888668442799,0.999950489551769,0.999870240884173,1,0.999925867594174,0.998966151365823,0.998490163584457,0.998518197931709,0.998476228124773,0.998102383996581,0.997292726746593,0.996674234192002,0.996528125298766,0.99627185923753,0.995567353817449
"S7448",0.999567394174668,0.99970810015689,0.999649081176335,0.999794530499224,0.99977297052402,0.99986251284773,0.999794530499224,0.999925867594174,1,0.999029342232318,0.998531021803471,0.998607922716965,0.998492305460877,0.998113828436232,0.997325180145518,0.996690347379577,0.996551458386682,0.996272041480834,0.995520830436457
"S7578",0.998390955013042,0.998597964362942,0.998503014316186,0.998618275538902,0.998735331730785,0.998833281254077,0.998618275538902,0.998966151365823,0.999029342232318,1,0.999913001517636,0.999941342661508,0.999819922512245,0.999776904634438,0.999318457829018,0.999031905865937,0.998830025111556,0.998792794411011,0.998362923099219
"S7584",0.997925557960598,0.998195800477747,0.998093063330729,0.998136869165229,0.998301208927805,0.998420172089287,0.998136869165229,0.998490163584457,0.998531021803471,0.999913001517636,1,0.999924246237292,0.999911429938559,0.999922778754038,0.999644691148807,0.999386633624065,0.999210884348382,0.999227878569698,0.998836097195615
"S7585",0.997864001964799,0.998088096205639,0.998001087786226,0.998143776994511,0.998240053515711,0.998384238746087,0.998143776994511,0.998518197931709,0.998607922716965,0.999941342661508,0.999924246237292,1,0.999858538711361,0.999834828374881,0.999414247139739,0.999209133850546,0.998966717622935,0.998951725943841,0.998579929710689
"S7593",0.997839294737699,0.998074711906856,0.998003600401735,0.998023627908653,0.99822120951626,0.998408915078008,0.998023627908653,0.998476228124773,0.998492305460877,0.999819922512245,0.999911429938559,0.999858538711361,1,0.999858364389084,0.999624622392661,0.99939019427997,0.999238764459896,0.999183146502474,0.99889665937238
"S7595",0.997466375073374,0.99772407490572,0.997635687739604,0.997749711587325,0.997900785630283,0.998016440361229,0.997749711587325,0.998102383996581,0.998113828436232,0.999776904634438,0.999922778754038,0.999834828374881,0.999858364389084,1,0.999807331810684,0.999667207286058,0.999519036291916,0.999502832808633,0.999166256357503
"S7598",0.996467197558609,0.996889579320975,0.996770267158869,0.996859281050957,0.997029871130813,0.997240600347921,0.996859281050957,0.997292726746593,0.997325180145518,0.999318457829018,0.999644691148807,0.999414247139739,0.999624622392661,0.999807331810684,1,0.999890788841885,0.999870412644145,0.999797843055907,0.999510988756315
"S7615",0.9957184819154,0.996101366767025,0.995951876556745,0.996153035719504,0.996325586901898,0.99654771030342,0.996153035719504,0.996674234192002,0.996690347379577,0.999031905865937,0.999386633624065,0.999209133850546,0.99939019427997,0.999667207286058,0.999890788841885,1,0.999942772785203,0.999877249142742,0.999677644616645
"S7627",0.99552086894851,0.995955669928581,0.995827320063406,0.99600765597421,0.996216434733734,0.996417694296162,0.99600765597421,0.996528125298766,0.996551458386682,0.998830025111556,0.999210884348382,0.998966717622935,0.999238764459896,0.999519036291916,0.999870412644145,0.999942772785203,1,0.999914430172631,0.999752362969171
"S7637",0.995388207695417,0.995793990341142,0.995664858501968,0.995760696421854,0.996074333645496,0.996172208885512,0.995760696421854,0.99627185923753,0.996272041480834,0.998792794411011,0.999227878569698,0.998951725943841,0.999183146502474,0.999502832808633,0.999797843055907,0.999877249142742,0.999914430172631,1,0.999889496722703
"S7652",0.994599945021802,0.994948729681123,0.994851797694475,0.994898511191817,0.995330017280367,0.995406639100171,0.994898511191817,0.995567353817449,0.995520830436457,0.998362923099219,0.998836097195615,0.998579929710689,0.99889665937238,0.999166256357503,0.999510988756315,0.999677644616645,0.999752362969171,0.999889496722703,1
