"","S1283","S1362","S374","S439","S553","S560","S592","S609","S660","S969"
"S1283",1,-0.61710346075296,-0.682419135238776,0.124661486508424,-0.236097744054314,0.338361327432946,-0.145696943125595,0.443778906618433,-0.623068752100726,-0.0363348033201762
"S1362",-0.61710346075296,1,0.489229572091097,-0.0525859497855602,0.661414620539482,-0.0966187066422216,0.692728543295554,-0.627627710092438,0.334597328169192,-0.216904441115718
"S374",-0.682419135238776,0.489229572091097,1,-0.23695543965788,-0.00746101214383216,0.294534052348437,0.458306818507311,-0.220828540843749,0.802157364545909,-0.326140570149365
"S439",0.124661486508424,-0.0525859497855602,-0.23695543965788,1,0.278355795316416,0.247392053249729,0.242297015396738,0.162648202290326,-0.379394061747752,0.189968459855778
"S553",-0.236097744054314,0.661414620539482,-0.00746101214383216,0.278355795316416,1,-0.0720829833492232,0.393478142739935,-0.721825249291222,-0.186002041321428,-0.177045925593476
"S560",0.338361327432946,-0.0966187066422216,0.294534052348437,0.247392053249729,-0.0720829833492232,1,0.551161070370946,0.26452570931206,0.133696174436828,-0.109028486791152
"S592",-0.145696943125595,0.692728543295554,0.458306818507311,0.242297015396738,0.393478142739935,0.551161070370946,1,-0.188299523657504,0.174305930050865,-0.228590398779434
"S609",0.443778906618433,-0.627627710092438,-0.220828540843749,0.162648202290326,-0.721825249291222,0.26452570931206,-0.188299523657504,1,0.0116967082319995,0.331763897134757
"S660",-0.623068752100726,0.334597328169192,0.802157364545909,-0.379394061747752,-0.186002041321428,0.133696174436828,0.174305930050865,0.0116967082319995,1,0.133243848642816
"S969",-0.0363348033201762,-0.216904441115718,-0.326140570149365,0.189968459855778,-0.177045925593476,-0.109028486791152,-0.228590398779434,0.331763897134757,0.133243848642816,1
