"","S4939","S4948","S5173","S5226","S5241","S5258","S5263","S5267","S5358","S5373","S5432","S5537","S5603","S5648"
"S4939",1,0.854031188135237,0.931977224803808,0.93722910099519,0.941647313028536,0.962411662350081,0.978694520118244,0.978694520118244,0.948621756672432,0.974287989794627,0.993756111276613,0.337850497797038,0.903827019664784,0.899335430113227
"S4948",0.854031188135237,1,0.973300340642542,0.969612869015602,0.947579495950697,0.919499086260787,0.897530192038311,0.897530192038311,0.892200912183237,0.907170669797056,0.86101628120132,0.357929356260909,0.811857998875995,0.951305022146075
"S5173",0.931977224803808,0.973300340642542,1,0.983767830958918,0.977598900465333,0.960052943320306,0.951300403356684,0.951300403356684,0.950256558564423,0.957752490376742,0.934338138466591,0.402803331411486,0.869578876331096,0.959293334332709
"S5226",0.93722910099519,0.969612869015602,0.983767830958918,1,0.969240615956419,0.948425593217075,0.957116110709673,0.957116110709673,0.93148138187084,0.944658886904487,0.947124473135337,0.311627936028902,0.885942532624581,0.964061701714696
"S5241",0.941647313028536,0.947579495950697,0.977598900465333,0.969240615956419,1,0.964645897834385,0.977801854657329,0.977801854657329,0.94414025355251,0.97052478991822,0.942468924060603,0.297663872631575,0.840926824939164,0.91465025206123
"S5258",0.962411662350081,0.919499086260787,0.960052943320306,0.948425593217075,0.964645897834385,1,0.980582984240504,0.980582984240504,0.928762937018079,0.979613794636377,0.959126821740373,0.291705626380784,0.836108159582491,0.92156054567425
"S5263",0.978694520118244,0.897530192038311,0.951300403356684,0.957116110709673,0.977801854657329,0.980582984240504,1,1,0.925651826576473,0.971705666724344,0.979345283883902,0.220774732991876,0.847395250239591,0.89630367842106
"S5267",0.978694520118244,0.897530192038311,0.951300403356684,0.957116110709673,0.977801854657329,0.980582984240504,1,1,0.925651826576473,0.971705666724344,0.979345283883902,0.220774732991876,0.847395250239591,0.89630367842106
"S5358",0.948621756672432,0.892200912183237,0.950256558564423,0.93148138187084,0.94414025355251,0.928762937018079,0.925651826576473,0.925651826576473,1,0.969166423014643,0.939738039159948,0.496172592800016,0.939946112676453,0.942835560130646
"S5373",0.974287989794627,0.907170669797056,0.957752490376742,0.944658886904487,0.97052478991822,0.979613794636377,0.971705666724344,0.971705666724344,0.969166423014643,1,0.969678460442731,0.395281135828209,0.889279504067693,0.916461056428861
"S5432",0.993756111276613,0.86101628120132,0.934338138466591,0.947124473135337,0.942468924060603,0.959126821740373,0.979345283883902,0.979345283883902,0.939738039159948,0.969678460442731,1,0.307632727834738,0.909338539168788,0.899668042401365
"S5537",0.337850497797038,0.357929356260909,0.402803331411486,0.311627936028902,0.297663872631575,0.291705626380784,0.220774732991876,0.220774732991876,0.496172592800016,0.395281135828209,0.307632727834738,1,0.467649216885142,0.403063533612128
"S5603",0.903827019664784,0.811857998875995,0.869578876331096,0.885942532624581,0.840926824939164,0.836108159582491,0.847395250239591,0.847395250239591,0.939946112676453,0.889279504067693,0.909338539168788,0.467649216885142,1,0.909230707637818
"S5648",0.899335430113227,0.951305022146075,0.959293334332709,0.964061701714696,0.91465025206123,0.92156054567425,0.89630367842106,0.89630367842106,0.942835560130646,0.916461056428861,0.899668042401365,0.403063533612128,0.909230707637818,1
