"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S2805",1,0.192787463932296,-0.263832507219697,0.168552362600046,NA,-0.351045800630699,0.22035975531033,0.264981536463386,-0.391903780627164,0.272805996958586,0.323674375716808,NA,-0.341731851499873,NA,0.688496689355899,NA,0.19147074725007,0.276796489509345,0.0319206866348294,NA,-0.427140660771538,-0.125141041243675,-0.136252465661138,0.118632654611124,-0.310666848760752
"S2867",0.192787463932296,1,-0.223408654117422,0.196603697186777,NA,0.275624494988751,0.124877144366051,0.162983627456433,-0.381814504282495,-0.188275723977363,-0.0473100466100606,NA,-0.111111111111111,NA,-0.0561028351949953,NA,-0.0293856524124617,-0.156270636869732,0.297289590260753,NA,-0.254121474856233,0.112063622475808,0.182700318504348,-0.538260087720914,-0.167836926852672
"S2896",-0.263832507219697,-0.223408654117422,1,-0.358529522003517,NA,0.138171493979437,-0.495009022659735,-0.431550379314484,0.391578780607728,-0.456802392338811,-0.449000892790713,NA,-0.307572494969779,NA,0.00363107446355812,NA,-0.273083082022114,-0.539699596429736,-0.800419928711712,NA,0.582730209775036,0.28004891053675,-0.140263859644051,0.228630988468006,0.246255818396213
"S2966",0.168552362600046,0.196603697186777,-0.358529522003517,1,NA,0.159665979324053,0.94747304922641,0.909128258279057,-0.0788537001545578,0.741004970517617,0.273730184477509,NA,0.182024904533961,NA,0.191940636164843,NA,0.0558795669097588,0.17506491938395,0.37336296540771,NA,-0.054418731733699,-0.187658613427797,0.722184278341447,-0.357545101997377,0.333673856637913
"S2976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S3039",-0.351045800630699,0.275624494988751,0.138171493979437,0.159665979324053,NA,1,-0.0849823170283824,-0.0784360240006409,0.715143073287336,-0.307484187161261,-0.833923532040604,NA,0.294849915601082,NA,-0.322549556959426,NA,0.192686129915862,0.284107844458702,0.0751931480719211,NA,0.629516336192375,0.10545390092993,0.734987654859096,-0.368365798774496,0.0850137198376942
"S3090",0.22035975531033,0.124877144366051,-0.495009022659735,0.94747304922641,NA,-0.0849823170283824,1,0.968446432978525,-0.29446386388297,0.871243459596269,0.531081587558736,NA,0.128521515135212,NA,0.263556236429142,NA,0.0538929338203261,0.194912460998105,0.487874559272073,NA,-0.181951899915182,-0.130931873319215,0.543533392034976,-0.260085486251599,0.190895525153131
"S3103",0.264981536463386,0.162983627456433,-0.431550379314484,0.909128258279057,NA,-0.0784360240006409,0.968446432978525,1,-0.347304930751857,0.803823987064618,0.554943869234766,NA,0.148681360528227,NA,0.390261143531707,NA,-0.0206756378699343,0.257226952880724,0.419108973298228,NA,-0.0716732118012504,0.0921713506690742,0.495598192559717,-0.214489643625333,0.167790827733955
"S3109",-0.391903780627164,-0.381814504282495,0.391578780607728,-0.0788537001545578,NA,0.715143073287336,-0.29446386388297,-0.347304930751857,1,-0.289129307887906,-0.849870555781935,NA,0.148238369142908,NA,-0.207618120839595,NA,0.0764828954787017,0.24343224131699,-0.340051240023615,NA,0.674183249887757,-0.109362483635849,0.474658770358525,0.169655977808634,0.280664132747074
"S3115",0.272805996958586,-0.188275723977363,-0.456802392338811,0.741004970517617,NA,-0.307484187161261,0.871243459596269,0.803823987064618,-0.289129307887906,1,0.59603226821428,NA,-0.102301493379956,NA,0.275966123230488,NA,0.161119937630046,0.170632053680918,0.502142644842157,NA,-0.250153697654945,-0.294307317607447,0.38696949410644,-0.0954708742070197,0.0407723043620623
