"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.380955713896073,0.326756313656228,0.642439710075601,0.00899423158755964,0.359639916946997,-0.0928109635757918,0.257249944030581,0.0106364162862632,0.261007363963985,0.369912060770484,0.474065931379703,0.425375149542196,0.209064143763653,0.294336270526817,0.55366919949326,0.280535169566324,0.507073467482992,0.38186823596998,0.33925664902307,0.171226073720518,0.193271568179417,0.244331278854099,0.278108054110157,-0.327915132787606,-0.305964897265528,0.309955877602002,-0.355954486614214,0.54208518076575,-0.242925102349704
"S7850",0.380955713896073,1,0.906258160704624,0.829826395107596,-0.0604028480948324,0.746755283056145,0.467159975309667,0.462982346455665,0.44029725737841,0.50314890374914,0.551683632145775,0.740992752222953,0.594078185410338,0.642849525333961,0.400077595336129,0.144981036721644,0.37711841403439,0.352145910383265,0.301060974469201,0.426625512715861,-0.184601840241248,-0.324912066691685,0.233452561737293,0.165803522327827,0.481637371992449,-0.787139043527674,0.0154603501566769,-0.475019008402828,0.241507659924545,-0.419080532970606
"S7878",0.326756313656228,0.906258160704624,1,0.833793947383458,-0.0376456777254821,0.673257207533901,0.408614026819244,0.320703382328054,0.568251206509112,0.522141668159554,0.5832233980455,0.797262520579879,0.585338135544775,0.609439709625861,0.507132866087738,0.170156835625959,0.285001522062176,0.460131506116727,0.53771590652134,0.336836786784748,-0.0244256520300504,-0.435511223287814,0.0479789081821197,0.284699202650448,0.554468987508055,-0.796237842550286,-0.0587407207422316,-0.389057077430941,0.155272653115889,-0.49308012169539
"S7935",0.642439710075601,0.829826395107596,0.833793947383458,1,0.139941544534831,0.843400176834891,0.364908225686557,0.5598296236603,0.458125453187792,0.676107759846727,0.606788888727259,0.76873273735876,0.624799320323358,0.653456510923354,0.649731172821146,0.216381838970999,0.443350007220059,0.496787261261249,0.510266728817028,0.633281495802953,0.198103414905244,-0.121259287675507,0.136184133503679,0.189763294395365,0.134625020300897,-0.882273466339182,0.113447288302248,-0.427526387035552,0.299019076885387,-0.471532610999677
"S7987",0.00899423158755964,-0.0604028480948324,-0.0376456777254821,0.139941544534831,1,0.241512600379622,0.551293230919735,0.745650160292948,0.372425986354055,0.637750977412252,0.165421815545908,0.341851443624176,0.405605377207559,0.539403546085439,0.732551680933376,-0.195759874465798,0.584862148947938,0.604694529711217,0.224942122869423,0.0376137789541445,0.334405368652292,-0.548320766282427,0.286609967599121,-0.340796599090358,-0.0867324763866087,-0.217704482828885,0.337928900526378,0.0140131449540533,-0.0403328848924036,-0.0233791031011207
"S8057",0.359639916946997,0.746755283056145,0.673257207533901,0.843400176834891,0.241512600379622,1,0.695462410958211,0.623969646961035,0.519920181967954,0.712934198238306,0.579047940708797,0.709927069142993,0.376787732143746,0.563505907494225,0.608692365992604,0.116184345442149,0.526813766195285,0.3650874253314,0.269839538284246,0.448870782448369,0.32049413517984,-0.195395593012303,0.0438909051619678,-0.143658518732348,0.25500757595289,-0.815409574130673,-0.211972706810034,-0.0979227387333686,0.212503499643048,-0.0383046847556458
"S8064",-0.0928109635757918,0.467159975309667,0.408614026819244,0.364908225686557,0.551293230919735,0.695462410958211,1,0.583270349298032,0.685794617119678,0.686624132190543,0.515707959824092,0.693552453861821,0.214315634992966,0.514505697456929,0.626834926184136,0.0817248625212256,0.516960605777326,0.523413207089174,0.124974406514366,-0.0276250338387241,0.339276614158756,-0.661478837018878,0.226805117733112,-0.4063819130403,0.51757213957433,-0.514815798378881,-0.231335889287668,0.0849731911707003,0.114429667954262,0.274688674890503
"S8079",0.257249944030581,0.462982346455665,0.320703382328054,0.5598296236603,0.745650160292948,0.623969646961035,0.583270349298032,1,0.319450701849763,0.790399985777871,0.435496599738726,0.511858998124972,0.652063475628487,0.791294439821826,0.738918922946549,-0.291381553670093,0.780420210650896,0.437339741081258,0.0461353063041633,0.366271664689818,-0.00287338252840374,-0.382520139270182,0.298474119685909,-0.279428260326311,0.0297493020097391,-0.532939297490746,0.341897976210865,-0.200863836883034,0.0374903342996856,-0.20028614826042
"S8081",0.0106364162862632,0.44029725737841,0.568251206509112,0.458125453187792,0.372425986354055,0.519920181967954,0.685794617119678,0.319450701849763,1,0.494278960356883,0.532675915915111,0.722985690133825,0.0409514161946152,0.286470709445126,0.659720456809307,0.0432418374351154,-0.0217521195617052,0.605750276127212,0.529830207950419,0.141087430093992,0.349589559773504,-0.561802343768306,-0.0766228861398301,-0.440100068125625,0.674498221826681,-0.677237225162567,-0.302100633665443,-0.339429790770019,-0.226684684800581,-0.0412613874327766
"S8084",0.261007363963985,0.50314890374914,0.522141668159554,0.676107759846727,0.637750977412252,0.712934198238306,0.686624132190543,0.790399985777871,0.494278960356883,1,0.753530270053656,0.763273388058315,0.637918716841023,0.857689990822856,0.934668734360415,0.0769000960028647,0.76816172754397,0.590794509987244,0.182934768335396,0.392047516612332,0.399715020561306,-0.402955566429778,0.340993173136574,-0.00376974286439353,0.118720945899949,-0.671636745809872,0.283385130054874,-0.0543354760349752,0.326271474595401,-0.179305890679368
"S8143",0.369912060770484,0.551683632145775,0.5832233980455,0.606788888727259,0.165421815545908,0.579047940708797,0.515707959824092,0.435496599738726,0.532675915915111,0.753530270053656,1,0.80556798166779,0.341897014851135,0.521711444652012,0.700596649032327,0.254732816148106,0.444522445544686,0.464302383635901,0.0172079889883498,0.178455515789629,0.225673910794438,-0.255333993887686,0.107596713405552,-0.0374459815814582,0.406033925094474,-0.518044241232524,0.00247845834762319,-0.0682417479767925,0.300392360525943,0.0327956504410026
"S8146",0.474065931379703,0.740992752222953,0.797262520579879,0.76873273735876,0.341851443624176,0.709927069142993,0.693552453861821,0.511858998124972,0.722985690133825,0.763273388058315,0.80556798166779,1,0.54769422674061,0.649462369571326,0.782906694708508,0.413916403149666,0.487289031411921,0.813026789259472,0.493065988050905,0.196422398604951,0.308179186536087,-0.56962732492241,0.285602505137491,0.045621931709033,0.460213385224672,-0.717810759366301,0.040046264768216,-0.278383725575608,0.372723899024359,-0.172797414650029
