"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,0.949526135442536,0.842578065275427,0.798565582762096,0.806848853019148,0.805781877738346,0.715789529933758,0.811272189472039,0.811711111017681,0.80458607790999,0.697256679272909,0.702535029726827
"S1566",0.949526135442536,1,0.942607577674315,0.914337640080174,0.921138359811514,0.922232049700297,0.577524709534636,0.925824768720965,0.927821827339248,0.908856650533132,0.814748909514187,0.82031911787191
"S1628",0.842578065275427,0.942607577674315,1,0.995380649507745,0.994999594764265,0.994148161840212,0.496463833342549,0.993716170809745,0.994313111155153,0.986184533380551,0.952713434284804,0.955936621365071
"S1633",0.798565582762096,0.914337640080174,0.995380649507745,1,0.99879316638454,0.998219869792136,0.473878563556561,0.996745317147838,0.996495947148064,0.986046889605961,0.972920697642936,0.975285211106433
"S1681",0.806848853019148,0.921138359811514,0.994999594764265,0.99879316638454,1,0.999805080104341,0.496023234670332,0.998948465776622,0.99862795598401,0.987284395213599,0.9692420059002,0.971555658122109
"S1743",0.805781877738346,0.922232049700297,0.994148161840212,0.998219869792136,0.999805080104341,1,0.491214839299781,0.999470676197849,0.999237264693651,0.985487767917273,0.967898898022441,0.970143403348611
"S1750",0.715789529933758,0.577524709534636,0.496463833342549,0.473878563556561,0.496023234670332,0.491214839299781,1,0.491142000373725,0.48427544137306,0.506465312293504,0.469678812738465,0.47029887826153
"S1761",0.811272189472039,0.925824768720965,0.993716170809745,0.996745317147838,0.998948465776622,0.999470676197849,0.491142000373725,1,0.99982629774596,0.986242836524852,0.963493107662648,0.965618805470316
"S1808",0.811711111017681,0.927821827339248,0.994313111155153,0.996495947148064,0.99862795598401,0.999237264693651,0.48427544137306,0.99982629774596,1,0.985896850169989,0.961804020512803,0.964034614872078
"S1838",0.80458607790999,0.908856650533132,0.986184533380551,0.986046889605961,0.987284395213599,0.985487767917273,0.506465312293504,0.986242836524852,0.985896850169989,1,0.949741129652894,0.952081328471974
"S2162",0.697256679272909,0.814748909514187,0.952713434284804,0.972920697642936,0.9692420059002,0.967898898022441,0.469678812738465,0.963493107662648,0.961804020512803,0.949741129652894,1,0.999899170277115
"S2163",0.702535029726827,0.82031911787191,0.955936621365071,0.975285211106433,0.971555658122109,0.970143403348611,0.47029887826153,0.965618805470316,0.964034614872078,0.952081328471974,0.999899170277115,1
