"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S3149",0.986117786209514,0.961705952267097,0.908195937525586,0.832805522306879,0.978344209152525,0.805640351318046,0.886870872284819,0.803860813700078,0.803860813700078,0.803860813700078,1,0.999970889396388,1,0.962656853819627,0.999227236268877,0.998480572811468,0.661978249429078,0.991400207443872,-0.00295612033161143,0.85015563511174,0.907298627189812,0.949473770162591,0.581773170230861,0.941174161583667,0.85542579926489
"S3151",0.985387353034416,0.960278327673908,0.906998096684602,0.831035066976081,0.977176244179683,0.803735715373603,0.887097783458925,0.80192476978724,0.80192476978724,0.80192476978724,0.999970889396388,1,0.999970889396388,0.963009294855291,0.998980125346368,0.998383442716675,0.659420790143516,0.990688297194523,-0.00235130485109282,0.850971451890857,0.905456812190676,0.949662213915047,0.583874957564389,0.94161485028205,0.857004452867486
"S3154",0.986117786209514,0.961705952267097,0.908195937525586,0.832805522306879,0.978344209152525,0.805640351318046,0.886870872284819,0.803860813700078,0.803860813700078,0.803860813700078,1,0.999970889396388,1,0.962656853819627,0.999227236268877,0.998480572811468,0.661978249429078,0.991400207443872,-0.00295612033161143,0.85015563511174,0.907298627189812,0.949473770162591,0.581773170230861,0.941174161583667,0.85542579926489
"S3165",0.930325725543809,0.893133003198553,0.836424868980334,0.738409736056521,0.946731971715433,0.705799660591753,0.828576077828514,0.701716386573743,0.701716386573743,0.701716386573743,0.962656853819627,0.963009294855291,0.962656853819627,1,0.955168775713413,0.960601819293762,0.525553668239868,0.946645928282635,-0.0875104977981313,0.812866343688298,0.83809008586934,0.905967696439028,0.551728902087244,0.888791361416311,0.846573324983316
"S3176",0.990123143265744,0.96847308177878,0.917790124382889,0.847196864154703,0.981710091832137,0.821238573413885,0.883430977064684,0.820037234523877,0.820037234523877,0.820037234523877,0.999227236268877,0.998980125346368,0.999227236268877,0.955168775713413,1,0.998269497181966,0.684764145261002,0.993966513443689,-0.000980281760711669,0.843688058995325,0.918552426559655,0.949709058126477,0.567681519355026,0.942600842416291,0.853046291834618
"S3191",0.990600085199184,0.968518351423609,0.92171252567369,0.849413895763552,0.978474138825452,0.821611925796873,0.897230110854315,0.819568849706583,0.819568849706583,0.819568849706583,0.998480572811468,0.998383442716675,0.998480572811468,0.960601819293762,0.998269497181966,1,0.681575281985031,0.991811440770342,0.00895104213307718,0.859433203504775,0.919245092761498,0.957122185033306,0.601384453569562,0.950270425317474,0.859683684413586
"S3217",0.751301424621879,0.79225694206417,0.900478384758424,0.957958792241223,0.68523891435413,0.969886962076198,0.643689786458946,0.971983904781308,0.971983904781308,0.971983904781308,0.661978249429078,0.659420790143516,0.661978249429078,0.525553668239868,0.684764145261002,0.681575281985031,1,0.720693978336276,0.328763445661987,0.647895304110419,0.891389604053872,0.776916427258658,0.354244467094365,0.794935070492588,0.654261246007126
"S3224",0.99467234149677,0.985274074688664,0.932978206280559,0.869870273597908,0.989256919943565,0.847066209976321,0.878996498087253,0.84451035950506,0.84451035950506,0.84451035950506,0.991400207443872,0.990688297194523,0.991400207443872,0.946645928282635,0.993966513443689,0.991811440770342,0.720693978336276,1,0.0525580719385971,0.842368536715295,0.938499597312014,0.952650352220852,0.556050191805838,0.940062853870542,0.843771915367223
"S3253",0.0455250310348486,0.12791422301906,0.180882738844905,0.249192100563873,-0.0270949811526342,0.282640892076957,0.261177309130377,0.266557302358692,0.266557302358692,0.266557302358692,-0.00295612033161143,-0.00235130485109282,-0.00295612033161143,-0.0875104977981313,-0.000980281760711669,0.00895104213307718,0.328763445661987,0.0525580719385971,1,0.369508642734326,0.146278085129311,0.18895996651837,0.413995181354255,0.19242184192138,0.0205237982608356
"S3269",0.842951238696718,0.843973830148673,0.846117217950542,0.80578886053243,0.778643955989105,0.786598160414769,0.961677478010227,0.776498256844618,0.776498256844618,0.776498256844618,0.85015563511174,0.850971451890857,0.85015563511174,0.812866343688298,0.843688058995325,0.859433203504775,0.647895304110419,0.842368536715295,0.369508642734326,1,0.805447054842905,0.929202312536784,0.859678336066299,0.91586533436592,0.792431851892001
"S3271",0.947705741079034,0.964529038020225,0.990004036540187,0.974091441069971,0.930195188606495,0.964061172071336,0.834811032525766,0.962586483752312,0.962586483752312,0.962586483752312,0.907298627189812,0.905456812190676,0.907298627189812,0.83809008586934,0.918552426559655,0.919245092761498,0.891389604053872,0.938499597312014,0.146278085129311,0.805447054842905,1,0.931699565081,0.487239530448385,0.931845066179951,0.802573562781781
"S3282",0.960727339533172,0.944774438921096,0.96183820470469,0.917281348049769,0.907639199577712,0.899121572734931,0.903283142653629,0.894270726668322,0.894270726668322,0.894270726668322,0.949473770162591,0.949662213915047,0.949473770162591,0.905967696439028,0.949709058126477,0.957122185033306,0.776916427258658,0.952650352220852,0.18895996651837,0.929202312536784,0.931699565081,1,0.689610978896964,0.993403411394191,0.880908208523293
"S3338",0.581582178899832,0.578803741363063,0.555903096847877,0.508813325164082,0.476770484445547,0.479056907454651,0.819214778224812,0.463476430318501,0.463476430318501,0.463476430318501,0.581773170230861,0.583874957564389,0.581773170230861,0.551728902087244,0.567681519355026,0.601384453569562,0.354244467094365,0.556050191805838,0.413995181354255,0.859678336066299,0.487239530448385,0.689610978896964,1,0.670419135733258,0.511158576012135
"S3346",0.95176906535507,0.93131589780192,0.965034760057053,0.925588430589912,0.893999993187352,0.908560043758715,0.89294721348003,0.905759282558711,0.905759282558711,0.905759282558711,0.941174161583667,0.94161485028205,0.941174161583667,0.888791361416311,0.942600842416291,0.950270425317474,0.794935070492588,0.940062853870542,0.19242184192138,0.91586533436592,0.931845066179951,0.993403411394191,0.670419135733258,1,0.891927976875744
"S3410",0.842626135179817,0.804638046684589,0.838388846360557,0.790904678058036,0.80719185248219,0.766908163453601,0.788625076539725,0.768743624225202,0.768743624225202,0.768743624225202,0.85542579926489,0.857004452867486,0.85542579926489,0.846573324983316,0.853046291834618,0.859683684413586,0.654261246007126,0.843771915367223,0.0205237982608356,0.792431851892001,0.802573562781781,0.880908208523293,0.511158576012135,0.891927976875744,1
