"","S26","S3870","S3901","S3957","S3966","S3972","S42","S5","S6","S62","S63","S7","S8"
"S26",1,0.364409150402856,0.117404888668293,0.237304022713322,0.497422537268253,0.281595467718374,0.111445997067527,0.153497286311493,0.24574623509491,0.997625512103769,-0.273948079404772,0.223404608800655,0.428326802784172
"S3870",0.364409150402856,1,0.201842208086391,-0.232044916336877,0.439745642413125,0.143013958993642,0.491130627417076,0.0228745914871691,0.173129051236616,0.389635928058569,-0.37939705510593,-0.369385081433442,0.27341101673559
"S3901",0.117404888668293,0.201842208086391,1,0.179249313403791,0.168030353789733,-0.0806824709144204,0.368237237247135,0.618613166738128,-0.0900873394476004,0.0799180151735288,0.141376731895862,0.23392468094821,0.495392169369877
"S3957",0.237304022713322,-0.232044916336877,0.179249313403791,1,-0.0192245005033838,-0.13687059509962,-0.0579144839724851,0.691424605993168,0.640424309189468,0.187561370155222,0.252694409699415,0.823755991783024,0.804479835079013
"S3966",0.497422537268253,0.439745642413125,0.168030353789733,-0.0192245005033838,1,0.474801625860276,0.338849042341185,0.0478216301034833,0.0116612427124265,0.498756270655584,-0.832729039908142,-0.215436412488829,0.368535042597603
"S3972",0.281595467718374,0.143013958993642,-0.0806824709144204,-0.13687059509962,0.474801625860276,1,-0.194437099962722,-0.255861271275952,-0.236558094063171,0.29309315294721,-0.399215793680623,-0.249843418705256,0.0586177404551839
"S42",0.111445997067527,0.491130627417076,0.368237237247135,-0.0579144839724851,0.338849042341185,-0.194437099962722,1,0.287824266029729,-0.218126250149549,0.0951838735903754,-0.102135515630882,0.0988473991084195,0.283825634439467
"S5",0.153497286311493,0.0228745914871691,0.618613166738128,0.691424605993168,0.0478216301034833,-0.255861271275952,0.287824266029729,1,0.278475522190999,0.0935007200123843,0.379594397593354,0.469186453155628,0.710010824080135
"S6",0.24574623509491,0.173129051236616,-0.0900873394476004,0.640424309189468,0.0116612427124265,-0.236558094063171,-0.218126250149549,0.278475522190999,1,0.239162877996639,0.042798509903203,0.389448020642246,0.501369263168566
"S62",0.997625512103769,0.389635928058569,0.0799180151735288,0.187561370155222,0.498756270655584,0.29309315294721,0.0951838735903754,0.0935007200123843,0.239162877996639,1,-0.30450807214355,0.177298230582964,0.387518960709487
"S63",-0.273948079404772,-0.37939705510593,0.141376731895862,0.252694409699415,-0.832729039908142,-0.399215793680623,-0.102135515630882,0.379594397593354,0.042798509903203,-0.30450807214355,1,0.400400395942209,-0.0958303895302577
"S7",0.223404608800655,-0.369385081433442,0.23392468094821,0.823755991783024,-0.215436412488829,-0.249843418705256,0.0988473991084195,0.469186453155628,0.389448020642246,0.177298230582964,0.400400395942209,1,0.608071989966046
"S8",0.428326802784172,0.27341101673559,0.495392169369877,0.804479835079013,0.368535042597603,0.0586177404551839,0.283825634439467,0.710010824080135,0.501369263168566,0.387518960709487,-0.0958303895302577,0.608071989966046,1
