"","S1468","S1481","S1548","S1578","S3412","S3440","S5166","S5193","S5212","S5448","S5449","S5471","S5472","S5490","S5546"
"S1468",1,0.964119884965183,-0.298203163915251,0.0836849164823942,0.480805021332126,0.374599913850082,0.334914485149599,0.85142782217744,0.368617230830135,0.837099603437248,0.989180561395583,0.846362908359518,0.671913234617912,0.862633422663038,0.818286804669633
"S1481",0.964119884965183,1,-0.185759000209101,0.269546962484277,0.503281579752856,0.38548801210077,0.335775872265637,0.868540609764387,0.345012899133111,0.933584086832337,0.987158922413793,0.915255848545748,0.802070748421016,0.899148967993174,0.894239961580156
"S1548",-0.298203163915251,-0.185759000209101,1,0.558780807493122,-0.550161195925364,-0.551215336718379,-0.483053531626911,-0.458712198010973,-0.561104822687245,-0.0787820617551846,-0.290165259103932,-0.200685001956189,-0.0716326854264516,-0.342708463796239,-0.187134019392774
"S1578",0.0836849164823942,0.269546962484277,0.558780807493122,1,0.21744978000031,0.192283637496599,0.169294291868752,0.195888908385553,-0.029971403819989,0.542626311091637,0.144533092529808,0.33951100658607,0.502154406946812,0.242060038335184,0.37917792989982
"S3412",0.480805021332126,0.503281579752856,-0.550161195925364,0.21744978000031,1,0.985619261443032,0.704904532163993,0.800255834777164,0.66422323833462,0.620538086982463,0.509490156761007,0.500283702187966,0.673489008322907,0.70925634692156,0.515282249227681
"S3440",0.374599913850082,0.38548801210077,-0.551215336718379,0.192283637496599,0.985619261443032,1,0.696619484244028,0.716393353485087,0.621213888972905,0.51877195681128,0.396605339767771,0.382480328415361,0.573984794006833,0.614525467741818,0.394335672687029
"S5166",0.334914485149599,0.335775872265637,-0.483053531626911,0.169294291868752,0.704904532163993,0.696619484244028,1,0.66323071259877,0.877960083567946,0.463749043043571,0.366221603755578,0.48915978852057,0.429202809575516,0.612455502634459,0.504207628326153
"S5193",0.85142782217744,0.868540609764387,-0.458712198010973,0.195888908385553,0.800255834777164,0.716393353485087,0.66323071259877,1,0.648892388290633,0.866413878434855,0.871158233309857,0.887553348976398,0.82885287580823,0.980503469100793,0.879233857624666
"S5212",0.368617230830135,0.345012899133111,-0.561104822687245,-0.029971403819989,0.66422323833462,0.621213888972905,0.877960083567946,0.648892388290633,1,0.398375168213065,0.399563261998977,0.415737875201571,0.501927586698268,0.584092982259892,0.433411462069698
"S5448",0.837099603437248,0.933584086832337,-0.0787820617551846,0.542626311091637,0.620538086982463,0.51877195681128,0.463749043043571,0.866413878434855,0.398375168213065,1,0.886655142049741,0.906382967812321,0.883775081430185,0.881419729728465,0.907364454507265
"S5449",0.989180561395583,0.987158922413793,-0.290165259103932,0.144533092529808,0.509490156761007,0.396605339767771,0.366221603755578,0.871158233309857,0.399563261998977,0.886655142049741,1,0.880275347345727,0.740094519891819,0.886764950397326,0.854654171942765
"S5471",0.846362908359518,0.915255848545748,-0.200685001956189,0.33951100658607,0.500283702187966,0.382480328415361,0.48915978852057,0.887553348976398,0.415737875201571,0.906382967812321,0.880275347345727,1,0.77768321999918,0.927765831878035,0.994998690249585
"S5472",0.671913234617912,0.802070748421016,-0.0716326854264516,0.502154406946812,0.673489008322907,0.573984794006833,0.429202809575516,0.82885287580823,0.501927586698268,0.883775081430185,0.740094519891819,0.77768321999918,1,0.849607017917038,0.780614848490607
"S5490",0.862633422663038,0.899148967993174,-0.342708463796239,0.242060038335184,0.70925634692156,0.614525467741818,0.612455502634459,0.980503469100793,0.584092982259892,0.881419729728465,0.886764950397326,0.927765831878035,0.849607017917038,1,0.912758369527853
"S5546",0.818286804669633,0.894239961580156,-0.187134019392774,0.37917792989982,0.515282249227681,0.394335672687029,0.504207628326153,0.879233857624666,0.433411462069698,0.907364454507265,0.854654171942765,0.994998690249585,0.780614848490607,0.912758369527853,1
