"","S7300","S7303","S7304","S7305","S7323","S7328","S7329","S7332","S7346","S7347","S7350","S7352"
"S7300",1,1,0.670820393249937,0.415241232982392,0.407414182257426,0.398695598860507,0.745499316410975,0.364243895768472,0.567733589433837,0.670820393249937,0.5837637722949,NA
"S7303",1,1,0.670820393249937,0.415241232982392,0.407414182257426,0.398695598860507,0.745499316410975,0.364243895768472,0.567733589433837,0.670820393249937,0.5837637722949,NA
"S7304",0.670820393249937,0.670820393249937,1,0.708339896204335,0.737349492453774,0.731949679837394,0.751778518029705,0.71151839146836,0.84632726605601,1,0.870223651768736,NA
"S7305",0.415241232982392,0.415241232982392,0.708339896204335,1,0.995173788926266,0.994932829955574,0.723098114257257,0.992844395149408,0.90404854996479,0.708339896204335,0.918357300177247,NA
"S7323",0.407414182257426,0.407414182257426,0.737349492453774,0.995173788926266,1,0.999919444623114,0.693005476991745,0.99814523446218,0.909543261224015,0.737349492453774,0.924515488799176,NA
"S7328",0.398695598860507,0.398695598860507,0.731949679837394,0.994932829955574,0.999919444623114,1,0.686609913980926,0.998815025706087,0.905525083941357,0.731949679837394,0.920921959196988,NA
"S7329",0.745499316410975,0.745499316410975,0.751778518029705,0.723098114257257,0.693005476991745,0.686609913980926,1,0.66313063980222,0.812420748459487,0.751778518029705,0.825797899793814,NA
"S7332",0.364243895768472,0.364243895768472,0.71151839146836,0.992844395149408,0.99814523446218,0.998815025706087,0.66313063980222,1,0.890177567946287,0.71151839146836,0.906270374029298,NA
"S7346",0.567733589433837,0.567733589433837,0.84632726605601,0.90404854996479,0.909543261224015,0.905525083941357,0.812420748459487,0.890177567946287,1,0.84632726605601,0.95656691528848,NA
"S7347",0.670820393249937,0.670820393249937,1,0.708339896204335,0.737349492453774,0.731949679837394,0.751778518029705,0.71151839146836,0.84632726605601,1,0.870223651768736,NA
"S7350",0.5837637722949,0.5837637722949,0.870223651768736,0.918357300177247,0.924515488799176,0.920921959196988,0.825797899793814,0.906270374029298,0.95656691528848,0.870223651768736,1,NA
"S7352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
