"","S1177","S1193","S1242","S1249","S1251","S1277","S1288","S1397","S1427","S1438","S1542","S1917","S2081","S2172","S2292","S2432","S2445","S2463","S2478","S2580","S2581","S2611","S2628","S2709","S2715","S2723","S2740","S2768","S2783","S2803","S2813","S2855"
"S1177",1,0.761496671935276,0.976364090240837,0.978357471186139,0.964117354438148,0.926839569113781,0.927836194126691,0.751142389036992,0.926273497007959,0.918761534028442,0.79448477750865,0.847297734666215,0.849723552166267,0.780477099379186,0.57342133509831,0.611506143986676,0.56794440822473,0.562872052206634,0.568391329918283,0.560498528939962,0.498795105279595,0.546722899655444,0.598537353026306,0.722377435180596,0.722377435180596,0.574337786430957,0.60305308008464,0.537874732830456,0.657249605915688,0.546591865863512,0.653795448798321,0.492675053423876
"S1193",0.761496671935276,1,0.746802655990351,0.846954747339005,0.870512614190493,0.8841449051188,0.908385846388146,0.999661822078328,0.885293161338061,0.918654813887302,0.406518860066894,0.948135418225766,0.956965394598544,0.984573863503971,0.952774889603013,0.966527728914831,0.949616437642831,0.949469778051861,0.953016358336824,0.949097912961221,0.925745397508403,0.902740332362241,0.964175372491482,0.988774534691865,0.988774534691865,0.944136531052444,0.963703753945391,0.891984852634645,0.835439029910177,0.945494580879746,0.978711299453506,0.903353958926793
"S1242",0.976364090240837,0.746802655990351,1,0.97952403472817,0.965360694618993,0.948004415176725,0.937102026373519,0.734197111093554,0.949579795972878,0.93390396033883,0.742393029572992,0.846458140937308,0.851148455186651,0.772729639890769,0.553305721346428,0.582307081366556,0.528905284844813,0.525733071848946,0.532782450351201,0.524190734281237,0.464854718938597,0.521008035856855,0.573859241677257,0.700890824628839,0.700890824628839,0.531592895562244,0.569269949928876,0.498388376064827,0.647605457578346,0.517938973154598,0.626442030541589,0.458657761570082
"S1249",0.978357471186139,0.846954747339005,0.97952403472817,1,0.991492921990157,0.97775418814218,0.979455939450345,0.837211017073969,0.977198773646454,0.972725191431157,0.709209303184609,0.912442853728812,0.923751894896116,0.864467211932536,0.674650198156856,0.702871430694228,0.660656586490406,0.657805535096886,0.66050859744188,0.656628062463512,0.60100410818555,0.624465404087007,0.699098403435106,0.806635288048183,0.806635288048183,0.657982113139549,0.695182034934446,0.62406797676666,0.70120886491078,0.642635987847288,0.744315328766976,0.589418986762614
"S1251",0.964117354438148,0.870512614190493,0.965360694618993,0.991492921990157,1,0.989485138010597,0.988928609674027,0.862331672174939,0.987407025078936,0.983502982372704,0.660006180522661,0.931315608789811,0.938022762749237,0.88731654889162,0.722097344375544,0.735300852972345,0.691686666091656,0.690312162782965,0.697882420863478,0.690329718698087,0.648757619869454,0.654707586610374,0.733335163664285,0.841313027585864,0.841313027585864,0.695540621773871,0.731266473396315,0.65588576339175,0.711893888485438,0.676284009902291,0.782717415864393,0.633386083854747
"S1277",0.926839569113781,0.8841449051188,0.948004415176725,0.97775418814218,0.989485138010597,1,0.993831468062641,0.876243962892293,0.994762407593504,0.986352400784524,0.60925554574176,0.948367449847695,0.959804057626467,0.898677829241095,0.753337389183194,0.749261306095953,0.705343893713132,0.707164075440691,0.711594859550202,0.70910575566885,0.672100146745668,0.66416481131362,0.754853935696671,0.858460666947011,0.858460666947011,0.706893112236046,0.743640957256102,0.672873398287056,0.723806430457501,0.695827534302651,0.80148514197704,0.660897161383274
"S1288",0.927836194126691,0.908385846388146,0.937102026373519,0.979455939450345,0.988928609674027,0.993831468062641,1,0.900283093946419,0.9927557283255,0.993123735603773,0.600721314689972,0.944596200265971,0.961036283103252,0.915268766116279,0.775347718845261,0.781374510809001,0.741996066717903,0.742142873587303,0.745915948354429,0.742547782041606,0.705587610065767,0.702836602763852,0.785005049519126,0.874609285072733,0.874609285072733,0.740165012385901,0.778084683207196,0.702857322967286,0.739294514941074,0.731077734560083,0.822817784312275,0.689287909083974
"S1397",0.751142389036992,0.999661822078328,0.734197111093554,0.837211017073969,0.862331672174939,0.876243962892293,0.900283093946419,1,0.877138205437735,0.911217729582449,0.394638568151889,0.945957668064974,0.953925525085152,0.984744602496507,0.957761287955044,0.971217403787722,0.955499232247031,0.95559949449476,0.958924471486325,0.955496779973061,0.932919133050388,0.904478886228752,0.969290283503633,0.991522773568151,0.991522773568151,0.950527410828228,0.968804914274061,0.895861105283431,0.830928829510828,0.950581326606654,0.983262540808448,0.909597847221612
"S1427",0.926273497007959,0.885293161338061,0.949579795972878,0.977198773646454,0.987407025078936,0.994762407593504,0.9927557283255,0.877138205437735,1,0.992533009142796,0.588462570044069,0.939025020451731,0.948771880060461,0.906414246212568,0.742182907724008,0.756588499951431,0.711746336656191,0.713527913827928,0.717388765750035,0.715093289024318,0.670405657802775,0.662320324776211,0.758843651701612,0.851660278259107,0.851660278259107,0.709055036714928,0.750205097625499,0.653376276590596,0.703757780538639,0.698952962006099,0.797759027528368,0.649536287283022
"S1438",0.918761534028442,0.918654813887302,0.93390396033883,0.972725191431157,0.983502982372704,0.986352400784524,0.993123735603773,0.911217729582449,0.992533009142796,1,0.55152941699473,0.937715336565123,0.951709670554684,0.9336161900861,0.787049627815692,0.809550211537896,0.769556760267823,0.769058538953261,0.772178318973114,0.768846339676329,0.723807202842201,0.719946193252987,0.806764643457692,0.884812482462214,0.884812482462214,0.764705742754263,0.804817457587328,0.69197220454185,0.732625072027197,0.757525746630357,0.835266483676876,0.690983508023922
"S1542",0.79448477750865,0.406518860066894,0.742393029572992,0.709209303184609,0.660006180522661,0.60925554574176,0.600721314689972,0.394638568151889,0.588462570044069,0.55152941699473,1,0.575923059618569,0.558384582262568,0.37693584940376,0.226043964917979,0.230710724320243,0.193511578386007,0.187682550432602,0.206739213142839,0.185147731065416,0.15973574569163,0.310928075897277,0.234137290396156,0.373467356085233,0.373467356085233,0.235355395634383,0.210330434986723,0.375447149783241,0.559016994374948,0.199203723025249,0.316361139645393,0.262802090643941
"S1917",0.847297734666215,0.948135418225766,0.846458140937308,0.912442853728812,0.931315608789811,0.948367449847695,0.944596200265971,0.945957668064974,0.939025020451731,0.937715336565123,0.575923059618569,1,0.992842942997706,0.950557565151558,0.867471265002261,0.860579855538996,0.829855715211784,0.833517715309898,0.838966708836958,0.836657939977065,0.804499972877834,0.785841953334528,0.861343836372031,0.943922175835276,0.943922175835276,0.830483177384418,0.850409126295171,0.822222078994164,0.824481768346277,0.823276555639042,0.915141773109857,0.815167559259335
"S2081",0.849723552166267,0.956965394598544,0.851148455186651,0.923751894896116,0.938022762749237,0.959804057626467,0.961036283103252,0.953925525085152,0.948771880060461,0.951709670554684,0.558384582262568,0.992842942997706,1,0.955231368524241,0.87355551365958,0.864385468822526,0.836080576091369,0.83924704707652,0.840206389891183,0.84203644541269,0.81073084084107,0.784751552840076,0.871947732976091,0.947226292111584,0.947226292111584,0.833888573901882,0.857188667517671,0.82173439985912,0.809609372897459,0.828333792905453,0.914535374099074,0.813891137911151
"S2172",0.780477099379186,0.984573863503971,0.772729639890769,0.864467211932536,0.88731654889162,0.898677829241095,0.915268766116279,0.984744602496507,0.906414246212568,0.9336161900861,0.37693584940376,0.950557565151558,0.955231368524241,1,0.915020208309288,0.949504513716295,0.930634048044587,0.931375597731102,0.927578544953883,0.931922226191239,0.882625899568102,0.829260993055526,0.938369099826844,0.972435261590374,0.972435261590374,0.909798555516855,0.946056653522976,0.816606695991321,0.760990431780611,0.909775290224751,0.956199825679635,0.838172286981839
"S2292",0.57342133509831,0.952774889603013,0.553305721346428,0.674650198156856,0.722097344375544,0.753337389183194,0.775347718845261,0.957761287955044,0.742182907724008,0.787049627815692,0.226043964917979,0.867471265002261,0.87355551365958,0.915020208309288,1,0.972228367750544,0.966190493095397,0.96896122539573,0.976170000200653,0.970660876796016,0.982172214660594,0.936028583814739,0.97674517565799,0.975119030600874,0.975119030600874,0.975807843282565,0.973439285143455,0.929162785397929,0.828742118326497,0.978224473992321,0.984771625204553,0.965477961615012
"S2432",0.611506143986676,0.966527728914831,0.582307081366556,0.702871430694228,0.735300852972345,0.749261306095953,0.781374510809001,0.971217403787722,0.756588499951431,0.809550211537896,0.230710724320243,0.860579855538996,0.864385468822526,0.949504513716295,0.972228367750544,1,0.996614113689422,0.996470908920764,0.996602412066052,0.995805850569169,0.972292519892653,0.928800414121413,0.989063348087238,0.971286948107542,0.971286948107542,0.988248958448124,0.998194796525121,0.889901637367743,0.793826634353128,0.992049894630131,0.983092263819773,0.92986922011449
"S2445",0.56794440822473,0.949616437642831,0.528905284844813,0.660656586490406,0.691686666091656,0.705343893713132,0.741996066717903,0.955499232247031,0.711746336656191,0.769556760267823,0.193511578386007,0.829855715211784,0.836080576091369,0.930634048044587,0.966190493095397,0.996614113689422,1,0.999527960860234,0.995982593261125,0.998600955925547,0.973002703212216,0.920495533053459,0.984319647821736,0.956502784694741,0.956502784694741,0.986937468209942,0.996240199512797,0.886649882741995,0.772081199604486,0.992054234414362,0.97379528069262,0.927755358352974
"S2463",0.562872052206634,0.949469778051861,0.525733071848946,0.657805535096886,0.690312162782965,0.707164075440691,0.742142873587303,0.95559949449476,0.713527913827928,0.769058538953261,0.187682550432602,0.833517715309898,0.83924704707652,0.931375597731102,0.96896122539573,0.996470908920764,0.999527960860234,1,0.995991527352687,0.999729980949828,0.974668698568501,0.916986685899607,0.985720447555465,0.958080830774058,0.958080830774058,0.986928064926792,0.995878717329551,0.885894803841228,0.769348360301063,0.991746192775736,0.975787028818545,0.930433965497665
"S2478",0.568391329918283,0.953016358336824,0.532782450351201,0.66050859744188,0.697882420863478,0.711594859550202,0.745915948354429,0.958924471486325,0.717388765750035,0.772178318973114,0.206739213142839,0.838966708836958,0.840206389891183,0.927578544953883,0.976170000200653,0.996602412066052,0.995982593261125,0.995991527352687,1,0.995551188525019,0.98544910192043,0.940962774844907,0.989800411081416,0.963705912992155,0.963705912992155,0.9940910595812,0.996570497189833,0.910361868196741,0.791072675655362,0.995150071845761,0.982958077509402,0.95009390475307
"S2580",0.560498528939962,0.949097912961221,0.524190734281237,0.656628062463512,0.690329718698087,0.70910575566885,0.742547782041606,0.955496779973061,0.715093289024318,0.768846339676329,0.185147731065416,0.836657939977065,0.84203644541269,0.931922226191239,0.970660876796016,0.995805850569169,0.998600955925547,0.999729980949828,0.995551188525019,1,0.975897354446875,0.913280645994748,0.986860562086592,0.959704967297476,0.959704967297476,0.987005462583578,0.99529706894549,0.885791284025503,0.765184900656323,0.990588240571716,0.977470118929685,0.932403115380095
"S2581",0.498795105279595,0.925745397508403,0.464854718938597,0.60100410818555,0.648757619869454,0.672100146745668,0.705587610065767,0.932919133050388,0.670405657802775,0.723807202842201,0.15973574569163,0.804499972877834,0.81073084084107,0.882625899568102,0.982172214660594,0.972292519892653,0.973002703212216,0.974668698568501,0.98544910192043,0.975897354446875,1,0.944533479790327,0.985461906646507,0.948673344504854,0.948673344504854,0.988987928806029,0.977560575714747,0.937035946476121,0.769602278092152,0.982649645907965,0.973667493645769,0.978011606651498
"S2611",0.546722899655444,0.902740332362241,0.521008035856855,0.624465404087007,0.654707586610374,0.66416481131362,0.702836602763852,0.904478886228752,0.662320324776211,0.719946193252987,0.310928075897277,0.785841953334528,0.784751552840076,0.829260993055526,0.936028583814739,0.928800414121413,0.920495533053459,0.916986685899607,0.940962774844907,0.913280645994748,0.944533479790327,1,0.929167165834168,0.90417511575441,0.90417511575441,0.948338037699838,0.92336303652642,0.949191256228509,0.899987109208083,0.95702264506897,0.925226010231725,0.956817563822617
