"","S7985","S7986","S7989","S8007","S8017","S8023","S8033","S8052","S8053","S8065","S8074"
"S7985",1,0.652947866621156,0.359451780851547,0.586213523307882,0.51094991925212,0.54438799129999,-0.140850569615024,-0.14233338697811,-0.248890888047496,0.256991462140301,0.353121204199334
"S7986",0.652947866621156,1,0.79065772842093,0.188939778268576,0.665198781873608,0.421215166984975,0.349970694761139,-0.491314911056919,0.21569766761529,0.584177630129049,0.242371673272066
"S7989",0.359451780851547,0.79065772842093,1,-0.102985563409935,0.548892894735,0.178482448224677,0.60290099150412,-0.632982051343599,0.214532849316744,0.504863849506384,0.375971892437969
"S8007",0.586213523307882,0.188939778268576,-0.102985563409935,1,0.341198285519928,0.190598499960117,-0.402330971079507,0.431203987582968,0.170320348241996,0.123640185354463,-0.00566458288151303
"S8017",0.51094991925212,0.665198781873608,0.548892894735,0.341198285519928,1,0.539349513243722,0.45380850965426,0.154192402122219,0.478793915999445,0.51683393577926,0.680560263785252
"S8023",0.54438799129999,0.421215166984975,0.178482448224677,0.190598499960117,0.539349513243722,1,0.139996402477151,-0.0324673990016398,0.066568326719018,-0.258318327314286,0.518108385358914
"S8033",-0.140850569615024,0.349970694761139,0.60290099150412,-0.402330971079507,0.45380850965426,0.139996402477151,1,-0.395615289389782,0.574681072927867,0.321082183735204,0.438147587771484
"S8052",-0.14233338697811,-0.491314911056919,-0.632982051343599,0.431203987582968,0.154192402122219,-0.0324673990016398,-0.395615289389782,1,0.200192890383147,-0.161080705910499,0.183391205723799
"S8053",-0.248890888047496,0.21569766761529,0.214532849316744,0.170320348241996,0.478793915999445,0.066568326719018,0.574681072927867,0.200192890383147,1,0.1990769432214,0.177950862076444
"S8065",0.256991462140301,0.584177630129049,0.504863849506384,0.123640185354463,0.51683393577926,-0.258318327314286,0.321082183735204,-0.161080705910499,0.1990769432214,1,-0.00995427167854954
"S8074",0.353121204199334,0.242371673272066,0.375971892437969,-0.00566458288151303,0.680560263785252,0.518108385358914,0.438147587771484,0.183391205723799,0.177950862076444,-0.00995427167854954,1
