"","S6801","S6809","S6812","S6817","S6831","S6833","S6837","S6840","S6841","S6842","S6844","S6850","S6851","S6853","S6855","S6857","S6859","S6860","S6863","S6869","S6870","S6882","S6897","S6898","S6900","S6959","S6964"
"S6801",1,0.999833817985864,0.999839498608194,0.999839498608194,0.999832006668744,0.999600743798897,0.999600743798897,0.99958815695816,0.99958815695816,0.999600743798897,0.999600743798897,0.999441719097381,0.999441719097381,0.999441719097381,0.999411373095393,0.999412101362569,0.999412101362569,0.999410073319248,0.999457073286587,0.99945987336339,0.999457073286587,0.999458680314005,0.999334525991465,0.999334525991465,0.999178324473312,0.999003968000078,0.999061044975366
"S6809",0.999833817985864,1,0.999971383871846,0.999971383871846,0.99996887461017,0.999878734967363,0.999878734967363,0.999861385209293,0.999861385209293,0.999878734967363,0.999878734967363,0.999771872567586,0.999771872567586,0.999771872567586,0.999793218481197,0.999680883179513,0.999680883179513,0.999731160263992,0.999676972982687,0.999590307536021,0.999676972982687,0.999709035378522,0.999592041568235,0.999592041568235,0.999426199264449,0.999234097381234,0.999425177771172
"S6812",0.999839498608194,0.999971383871846,1,1,0.999949024415995,0.999886575471341,0.999886575471341,0.999898459996126,0.999898459996126,0.999886575471341,0.999886575471341,0.999791945093137,0.999791945093137,0.999791945093137,0.999817236973392,0.999648889616055,0.999648889616055,0.999732085769449,0.999652688974623,0.999583530807024,0.999652688974623,0.999655814222973,0.999570069640814,0.999570069640814,0.999377236762566,0.999161692171652,0.999381701863122
"S6817",0.999839498608194,0.999971383871846,1,1,0.999949024415995,0.999886575471341,0.999886575471341,0.999898459996126,0.999898459996126,0.999886575471341,0.999886575471341,0.999791945093137,0.999791945093137,0.999791945093137,0.999817236973392,0.999648889616055,0.999648889616055,0.999732085769449,0.999652688974623,0.999583530807024,0.999652688974623,0.999655814222973,0.999570069640814,0.999570069640814,0.999377236762566,0.999161692171652,0.999381701863122
"S6831",0.999832006668744,0.99996887461017,0.999949024415995,0.999949024415995,1,0.999890907252773,0.999890907252773,0.999885924324424,0.999885924324424,0.999890907252773,0.999890907252773,0.999799267051626,0.999799267051626,0.999799267051626,0.999808763144382,0.999760552290403,0.999760552290403,0.999813786992135,0.999770967713168,0.999708559194794,0.999770967713168,0.999764860449527,0.999676407873849,0.999676407873849,0.999541939591912,0.99933051950234,0.999515789602561
"S6833",0.999600743798897,0.999878734967363,0.999886575471341,0.999886575471341,0.999890907252773,1,1,0.999946183084414,0.999946183084414,1,1,0.999916842391325,0.999916842391325,0.999916842391325,0.999931384053836,0.999696740711019,0.999696740711019,0.99986985825546,0.999750915202732,0.999633467521473,0.999750915202732,0.999683527647329,0.999600505085832,0.999600505085832,0.999420159685367,0.999272151063658,0.999499982879261
"S6837",0.999600743798897,0.999878734967363,0.999886575471341,0.999886575471341,0.999890907252773,1,1,0.999946183084414,0.999946183084414,1,1,0.999916842391325,0.999916842391325,0.999916842391325,0.999931384053836,0.999696740711019,0.999696740711019,0.99986985825546,0.999750915202732,0.999633467521473,0.999750915202732,0.999683527647329,0.999600505085832,0.999600505085832,0.999420159685367,0.999272151063658,0.999499982879261
"S6840",0.99958815695816,0.999861385209293,0.999898459996126,0.999898459996126,0.999885924324424,0.999946183084414,0.999946183084414,1,1,0.999946183084414,0.999946183084414,0.999962175731033,0.999962175731033,0.999962175731033,0.999959731345282,0.999791759745632,0.999791759745632,0.999934051784662,0.999833686393556,0.999742574586435,0.999833686393556,0.999779228972434,0.999720837842304,0.999720837842304,0.999548854150311,0.999356145337754,0.999629514613554
"S6841",0.99958815695816,0.999861385209293,0.999898459996126,0.999898459996126,0.999885924324424,0.999946183084414,0.999946183084414,1,1,0.999946183084414,0.999946183084414,0.999962175731033,0.999962175731033,0.999962175731033,0.999959731345282,0.999791759745632,0.999791759745632,0.999934051784662,0.999833686393556,0.999742574586435,0.999833686393556,0.999779228972434,0.999720837842304,0.999720837842304,0.999548854150311,0.999356145337754,0.999629514613554
"S6842",0.999600743798897,0.999878734967363,0.999886575471341,0.999886575471341,0.999890907252773,1,1,0.999946183084414,0.999946183084414,1,1,0.999916842391325,0.999916842391325,0.999916842391325,0.999931384053836,0.999696740711019,0.999696740711019,0.99986985825546,0.999750915202732,0.999633467521473,0.999750915202732,0.999683527647329,0.999600505085832,0.999600505085832,0.999420159685367,0.999272151063658,0.999499982879261
