"","S1112","S1117","S1209","S1265","S1355","S1387","S1392","S1414","S1416"
"S1112",1,0.999916004373694,0.999811904223084,0.999790893147544,0.999756198106135,0.999836377047208,0.999741452085594,0.999732284438822,0.999732284438822
"S1117",0.999916004373694,1,0.999888444253005,0.999793611388526,0.999843339758107,0.999845271424286,0.999748757863139,0.999740801367203,0.999740801367203
"S1209",0.999811904223084,0.999888444253005,1,0.999856352824174,0.999796167255454,0.999842441156542,0.999723772818619,0.999625598746719,0.999625598746719
"S1265",0.999790893147544,0.999793611388526,0.999856352824174,1,0.999766923301415,0.999864757105805,0.99949813261646,0.999386725626858,0.999386725626858
"S1355",0.999756198106135,0.999843339758107,0.999796167255454,0.999766923301415,1,0.99992516798945,0.999843202056278,0.999756253032422,0.999756253032422
"S1387",0.999836377047208,0.999845271424286,0.999842441156542,0.999864757105805,0.99992516798945,1,0.999813506927232,0.999642389526826,0.999642389526826
"S1392",0.999741452085594,0.999748757863139,0.999723772818619,0.99949813261646,0.999843202056278,0.999813506927232,1,0.999917897294042,0.999917897294042
"S1414",0.999732284438822,0.999740801367203,0.999625598746719,0.999386725626858,0.999756253032422,0.999642389526826,0.999917897294042,1,1
"S1416",0.999732284438822,0.999740801367203,0.999625598746719,0.999386725626858,0.999756253032422,0.999642389526826,0.999917897294042,1,1
