"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S3149",0.984591158184698,0.972669467331683,0.932622403288751,0.908591942731921,0.976128854840652,0.882626059427675,0.704573730233042,0.887688711103964,0.887688711103964,0.887688711103964,1,0.999941417054134,1,0.783286845789948,0.999522089083608,0.99567785629202,0.910417626368995,0.996745849756292,0.729967652092388,0.822517475024002,0.946439564456055,0.933038655920773,0.281025429896647,0.888588323983004,NA
"S3151",0.985023924869519,0.972850290708316,0.934068332046822,0.910633498304175,0.97590413802553,0.884788082480349,0.704183318816802,0.889759384296853,0.889759384296853,0.889759384296853,0.999941417054134,1,0.999941417054134,0.782102777552203,0.999443555456877,0.996277541404301,0.912209843943907,0.997021665942126,0.733916499475521,0.822437328031705,0.947201439674394,0.934914270642686,0.275029106015048,0.890178567349183,NA
"S3154",0.984591158184698,0.972669467331683,0.932622403288751,0.908591942731921,0.976128854840652,0.882626059427675,0.704573730233042,0.887688711103964,0.887688711103964,0.887688711103964,1,0.999941417054134,1,0.783286845789948,0.999522089083608,0.99567785629202,0.910417626368995,0.996745849756292,0.729967652092388,0.822517475024002,0.946439564456055,0.933038655920773,0.281025429896647,0.888588323983004,NA
"S3165",0.835636771983589,0.846428007934652,0.794114463769122,0.736242248327264,0.817048374830194,0.721708991480931,0.879452954966893,0.741088310156713,0.741088310156713,0.741088310156713,0.783286845789948,0.782102777552203,0.783286845789948,1,0.780826364936438,0.780930216751957,0.818730201033433,0.803778362543349,0.781735959970572,0.67700320038633,0.832340910130222,0.863771073095062,0.524404424085076,0.892084692430193,NA
"S3176",0.984428883569368,0.974431436004525,0.926162336436788,0.903158294641169,0.978408386235365,0.877078697629259,0.707710200537876,0.882388445191527,0.882388445191527,0.882388445191527,0.999522089083608,0.999443555456877,0.999522089083608,0.780826364936438,1,0.994822921539086,0.910172485397679,0.995730530395162,0.725402955551323,0.817193349577574,0.945692616471927,0.929498991213978,0.29276030160295,0.884273948441273,NA
"S3191",0.98763781106996,0.97244387864129,0.944019685531509,0.923149175749997,0.974766925983855,0.897313511535626,0.718174350545742,0.901515061551079,0.901515061551079,0.901515061551079,0.99567785629202,0.996277541404301,0.99567785629202,0.780930216751957,0.994822921539086,1,0.912263258134049,0.997871399355793,0.7620003842037,0.834616635043716,0.959534536479779,0.951582404747646,0.262378539237375,0.907282954433495,NA
"S3217",0.947996503464049,0.951756499641398,0.950261322218828,0.949029823962522,0.912061638980778,0.932190617127272,0.817594254426869,0.940475270036404,0.940475270036404,0.940475270036404,0.910417626368995,0.912209843943907,0.910417626368995,0.818730201033433,0.910172485397679,0.912263258134049,1,0.926789289469348,0.885476313178875,0.780745494925052,0.945045758314922,0.939279598003409,0.274565927489076,0.938396824237989,NA
"S3224",0.991654608077606,0.981498457189539,0.949969501851807,0.926824415358254,0.982315951524494,0.899892341453155,0.737662217766384,0.905122776059505,0.905122776059505,0.905122776059505,0.996745849756292,0.997021665942126,0.996745849756292,0.803778362543349,0.995730530395162,0.997871399355793,0.926789289469348,1,0.768192963762055,0.841543965818008,0.96461824062159,0.952009694314584,0.288931278601717,0.914092806127966,NA
"S3253",0.813133020389702,0.78745770604416,0.870152924004841,0.877735932301445,0.726598408553927,0.882454785238724,0.833333333333333,0.887516739897408,0.887516739897408,0.887516739897408,0.729967652092388,0.733916499475521,0.729967652092388,0.781735959970572,0.725402955551323,0.7620003842037,0.885476313178875,0.768192963762055,1,0.769800358919501,0.829448328701171,0.906416229904102,0.149071198499986,0.942696212359262,NA
"S3269",0.838702790395797,0.814561395753407,0.830295926916289,0.806789938152475,0.831755162540198,0.782468776275797,0.685603444662681,0.777492028127933,0.777492028127933,0.777492028127933,0.822517475024002,0.822437328031705,0.822517475024002,0.67700320038633,0.817193349577574,0.834616635043716,0.780745494925052,0.841543965818008,0.769800358919501,1,0.784718148928121,0.816650123404346,0.193649167310371,0.830721655111587,NA
"S3271",0.976338381733326,0.969113709716532,0.964942710543496,0.953220929840262,0.947835624280143,0.930995145378655,0.822673949920942,0.938646518964019,0.938646518964019,0.938646518964019,0.946439564456055,0.947201439674394,0.946439564456055,0.832340910130222,0.945692616471927,0.959534536479779,0.945045758314922,0.96461824062159,0.829448328701171,0.784718148928121,1,0.968753955835009,0.358822192193543,0.948685391876703,NA
"S3282",0.967267048617861,0.943262193841067,0.967699154093542,0.951765215011299,0.914229984950172,0.939999164260574,0.824786526202363,0.947038195073606,0.947038195073606,0.947038195073606,0.933038655920773,0.934914270642686,0.933038655920773,0.863771073095062,0.929498991213978,0.951582404747646,0.939279598003409,0.952009694314584,0.906416229904102,0.816650123404346,0.968753955835009,1,0.259338008026727,0.987059414175621,NA
"S3338",0.330957027810402,0.417144027457187,0.161996687944202,0.116837394388923,0.381090636972471,0.069194118365317,0.670820393249937,0.094769161400207,0.094769161400207,0.094769161400207,0.281025429896647,0.275029106015048,0.281025429896647,0.524404424085076,0.29276030160295,0.262378539237375,0.274565927489076,0.288931278601717,0.149071198499986,0.193649167310371,0.358822192193543,0.259338008026727,1,0.303246474847868,NA
"S3346",0.944383770039448,0.919699605325345,0.955669926809995,0.938166097070083,0.879385693422725,0.930124315309663,0.8765420921937,0.937672725028199,0.937672725028199,0.937672725028199,0.888588323983004,0.890178567349183,0.888588323983004,0.892084692430193,0.884273948441273,0.907282954433495,0.938396824237989,0.914092806127966,0.942696212359262,0.830721655111587,0.948685391876703,0.987059414175621,0.303246474847868,1,NA
"S3410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
