"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S2805",1,0.985128549972109,0.958029061228805,0.936714537738223,0.972968763067748,0.915006381415634,0.794860368246114,0.920825333851587,0.920825333851587,0.920825333851587,0.984591158184698,0.985023924869519,0.984591158184698,0.835636771983589,0.984428883569368,0.98763781106996,0.947996503464049,0.991654608077606,0.813133020389702,0.838702790395797,0.976338381733326,0.967267048617861,0.330957027810402,0.944383770039448,NA
"S2867",0.985128549972109,1,0.925367530931135,0.902373789356764,0.987254738332636,0.867828913768937,0.823783879983697,0.878024050896493,0.878024050896493,0.878024050896493,0.972669467331683,0.972850290708316,0.972669467331683,0.846428007934652,0.974431436004525,0.97244387864129,0.951756499641398,0.981498457189539,0.78745770604416,0.814561395753407,0.969113709716532,0.943262193841067,0.417144027457187,0.919699605325345,NA
"S2896",0.958029061228805,0.925367530931135,1,0.99210370323881,0.902359644087346,0.982194413716341,0.743173594596894,0.984279900123871,0.984279900123871,0.984279900123871,0.932622403288751,0.934068332046822,0.932622403288751,0.794114463769122,0.926162336436788,0.944019685531509,0.950261322218828,0.949969501851807,0.870152924004841,0.830295926916289,0.964942710543496,0.967699154093542,0.161996687944202,0.955669926809995,NA
"S2966",0.936714537738223,0.902373789356764,0.99210370323881,1,0.872635992986664,0.994460464728629,0.723616038267979,0.995009244995456,0.995009244995456,0.995009244995456,0.908591942731921,0.910633498304175,0.908591942731921,0.736242248327264,0.903158294641169,0.923149175749997,0.949029823962522,0.926824415358254,0.877735932301445,0.806789938152475,0.953220929840262,0.951765215011299,0.116837394388923,0.938166097070083,NA
"S2976",0.972968763067748,0.987254738332636,0.902359644087346,0.872635992986664,1,0.835310256057359,0.75798494888023,0.843256105385836,0.843256105385836,0.843256105385836,0.976128854840652,0.97590413802553,0.976128854840652,0.817048374830194,0.978408386235365,0.974766925983855,0.912061638980778,0.982315951524494,0.726598408553927,0.831755162540198,0.947835624280143,0.914229984950172,0.381090636972471,0.879385693422725,NA
"S3039",0.915006381415634,0.867828913768937,0.982194413716341,0.994460464728629,0.835310256057359,1,0.700521777006047,0.999284337766554,0.999284337766554,0.999284337766554,0.882626059427675,0.884788082480349,0.882626059427675,0.721708991480931,0.877078697629259,0.897313511535626,0.932190617127272,0.899892341453155,0.882454785238724,0.782468776275797,0.930995145378655,0.939999164260574,0.069194118365317,0.930124315309663,NA
"S3090",0.794860368246114,0.823783879983697,0.743173594596894,0.723616038267979,0.75798494888023,0.700521777006047,1,0.718615126688434,0.718615126688434,0.718615126688434,0.704573730233042,0.704183318816802,0.704573730233042,0.879452954966893,0.707710200537876,0.718174350545742,0.817594254426869,0.737662217766384,0.833333333333333,0.685603444662681,0.822673949920942,0.824786526202363,0.670820393249937,0.8765420921937,NA
"S3103",0.920825333851587,0.878024050896493,0.984279900123871,0.995009244995456,0.843256105385836,0.999284337766554,0.718615126688434,1,1,1,0.887688711103964,0.889759384296853,0.887688711103964,0.741088310156713,0.882388445191527,0.901515061551079,0.940475270036404,0.905122776059505,0.887516739897408,0.777492028127933,0.938646518964019,0.947038195073606,0.094769161400207,0.937672725028199,NA
"S3109",0.920825333851587,0.878024050896493,0.984279900123871,0.995009244995456,0.843256105385836,0.999284337766554,0.718615126688434,1,1,1,0.887688711103964,0.889759384296853,0.887688711103964,0.741088310156713,0.882388445191527,0.901515061551079,0.940475270036404,0.905122776059505,0.887516739897408,0.777492028127933,0.938646518964019,0.947038195073606,0.094769161400207,0.937672725028199,NA
"S3115",0.920825333851587,0.878024050896493,0.984279900123871,0.995009244995456,0.843256105385836,0.999284337766554,0.718615126688434,1,1,1,0.887688711103964,0.889759384296853,0.887688711103964,0.741088310156713,0.882388445191527,0.901515061551079,0.940475270036404,0.905122776059505,0.887516739897408,0.777492028127933,0.938646518964019,0.947038195073606,0.094769161400207,0.937672725028199,NA
