"","S1034","S1087","S11286","S1199","S1236","S1275","S2447","S2462","S2483","S2494","S2751","S2806","S2928","S2992","S3042","S3058","S3189","S3209","S3383","S3473","S3680","S479","S5707","S6137","S6354","S663","S690"
"S1034",1,0.940755447599696,0.253164777765715,0.112153252094342,0.603580290085304,0.999327414540768,0.997895321134989,0.527643481602418,0.997590875561775,0.620498892400777,-0.58558305036062,0.995151798481449,0.982398096720335,0.175657288823847,-0.165312766823703,0.989420799157467,0.989313093468549,0.988918056903756,0.802434206793218,0.986057278365794,-0.704403184565965,0.968302833595176,0.951278746332631,0.976052291164039,0.976440003495452,0.999897661158649,0.999897661158649
"S1087",0.940755447599696,1,0.412409324668173,0.201403408477466,0.710939131020741,0.92932555481021,0.920597719884037,0.621558024541799,0.918850296869767,0.720984853894022,-0.486681717098251,0.908921654647474,0.970857186806756,0.384821027093999,-0.0322976176507545,0.896507552930696,0.896550683493943,0.896749318066152,0.806361992155819,0.892102280176234,-0.573890176688875,0.94325607961824,0.874291384863829,0.908432240664122,0.907773025489446,0.944845655508776,0.944845655508776
"S11286",0.253164777765715,0.412409324668173,1,-0.252180102189235,0.688323278335505,0.230629556187087,0.21918440197681,0.436448894330868,0.217041891177883,0.570819795195398,-0.205901155590605,0.207500685788716,0.34598026678983,0.534316034691637,0.297032013070395,0.205782261307262,0.206107109951523,0.207823261656803,0.643248110833594,0.204854802634539,-0.182927201700391,0.29538098656082,0.239387553926153,0.271653434814488,0.270603809428141,0.259783276268752,0.259783276268752
"S1199",0.112153252094342,0.201403408477466,-0.252180102189235,1,-0.0696675804487461,0.109033099000821,0.108307596582039,0.205899186863794,0.109391535988926,0.0965325531371571,0.447452639739826,0.0985662733751063,0.0978550269346745,0.222623511026022,0.0354251048933983,0.0912050493074459,0.0914386800955599,0.0906424665970698,0.00498721163056937,0.0873604446299366,0.108533438258616,0.0611212439058689,0.0324405364444874,0.0260310152687576,0.0230303676876532,0.119106904809106,0.119106904809106
"S1236",0.603580290085304,0.710939131020741,0.688323278335505,-0.0696675804487461,1,0.591094399951677,0.584662413172047,0.851253205243007,0.582206082257498,0.923959893360426,-0.29562632614134,0.577239018581915,0.663547680258042,0.696806775881188,0.509762631915341,0.578887859559311,0.578934694813734,0.579213788199019,0.874551969079703,0.578397059165819,-0.13137400368791,0.660650499786005,0.61383662465255,0.622816040207338,0.620960346667492,0.608127289113947,0.608127289113947
"S1275",0.999327414540768,0.92932555481021,0.230629556187087,0.109033099000821,0.591094399951677,1,0.999552410284417,0.521841858955333,0.999402774352471,0.609901999164806,-0.582730003261689,0.997983381809906,0.977669687426126,0.160108549281704,-0.170816170781042,0.993542796182608,0.993445629404777,0.993058023700904,0.798767438256559,0.990604585066585,-0.707973875939205,0.965970577982675,0.956349229365439,0.978298757929798,0.978715439119036,0.998801944929076,0.998801944929076
"S2447",0.997895321134989,0.920597719884037,0.21918440197681,0.108307596582039,0.584662413172047,0.999552410284417,1,0.517985395495175,0.999982544910105,0.603040671316731,-0.578125441695661,0.999339695126271,0.974581298714667,0.152736554903459,-0.169780025329309,0.995982024112003,0.995908896555528,0.995552783335244,0.799667306731605,0.993460321772085,-0.709560528355262,0.963206746688712,0.959931594122125,0.979986126012992,0.980430232033519,0.99707465160808,0.99707465160808
"S2462",0.527643481602418,0.621558024541799,0.436448894330868,0.205899186863794,0.851253205243007,0.521841858955333,0.517985395495175,1,0.516059761284366,0.965665192053217,0.0864455093510157,0.518098701939113,0.551433349238755,0.815543821612695,0.610830352862595,0.53327749583897,0.533317970448878,0.5347797402171,0.746308166513202,0.538951459788132,0.0867761639235161,0.597436710546993,0.607071945070617,0.5540837317258,0.55041920898742,0.533744187519034,0.533744187519034
"S2483",0.997590875561775,0.918850296869767,0.217041891177883,0.109391535988926,0.582206082257498,0.999402774352471,0.999982544910105,0.516059761284366,1,0.600553897807368,-0.577107217667222,0.999432804001459,0.97368941897991,0.150174827429828,-0.171366578504682,0.996164300213067,0.996092797921837,0.995729339489176,0.799246308957805,0.993637467813482,-0.710964640442002,0.962182010264836,0.959688192457294,0.979522745927119,0.979974415869967,0.99672168814346,0.99672168814346
"S2494",0.620498892400777,0.720984853894022,0.570819795195398,0.0965325531371571,0.923959893360426,0.609901999164806,0.603040671316731,0.965665192053217,0.600553897807368,1,-0.0982657715176545,0.599172963129305,0.659072771542824,0.796719515585421,0.561317874970578,0.606762774909868,0.606653713042906,0.607778956930858,0.818462522077082,0.610111963817555,-0.0221807330022532,0.683470407121573,0.66409265890816,0.640402300557545,0.637886825660963,0.626924223651537,0.626924223651537
