"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S2805",1,0.999754187765024,0.996500465353915,0.997025490327225,0.999910896109807,0.995327739059826,0.999850309868567,0.995588014778067,0.995588014778067,0.995588014778067,0.999418516381871,0.999804786161396,0.999418516381871,0.999636760409407,0.999539982104423,0.999539982104423,0.995781034633493,0.99928766649127,0.995781034633493,0.999401797023033,0.998986537379888,0.999294097757823,0.998509990476843,0.998780206920763,0.998626935683069
"S2867",0.999754187765024,1,0.997240778233502,0.997597607401731,0.999824968469306,0.996299927606451,0.999694255917031,0.99662712420627,0.99662712420627,0.99662712420627,0.999566404599394,0.999635639238862,0.999566404599394,0.999408095270939,0.999491465351856,0.999491465351856,0.996889228142436,0.999332411834706,0.996889228142436,0.999529144901762,0.999252620460455,0.999386943475206,0.99886556670027,0.999064247335722,0.998961935032952
"S2896",0.996500465353915,0.997240778233502,1,0.999705729705745,0.996874497526075,0.999736624302136,0.99696699102848,0.999839599934327,0.999839599934327,0.999839599934327,0.997634987153686,0.997208736639018,0.997634987153686,0.997457462691133,0.997873083135398,0.997873083135398,0.99970241506221,0.997660973999504,0.99970241506221,0.998019859832614,0.999026723085036,0.998183963843843,0.998322681036229,0.998190099920269,0.998588480992135
"S2966",0.997025490327225,0.997597607401731,0.999705729705745,1,0.997130729250881,0.99966388081858,0.997203427254938,0.999596317678464,0.999596317678464,0.999596317678464,0.997559299921856,0.997372463010006,0.997559299921856,0.997456325055528,0.997758897062976,0.997758897062976,0.999415352957667,0.997506998395027,0.999415352957667,0.997888549190057,0.998895349452014,0.998048328224448,0.997740204990722,0.997723745002705,0.998124662437441
"S2976",0.999910896109807,0.999824968469306,0.996874497526075,0.997130729250881,1,0.995650204956631,0.999872894983638,0.996009424772265,0.996009424772265,0.996009424772265,0.999646711108506,0.999880105469703,0.999646711108506,0.999768506533261,0.999741077911481,0.999741077911481,0.996226640802735,0.9995399636319,0.996226640802735,0.999628720571244,0.99919109560391,0.999559030278461,0.998939043216745,0.999148659713317,0.999045131290968
"S3039",0.995327739059826,0.996299927606451,0.999736624302136,0.99966388081858,0.995650204956631,1,0.995692853705353,0.999861617952492,0.999861617952492,0.999861617952492,0.996310440308964,0.99588078910819,0.996310440308964,0.996045520850254,0.996560726798076,0.996560726798076,0.9997671254511,0.99621476965037,0.9997671254511,0.996786807221936,0.998148041448199,0.996936480547123,0.997011447911088,0.99681073313723,0.99730734701688
"S3090",0.999850309868567,0.999694255917031,0.99696699102848,0.997203427254938,0.999872894983638,0.995692853705353,1,0.995996101449188,0.995996101449188,0.995996101449188,0.99964649567033,0.999882452702524,0.99964649567033,0.999820002729194,0.999747982240135,0.999747982240135,0.996242251811507,0.999648002540867,0.996242251811507,0.999729963750705,0.999349681932356,0.999638549258374,0.999087463711281,0.999319230574541,0.999117521857311
"S3103",0.995588014778067,0.99662712420627,0.999839599934327,0.999596317678464,0.996009424772265,0.999861617952492,0.995996101449188,1,1,1,0.996919087970962,0.996315048360027,0.996919087970962,0.996445685017035,0.997000680999092,0.997000680999092,0.999860860927308,0.996794509158276,0.999860860927308,0.997262951521871,0.998401956781855,0.997420358404063,0.997524731596811,0.997390956776843,0.997879472057093
"S3109",0.995588014778067,0.99662712420627,0.999839599934327,0.999596317678464,0.996009424772265,0.999861617952492,0.995996101449188,1,1,1,0.996919087970962,0.996315048360027,0.996919087970962,0.996445685017035,0.997000680999092,0.997000680999092,0.999860860927308,0.996794509158276,0.999860860927308,0.997262951521871,0.998401956781855,0.997420358404063,0.997524731596811,0.997390956776843,0.997879472057093
"S3115",0.995588014778067,0.99662712420627,0.999839599934327,0.999596317678464,0.996009424772265,0.999861617952492,0.995996101449188,1,1,1,0.996919087970962,0.996315048360027,0.996919087970962,0.996445685017035,0.997000680999092,0.997000680999092,0.999860860927308,0.996794509158276,0.999860860927308,0.997262951521871,0.998401956781855,0.997420358404063,0.997524731596811,0.997390956776843,0.997879472057093
"S3149",0.999418516381871,0.999566404599394,0.997634987153686,0.997559299921856,0.999646711108506,0.996310440308964,0.99964649567033,0.996919087970962,0.996919087970962,0.996919087970962,1,0.999778932216341,1,0.999734885507278,0.999832528231567,0.999832528231567,0.996960652300415,0.999893255608052,0.996960652300415,0.999923273277985,0.999543097071288,0.999876533174662,0.999571631973421,0.999678239636441,0.999671966502717
"S3151",0.999804786161396,0.999635639238862,0.997208736639018,0.997372463010006,0.999880105469703,0.99588078910819,0.999882452702524,0.996315048360027,0.996315048360027,0.996315048360027,0.999778932216341,1,0.999778932216341,0.999916494798858,0.999889128947404,0.999889128947404,0.996421978359288,0.999762540759557,0.996421978359288,0.99980511880214,0.999393307113741,0.999741553137217,0.999125935641193,0.999351879390996,0.999262059349027
"S3154",0.999418516381871,0.999566404599394,0.997634987153686,0.997559299921856,0.999646711108506,0.996310440308964,0.99964649567033,0.996919087970962,0.996919087970962,0.996919087970962,1,0.999778932216341,1,0.999734885507278,0.999832528231567,0.999832528231567,0.996960652300415,0.999893255608052,0.996960652300415,0.999923273277985,0.999543097071288,0.999876533174662,0.999571631973421,0.999678239636441,0.999671966502717
"S3165",0.999636760409407,0.999408095270939,0.997457462691133,0.997456325055528,0.999768506533261,0.996045520850254,0.999820002729194,0.996445685017035,0.996445685017035,0.996445685017035,0.999734885507278,0.999916494798858,0.999734885507278,1,0.999947166330722,0.999947166330722,0.996495944757857,0.999819394069075,0.996495944757857,0.999807406739842,0.999488493974998,0.999810477129176,0.999378313278655,0.999523336250327,0.999473580229054
"S3176",0.999539982104423,0.999491465351856,0.997873083135398,0.997758897062976,0.999741077911481,0.996560726798076,0.999747982240135,0.997000680999092,0.997000680999092,0.997000680999092,0.999832528231567,0.999889128947404,0.999832528231567,0.999947166330722,1,1,0.997084354293854,0.999834629347384,0.997084354293854,0.999907850776921,0.999673959403579,0.999879785069853,0.999560131178049,0.999677422261223,0.99964544745354
"S3191",0.999539982104423,0.999491465351856,0.997873083135398,0.997758897062976,0.999741077911481,0.996560726798076,0.999747982240135,0.997000680999092,0.997000680999092,0.997000680999092,0.999832528231567,0.999889128947404,0.999832528231567,0.999947166330722,1,1,0.997084354293854,0.999834629347384,0.997084354293854,0.999907850776921,0.999673959403579,0.999879785069853,0.999560131178049,0.999677422261223,0.99964544745354
"S3217",0.995781034633493,0.996889228142436,0.99970241506221,0.999415352957667,0.996226640802735,0.9997671254511,0.996242251811507,0.999860860927308,0.999860860927308,0.999860860927308,0.996960652300415,0.996421978359288,0.996960652300415,0.996495944757857,0.997084354293854,0.997084354293854,1,0.996791816048583,1,0.997382451753417,0.998484802541753,0.997479561985949,0.997560705653284,0.997544512559507,0.997855131679753
"S3224",0.99928766649127,0.999332411834706,0.997660973999504,0.997506998395027,0.9995399636319,0.99621476965037,0.999648002540867,0.996794509158276,0.996794509158276,0.996794509158276,0.999893255608052,0.999762540759557,0.999893255608052,0.999819394069075,0.999834629347384,0.999834629347384,0.996791816048583,1,0.996791816048583,0.999900557644487,0.999517541609168,0.999922142130225,0.999633392290626,0.999741973524019,0.99974243716181
"S3253",0.995781034633493,0.996889228142436,0.99970241506221,0.999415352957667,0.996226640802735,0.9997671254511,0.996242251811507,0.999860860927308,0.999860860927308,0.999860860927308,0.996960652300415,0.996421978359288,0.996960652300415,0.996495944757857,0.997084354293854,0.997084354293854,1,0.996791816048583,1,0.997382451753417,0.998484802541753,0.997479561985949,0.997560705653284,0.997544512559507,0.997855131679753
"S3269",0.999401797023033,0.999529144901762,0.998019859832614,0.997888549190057,0.999628720571244,0.996786807221936,0.999729963750705,0.997262951521871,0.997262951521871,0.997262951521871,0.999923273277985,0.99980511880214,0.999923273277985,0.999807406739842,0.999907850776921,0.999907850776921,0.997382451753417,0.999900557644487,0.997382451753417,1,0.999766270549514,0.999945832639389,0.99967598977094,0.999771501962384,0.999728474986476
"S3271",0.998986537379888,0.999252620460455,0.999026723085036,0.998895349452014,0.99919109560391,0.998148041448199,0.999349681932356,0.998401956781855,0.998401956781855,0.998401956781855,0.999543097071288,0.999393307113741,0.999543097071288,0.999488493974998,0.999673959403579,0.999673959403579,0.998484802541753,0.999517541609168,0.998484802541753,0.999766270549514,1,0.999733456074011,0.999641517818059,0.999642992692577,0.999685246556164
"S3282",0.999294097757823,0.999386943475206,0.998183963843843,0.998048328224448,0.999559030278461,0.996936480547123,0.999638549258374,0.997420358404063,0.997420358404063,0.997420358404063,0.999876533174662,0.999741553137217,0.999876533174662,0.999810477129176,0.999879785069853,0.999879785069853,0.997479561985949,0.999922142130225,0.997479561985949,0.999945832639389,0.999733456074011,1,0.999664760939058,0.999780669102567,0.99980753295182
"S3338",0.998509990476843,0.99886556670027,0.998322681036229,0.997740204990722,0.998939043216745,0.997011447911088,0.999087463711281,0.997524731596811,0.997524731596811,0.997524731596811,0.999571631973421,0.999125935641193,0.999571631973421,0.999378313278655,0.999560131178049,0.999560131178049,0.997560705653284,0.999633392290626,0.997560705653284,0.99967598977094,0.999641517818059,0.999664760939058,1,0.999860068640941,0.999905874746085
"S3346",0.998780206920763,0.999064247335722,0.998190099920269,0.997723745002705,0.999148659713317,0.99681073313723,0.999319230574541,0.997390956776843,0.997390956776843,0.997390956776843,0.999678239636441,0.999351879390996,0.999678239636441,0.999523336250327,0.999677422261223,0.999677422261223,0.997544512559507,0.999741973524019,0.997544512559507,0.999771501962384,0.999642992692577,0.999780669102567,0.999860068640941,1,0.999900935403159
"S3410",0.998626935683069,0.998961935032952,0.998588480992135,0.998124662437441,0.999045131290968,0.99730734701688,0.999117521857311,0.997879472057093,0.997879472057093,0.997879472057093,0.999671966502717,0.999262059349027,0.999671966502717,0.999473580229054,0.99964544745354,0.99964544745354,0.997855131679753,0.99974243716181,0.997855131679753,0.999728474986476,0.999685246556164,0.99980753295182,0.999905874746085,0.999900935403159,1
