"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.989491007724945,0.988807334081468,0.994390553782576,0.991517249882146,0.993707190713527,0.993907328533598,0.993640291806609,0.995575416524976,0.996280746356088,0.993439631542974,0.997215705912255,0.997997774417964,0.998395228783556,0.999120202406748,0.995080015246716,0.996466369464561,0.994780130667101,0.996608296863438,0.994253447472448,0.990255719037098,0.99187065505965,0.995776986578322,0.990048372530005,0.992299103673141,0.993970040514552,0.995526985052292,0.992361321500059,0.999176841947206,0.994766102555834,0.999575776302886,0.999566446589517,0.999015434056287,0.99887792818095,0.998937966443944,0.995652420623034,0.998784882223435,0.997487187910155,0.996928545905273
"S8090",0.989491007724945,1,0.999873637750661,0.998759615655213,0.999632120616719,0.998617966789373,0.99852504613526,0.998711140973936,0.997924409617927,0.996560928020953,0.998972975371479,0.995514638604128,0.995137165798739,0.994183621288553,0.992666181494195,0.996647440802856,0.996844043139711,0.998362781412741,0.99353323727321,0.990915780031539,0.975125815580499,0.975483061850407,0.984473198009059,0.971686976498112,0.975324482124577,0.976768473243223,0.982105010238043,0.973450846563548,0.987038631775494,0.975839299181446,0.987501867149853,0.986605227217929,0.983975838421733,0.98327615825677,0.984622615889756,0.996530792146686,0.982341542753178,0.98171954470831,0.996220013248561
"S8091",0.988807334081468,0.999873637750661,1,0.998555769762036,0.99960749273248,0.99857884150303,0.99844721958703,0.998648615298614,0.997776545301234,0.996435324829925,0.998606573958927,0.995424175245155,0.994627997042521,0.993860244881483,0.992264099608087,0.995670981999408,0.996224578508168,0.997745325913418,0.993748097470808,0.991479352788495,0.975787096235828,0.976044852197178,0.984628808904098,0.972304711670974,0.975745916688793,0.977028672971517,0.982369225789097,0.973756096965581,0.986613210238501,0.975678532489289,0.986902129516341,0.985926099958065,0.983273492470389,0.982561072487735,0.983976835757826,0.995726909693619,0.981699877583841,0.981503278122494,0.995701920113061
"S8092",0.994390553782576,0.998759615655213,0.998555769762036,1,0.999566351401588,0.999658644146061,0.999788788094235,0.999761836427947,0.999676459581718,0.998951765638779,0.999560192635403,0.998529409155563,0.998242635159281,0.997903238172305,0.996725708736138,0.998127010631967,0.999026956797432,0.999468898835642,0.997200667256495,0.994267770793064,0.982017120393093,0.982506791590584,0.990187125233298,0.979526293981863,0.982003448114072,0.983672542752087,0.988231797760742,0.981172813767984,0.992723362809999,0.983321669328302,0.992749962558635,0.991932603724072,0.989878004874286,0.989607332116675,0.990511158632606,0.998509314468332,0.988790470063942,0.988372760697027,0.998630871535019
"S8093",0.991517249882146,0.999632120616719,0.99960749273248,0.999566351401588,1,0.999386740361462,0.999461889041815,0.999535003607473,0.998861146591101,0.997731943881977,0.999380742200343,0.996947063682094,0.996376016354581,0.995830592138515,0.994373057620693,0.997109848366463,0.997761277094328,0.998800464185177,0.995465792480108,0.992673814093794,0.978389145199564,0.978818261586021,0.987133713708597,0.97559848031852,0.978567534289862,0.980003851055984,0.984932332107013,0.977167910721283,0.989490171528202,0.9792300070298,0.989548186905786,0.988738146842398,0.986461582482652,0.985909837275292,0.987129939982351,0.997322500030793,0.985129956716829,0.984666350772484,0.99721847527211
"S8094",0.993707190713527,0.998617966789373,0.99857884150303,0.999658644146061,0.999386740361462,1,0.999520054871026,0.99980620736976,0.999665422443801,0.999160826193065,0.999445799036668,0.998409675779267,0.997875350887067,0.997613354627421,0.996325050460743,0.997383963159771,0.998773622971816,0.99886807194938,0.99767652252296,0.995682640323636,0.983900090903038,0.983871037628176,0.991191953119592,0.980872444821497,0.982941975394924,0.984314586645661,0.988834950803719,0.981966108427847,0.992301607654636,0.983080602474419,0.99227295395492,0.990974945691309,0.989195646253437,0.988928703425889,0.990003149654812,0.998016758159823,0.988100374791787,0.988241965262319,0.99815912328656
"S8095",0.993907328533598,0.99852504613526,0.99844721958703,0.999788788094235,0.999461889041815,0.999520054871026,1,0.999664126821423,0.999472708747634,0.99899626056747,0.999558184345153,0.998510588283454,0.997875693144934,0.99776355414085,0.996561893961564,0.997107662111309,0.998338520762406,0.998903713663834,0.997222354459233,0.994288810738085,0.982022287293948,0.982697594039889,0.990130294916856,0.979814569727314,0.98196217267735,0.98381267192123,0.988263448727829,0.981244918460002,0.992674610414708,0.983526897131246,0.992474636170455,0.991498269133226,0.989572700084921,0.98936579881854,0.990546578021769,0.997609991659579,0.988581942894562,0.988358313645488,0.998016991468589
"S8096",0.993640291806609,0.998711140973936,0.998648615298614,0.999761836427947,0.999535003607473,0.99980620736976,0.999664126821423,1,0.999577934007497,0.99902591337191,0.999481297609761,0.998371308159484,0.997553682680793,0.997428212256456,0.996080950962646,0.997149868012254,0.998433694761374,0.998736197285667,0.997510226976878,0.995139284873743,0.983009567751163,0.983458650397746,0.990712508520565,0.980752173342553,0.983025389979148,0.984378651566589,0.988794840327196,0.982112026683585,0.992460081867141,0.98357178129203,0.99214697010614,0.99114445499556,0.988854474850851,0.989161906871117,0.990104378101665,0.997667162427277,0.98818519443859,0.988317287686153,0.997658951775297
"S8097",0.995575416524976,0.997924409617927,0.997776545301234,0.999676459581718,0.998861146591101,0.999665422443801,0.999472708747634,0.999577934007497,1,0.999581319088457,0.999247805780279,0.999139495501867,0.99886107513825,0.998669546144856,0.997832561906971,0.99757476818804,0.999069090258853,0.999077166533867,0.99852489844155,0.996378257694782,0.98594093142594,0.986154220969665,0.993111311764069,0.983268092882233,0.985339259073672,0.986979787355672,0.991145912439854,0.984569648908443,0.994473111818639,0.986307286704408,0.994419722090849,0.993428240525341,0.991616803474375,0.99157391154183,0.992409958579417,0.998289151395111,0.99069594466253,0.990964525932506,0.998718988149297
"S8098",0.996280746356088,0.996560928020953,0.996435324829925,0.998951765638779,0.997731943881977,0.999160826193065,0.99899626056747,0.99902591337191,0.999581319088457,1,0.998758720778756,0.999685561828797,0.999156353407158,0.999308945419964,0.998530913129559,0.996629307725816,0.998698855736243,0.998142686170548,0.999034471505159,0.997283778013329,0.988529387304745,0.988910531691824,0.994570546926177,0.986211026466449,0.987749945980197,0.989263084713761,0.993115451502348,0.987260692276481,0.995967631414029,0.988527785638923,0.995818822924604,0.994395699307888,0.992499864222934,0.992989125977862,0.993906105456095,0.997583351246037,0.992105842692047,0.992750010760085,0.998347299975711
