"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.999938119817018,0.999938119817018,0.999850146828377,0.999850146828377,0.999800705034912,0.999800705034912,0.999774320721776,0.999555161441758,0.999631797727876,0.999631797727876,0.999631797727876,0.999555161441758,0.999555606866432,0.99963224429575,0.999541532514873,0.999512133836996,0.999512133836996,0.999512133836996,0.999250820079325,0.999321889279224,0.999395291977116,0.999250820079325,0.999321889279224,0.999285963284582,0.999321889279224,0.999250820079325,0.999250820079325,0.999395291977116,0.999192859027691,0.999187383438993,0.998997844561832,0.999123127492069,0.999123127492069,0.99899591243651,0.998889685900579,0.999105999788949,0.99910370148287,0.998927522697207,0.9988044943024,0.998779002463889
"S6916",0.999938119817018,1,1,0.999906545734073,0.999906545734073,0.99988452394817,0.99988452394817,0.99978798029457,0.999647252422212,0.999689972228241,0.999689972228241,0.999689972228241,0.999647252422212,0.999630872959145,0.999691412415582,0.999684371793678,0.999657642124533,0.999657642124533,0.999657642124533,0.999422647119099,0.999535201368077,0.999551547079181,0.999422647119099,0.999535201368077,0.999418796589026,0.999535201368077,0.999422647119099,0.999422647119099,0.999551547079181,0.999378227650827,0.99940994708994,0.999215648501953,0.999324679671158,0.999324679671158,0.999235778194576,0.999144923604134,0.999341101393886,0.999322867951196,0.999155370926412,0.999094872207662,0.998979492872953
"S6939",0.999938119817018,1,1,0.999906545734073,0.999906545734073,0.99988452394817,0.99988452394817,0.99978798029457,0.999647252422212,0.999689972228241,0.999689972228241,0.999689972228241,0.999647252422212,0.999630872959145,0.999691412415582,0.999684371793678,0.999657642124533,0.999657642124533,0.999657642124533,0.999422647119099,0.999535201368077,0.999551547079181,0.999422647119099,0.999535201368077,0.999418796589026,0.999535201368077,0.999422647119099,0.999422647119099,0.999551547079181,0.999378227650827,0.99940994708994,0.999215648501953,0.999324679671158,0.999324679671158,0.999235778194576,0.999144923604134,0.999341101393886,0.999322867951196,0.999155370926412,0.999094872207662,0.998979492872953
"S7049",0.999850146828377,0.999906545734073,0.999906545734073,1,1,0.999969242971117,0.999969242971117,0.999859376347887,0.999837135733522,0.999815010324484,0.999815010324484,0.999815010324484,0.999837135733522,0.999777628545713,0.999783891019731,0.999813715121547,0.999753867657273,0.999753867657273,0.999753867657273,0.999606312474204,0.999704494340687,0.999696587073334,0.999606312474204,0.999704494340687,0.999595738517658,0.999704494340687,0.999606312474204,0.999606312474204,0.999696587073334,0.999562146854325,0.999586176735284,0.999416108047473,0.999436834597057,0.999436834597057,0.99943055136625,0.999329534403421,0.999487294796215,0.999487747986594,0.999354169270333,0.999264759130416,0.999230874219479
"S7064",0.999850146828377,0.999906545734073,0.999906545734073,1,1,0.999969242971117,0.999969242971117,0.999859376347887,0.999837135733522,0.999815010324484,0.999815010324484,0.999815010324484,0.999837135733522,0.999777628545713,0.999783891019731,0.999813715121547,0.999753867657273,0.999753867657273,0.999753867657273,0.999606312474204,0.999704494340687,0.999696587073334,0.999606312474204,0.999704494340687,0.999595738517658,0.999704494340687,0.999606312474204,0.999606312474204,0.999696587073334,0.999562146854325,0.999586176735284,0.999416108047473,0.999436834597057,0.999436834597057,0.99943055136625,0.999329534403421,0.999487294796215,0.999487747986594,0.999354169270333,0.999264759130416,0.999230874219479
"S7080",0.999800705034912,0.99988452394817,0.99988452394817,0.999969242971117,0.999969242971117,1,1,0.999898882653997,0.999876677607346,0.999839131745231,0.999839131745231,0.999839131745231,0.999876677607346,0.999840243069849,0.999851879429208,0.999859637599234,0.999868281843871,0.999868281843871,0.999868281843871,0.999715536068162,0.999813700313475,0.999755522246243,0.999715536068162,0.999813700313475,0.999722428435654,0.999813700313475,0.999715536068162,0.999715536068162,0.999755522246243,0.999662390407775,0.999678908476908,0.999560425002101,0.999580403356102,0.999580403356102,0.999545107992259,0.999449545813732,0.999588693425141,0.999578400647608,0.999503248474051,0.999383857540124,0.999380957070051
"S7081",0.999800705034912,0.99988452394817,0.99988452394817,0.999969242971117,0.999969242971117,1,1,0.999898882653997,0.999876677607346,0.999839131745231,0.999839131745231,0.999839131745231,0.999876677607346,0.999840243069849,0.999851879429208,0.999859637599234,0.999868281843871,0.999868281843871,0.999868281843871,0.999715536068162,0.999813700313475,0.999755522246243,0.999715536068162,0.999813700313475,0.999722428435654,0.999813700313475,0.999715536068162,0.999715536068162,0.999755522246243,0.999662390407775,0.999678908476908,0.999560425002101,0.999580403356102,0.999580403356102,0.999545107992259,0.999449545813732,0.999588693425141,0.999578400647608,0.999503248474051,0.999383857540124,0.999380957070051
"S7084",0.999774320721776,0.99978798029457,0.99978798029457,0.999859376347887,0.999859376347887,0.999898882653997,0.999898882653997,1,0.999891144990825,0.99992873162756,0.99992873162756,0.99992873162756,0.999891144990825,0.999873516670954,0.999896405557329,0.999862008415119,0.999877758684179,0.999877758684179,0.999877758684179,0.999777006609914,0.999760835242069,0.999829231324856,0.999777006609914,0.999760835242069,0.999722602449758,0.999760835242069,0.999777006609914,0.999777006609914,0.999829231324856,0.999718089308583,0.999706909745533,0.999628810688033,0.999645979501094,0.999645979501094,0.999628962304368,0.999532910660906,0.999675913645985,0.999673337923331,0.999545026681467,0.999398833246299,0.999423599542643
"S7085",0.999555161441758,0.999647252422212,0.999647252422212,0.999837135733522,0.999837135733522,0.999876677607346,0.999876677607346,0.999891144990825,1,0.999936851698394,0.999936851698394,0.999936851698394,1,0.999938413282161,0.999866855529769,0.999908618487977,0.999908482138784,0.999908482138784,0.999908482138784,0.999905456215122,0.999869536910909,0.999899883317938,0.999905456215122,0.999869536910909,0.999818951982697,0.999869536910909,0.999905456215122,0.999905456215122,0.999899883317938,0.999840450928609,0.999858818329119,0.999809306497396,0.999756359414534,0.999756359414534,0.999792034004566,0.999705228232412,0.999808686410061,0.999795699605659,0.999765250941464,0.9996257884471,0.999685603418065
"S7087",0.999631797727876,0.999689972228241,0.999689972228241,0.999815010324484,0.999815010324484,0.999839131745231,0.999839131745231,0.99992873162756,0.999936851698394,1,1,1,0.999936851698394,0.99995533875876,0.999904873004072,0.999898044609024,0.999860055141281,0.999860055141281,0.999860055141281,0.999864297872853,0.999829117594672,0.99989231077136,0.999864297872853,0.999829117594672,0.999827518089944,0.999829117594672,0.999864297872853,0.999864297872853,0.99989231077136,0.999861893377999,0.999844079543665,0.999765384514086,0.999778806579148,0.999778806579148,0.999778913489127,0.999685664899573,0.999785869393732,0.999817331414149,0.999695468226589,0.999602537184199,0.999635795273228
