"","S3119","S3294","S3299","S3340","S3432","S4155","S4268","S4732","S4734","S4739","S5332","S5333","S5336","S5515","S5747","S5795","S5804","S5848"
"S3119",1,0.74648806352407,-0.00640082834631858,-0.112025511801148,-0.381926388313713,0.737511333790499,0.69714776290721,0.587391738477887,0.587391738477887,0.683045391312077,0.663200028190638,0.674848334127966,0.708033058000677,0.505279916106835,0.610618278826584,0.43720269548224,0.443164578630337,0.505340122448571
"S3294",0.74648806352407,1,0.0801476878070785,0.0424636737893876,-0.148388551625483,0.661599569123195,0.839248239528901,0.423654710038574,0.423654710038574,0.703796437747912,0.712758411311713,0.700914456634254,0.741243976952808,0.629402921762736,0.718314678196419,0.460671998217194,0.457588488619619,0.503614515587607
"S3299",-0.00640082834631858,0.0801476878070785,1,0.793232397711501,0.777634568234562,-0.332849637342556,-0.010984916871416,0.040480788638214,0.040480788638214,-0.133207079354485,-0.0373020071779719,-0.0497274028960151,0.0437376249082305,-0.0338174774363807,-0.0454530673481186,-0.201872526175697,-0.209707458459004,-0.137138616710443
"S3340",-0.112025511801148,0.0424636737893876,0.793232397711501,1,0.863532991143869,-0.323989950922903,-0.130804514234493,0.00917195338689787,0.00917195338689787,-0.249363288032951,-0.173099840821632,-0.190306828688959,-0.116837319500778,-0.195462383606449,-0.249114876289957,-0.449521216034469,-0.45947192148796,-0.410145167432763
"S3432",-0.381926388313713,-0.148388551625483,0.777634568234562,0.863532991143869,1,-0.516773997279145,-0.250092037777273,-0.0806252618407895,-0.0806252618407895,-0.317326801994423,-0.283284648198694,-0.311541903021233,-0.216521574289682,-0.153048781801231,-0.249392302813397,-0.417624694151879,-0.429132756730273,-0.374828663751235
"S4155",0.737511333790499,0.661599569123195,-0.332849637342556,-0.323989950922903,-0.516773997279145,1,0.757251706106076,0.695090106550079,0.695090106550079,0.863780335512814,0.87273876323997,0.877975736457878,0.824556518456068,0.729501669091891,0.797256741635642,0.791831832460078,0.792058051012388,0.778437159795595
"S4268",0.69714776290721,0.839248239528901,-0.010984916871416,-0.130804514234493,-0.250092037777273,0.757251706106076,1,0.6500744034132,0.6500744034132,0.927727373581821,0.923505263496595,0.915054929488068,0.95125715959796,0.834451022152435,0.903632791989741,0.734950010589847,0.734052899059687,0.773562410292642
"S4732",0.587391738477887,0.423654710038574,0.040480788638214,0.00917195338689787,-0.0806252618407895,0.695090106550079,0.6500744034132,1,1,0.803317967591969,0.7389231715489,0.732460126918248,0.794515874716573,0.789555119537678,0.752140963587407,0.676640750074948,0.680159312649845,0.711257515638331
"S4734",0.587391738477887,0.423654710038574,0.040480788638214,0.00917195338689787,-0.0806252618407895,0.695090106550079,0.6500744034132,1,1,0.803317967591969,0.7389231715489,0.732460126918248,0.794515874716573,0.789555119537678,0.752140963587407,0.676640750074948,0.680159312649845,0.711257515638331
"S4739",0.683045391312077,0.703796437747912,-0.133207079354485,-0.249363288032951,-0.317326801994423,0.863780335512814,0.927727373581821,0.803317967591969,0.803317967591969,1,0.933151692582953,0.923964440853549,0.953584098781019,0.871733478754777,0.926675662239302,0.82899822314355,0.829269793012828,0.852278240443327
"S5332",0.663200028190638,0.712758411311713,-0.0373020071779719,-0.173099840821632,-0.283284648198694,0.87273876323997,0.923505263496595,0.7389231715489,0.7389231715489,0.933151692582953,1,0.9988318827387,0.982814323988818,0.891441170104727,0.938596475836539,0.886956064692218,0.884694156212344,0.895609657302746
"S5333",0.674848334127966,0.700914456634254,-0.0497274028960151,-0.190306828688959,-0.311541903021233,0.877975736457878,0.915054929488068,0.732460126918248,0.732460126918248,0.923964440853549,0.9988318827387,1,0.97825880457701,0.880192974166007,0.929923177965575,0.888820812714657,0.887048761917054,0.896497901864394
"S5336",0.708033058000677,0.741243976952808,0.0437376249082305,-0.116837319500778,-0.216521574289682,0.824556518456068,0.95125715959796,0.794515874716573,0.794515874716573,0.953584098781019,0.982814323988818,0.97825880457701,1,0.905185110418467,0.948881893679155,0.844615272310906,0.843660881657518,0.874905907720484
"S5515",0.505279916106835,0.629402921762736,-0.0338174774363807,-0.195462383606449,-0.153048781801231,0.729501669091891,0.834451022152435,0.789555119537678,0.789555119537678,0.871733478754777,0.891441170104727,0.880192974166007,0.905185110418467,1,0.978009789459081,0.901859519655206,0.900671893370369,0.93365416288271
"S5747",0.610618278826584,0.718314678196419,-0.0454530673481186,-0.249114876289957,-0.249392302813397,0.797256741635642,0.903632791989741,0.752140963587407,0.752140963587407,0.926675662239302,0.938596475836539,0.929923177965575,0.948881893679155,0.978009789459081,1,0.91535319898466,0.914359359712119,0.947936688637226
"S5795",0.43720269548224,0.460671998217194,-0.201872526175697,-0.449521216034469,-0.417624694151879,0.791831832460078,0.734950010589847,0.676640750074948,0.676640750074948,0.82899822314355,0.886956064692218,0.888820812714657,0.844615272310906,0.901859519655206,0.91535319898466,1,0.999811369357416,0.987770479581043
"S5804",0.443164578630337,0.457588488619619,-0.209707458459004,-0.45947192148796,-0.429132756730273,0.792058051012388,0.734052899059687,0.680159312649845,0.680159312649845,0.829269793012828,0.884694156212344,0.887048761917054,0.843660881657518,0.900671893370369,0.914359359712119,0.999811369357416,1,0.98835126451922
"S5848",0.505340122448571,0.503614515587607,-0.137138616710443,-0.410145167432763,-0.374828663751235,0.778437159795595,0.773562410292642,0.711257515638331,0.711257515638331,0.852278240443327,0.895609657302746,0.896497901864394,0.874905907720484,0.93365416288271,0.947936688637226,0.987770479581043,0.98835126451922,1
