"","S1041","S1060","S1081","S1100","S1111","S1121","S1129","S1173","S1191","S1208","S1213","S1215","S1266"
"S1041",1,-0.44184662677125,-0.162199081276219,-0.310666929069737,0.47856406081025,0.116699316063824,-0.0979429561789067,0.0753645482018717,-0.177144890195186,0.512953279280525,0.400175677694459,0.0245891170225542,0.547212838441951
"S1060",-0.44184662677125,1,0.290571336415404,-0.485870303955062,-0.0694917760263967,-0.629487319511829,-0.127091429010263,0.643822540139598,0.468561079286948,-0.437467990992193,-0.283187291044448,-0.404167040004641,-0.619032046053483
"S1081",-0.162199081276219,0.290571336415404,1,-0.109189965440967,-0.0870508979854477,0.360381153040232,0.203349163999229,0.316274661548833,0.702861576924089,-0.481985631897165,0.122544071769407,-0.416756682016468,-0.216912923872321
"S1100",-0.310666929069737,-0.485870303955062,-0.109189965440967,1,0.229220455144743,0.549153518111557,0.588823732889633,-0.452724567184817,-0.330866974943943,-0.0403074002686018,0.19016092205616,0.527327830620921,0.410856126567395
"S1111",0.47856406081025,-0.0694917760263967,-0.0870508979854477,0.229220455144743,1,0.128799934115065,0.210092929182874,0.202468466582093,-0.347026132110587,0.246653920711985,0.358475466508094,0.305853388003843,0.476828352872631
"S1121",0.116699316063824,-0.629487319511829,0.360381153040232,0.549153518111557,0.128799934115065,1,0.338428473972973,-0.455063492748933,0.0461066403480054,-0.161215986544828,0.216876664861534,0.320385662882066,0.490642460100152
"S1129",-0.0979429561789067,-0.127091429010263,0.203349163999229,0.588823732889633,0.210092929182874,0.338428473972973,1,0.275827647947039,0.231702926111035,-0.123890177630059,0.538994983571315,0.434493088236865,0.582110511526784
"S1173",0.0753645482018717,0.643822540139598,0.316274661548833,-0.452724567184817,0.202468466582093,-0.455063492748933,0.275827647947039,1,0.441020929768559,0.122948336606333,0.162405063108376,-0.0721064718574766,-0.0788658902573065
"S1191",-0.177144890195186,0.468561079286948,0.702861576924089,-0.330866974943943,-0.347026132110587,0.0461066403480054,0.231702926111035,0.441020929768559,1,-0.507209573379551,0.218375536825043,-0.291292778671601,-0.344229656813149
"S1208",0.512953279280525,-0.437467990992193,-0.481985631897165,-0.0403074002686018,0.246653920711985,-0.161215986544828,-0.123890177630059,0.122948336606333,-0.507209573379551,1,0.105712300673716,0.365755445533954,0.250590916449322
"S1213",0.400175677694459,-0.283187291044448,0.122544071769407,0.19016092205616,0.358475466508094,0.216876664861534,0.538994983571315,0.162405063108376,0.218375536825043,0.105712300673716,1,0.401407851946228,0.425080776779658
"S1215",0.0245891170225542,-0.404167040004641,-0.416756682016468,0.527327830620921,0.305853388003843,0.320385662882066,0.434493088236865,-0.0721064718574766,-0.291292778671601,0.365755445533954,0.401407851946228,1,0.486187926568445
"S1266",0.547212838441951,-0.619032046053483,-0.216912923872321,0.410856126567395,0.476828352872631,0.490642460100152,0.582110511526784,-0.0788658902573065,-0.344229656813149,0.250590916449322,0.425080776779658,0.486187926568445,1
