"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S1133",1,0.868485618131371,0.758083232459468,0.357993717221894,0.342475374333758,0.573251766985512,0.508199921869542,0.182993685512163,0.376235933806223,0.631376273272725,0.93318313228283,0.733516637863299,0.982816393818178,0.920784767289662,0.672659485065299,0.65967320581772,0.521209300316803,0.155438590831123,0.289340555495258,0.471965688124569,-0.0382167166210924,-0.145594619516334,0.246995242516997,0.336024179752356
"S1157",0.868485618131371,1,0.966964979415938,0.536392973823394,0.391674639498757,0.553356674333549,0.454251619362098,0.541363657017822,0.462860507955893,0.573099732483014,0.915610408491408,0.735813679442535,0.929832714235148,0.915923459194412,0.640228598310884,0.700602051292585,0.475995812403625,0.118348622595998,0.335523820816832,0.683527575145951,0.321049038560509,0.044143650574373,0.373306648295022,0.324713766454557
"S1159",0.758083232459468,0.966964979415938,1,0.613111315311241,0.251827427018913,0.402579032249533,0.259856373183462,0.603677793219495,0.307935528029268,0.393360502782761,0.868598625265347,0.745426957784274,0.836714876178055,0.826065612457514,0.596915621476927,0.623460228508088,0.295281270608465,-0.0383341653464489,0.178688752332826,0.640402510338236,0.387656698756125,0.172334566774713,0.246018441784882,0.153746444124256
"S2247",0.357993717221894,0.536392973823394,0.613111315311241,1,0.0587829663180922,0.0443951915614384,0.0157142776825665,0.714247134069881,-0.0310906269271016,0.0484043591734012,0.556892808808501,0.757224806073146,0.405866074159024,0.365173419638717,0.662693782617282,0.568005118495914,0.233404803633328,-0.147356705745897,-0.116044682873665,0.491906852440447,0.266030787931677,0.610273697656593,0.20150446908795,0.197630619989317
"S2252",0.342475374333758,0.391674639498757,0.251827427018913,0.0587829663180922,1,0.886172781770173,0.864391914612734,0.499509847175554,0.94259635882745,0.892377357471543,0.220520368496684,0.134961237450626,0.353927352281134,0.420793878391862,0.392253386722922,0.560659092502203,0.758947024598926,0.596631295045475,0.929387048911274,0.702047455371132,0.139523706373353,-0.305527892716381,0.735967113469321,0.769342789102701
"S2257",0.573251766985512,0.553356674333549,0.402579032249533,0.0443951915614384,0.886172781770173,1,0.841058475164209,0.328862939919708,0.87947875355796,0.959539282129506,0.494104646159601,0.264064973525061,0.597308570588558,0.683993355816818,0.572520628343283,0.694206566822918,0.668856704221451,0.424102181561348,0.77856323082439,0.544991461656342,-0.0514718950405412,-0.349351545324911,0.57043046775826,0.686403524084923
"S2290",0.508199921869542,0.454251619362098,0.259856373183462,0.0157142776825665,0.864391914612734,0.841058475164209,1,0.301669017356879,0.892468082413578,0.944461553059598,0.332855491972956,0.203044896366675,0.495907359138501,0.518499394714668,0.421581003304672,0.597508616250355,0.891476243415115,0.56715945851802,0.896237293955954,0.612350739196118,-0.0864694950884837,-0.418870559570132,0.796540452032399,0.895302482576691
"S3715",0.182993685512163,0.541363657017822,0.603677793219495,0.714247134069881,0.499509847175554,0.328862939919708,0.301669017356879,1,0.451956174862034,0.317866883382322,0.309983480453691,0.461455957935764,0.275878027280498,0.303404640855033,0.391889288008829,0.527647450218667,0.346413586048298,0.227205238856104,0.409335422322281,0.847561119446215,0.636017600732839,0.217710313454045,0.505239342643719,0.357956186043389
"S3723",0.376235933806223,0.462860507955893,0.307935528029268,-0.0310906269271016,0.94259635882745,0.87947875355796,0.892468082413578,0.451956174862034,1,0.896432767395394,0.256894862213777,0.0731298031205974,0.413365538326439,0.488880879293042,0.278588076646703,0.56554393765947,0.785668070641781,0.636007831652805,0.95549882126741,0.688530010337303,0.236739735639252,-0.403343941923618,0.819913656122671,0.788269447150162
"S4684",0.631376273272725,0.573099732483014,0.393360502782761,0.0484043591734012,0.892377357471543,0.959539282129506,0.944461553059598,0.317866883382322,0.896432767395394,1,0.499286039375256,0.272751161609458,0.629728240363046,0.666858113147514,0.531778837406792,0.653580716649273,0.789776806157989,0.472161342992649,0.851404245441507,0.62571757145781,-0.0769815097400123,-0.404724627994534,0.651861448218485,0.770393191724618
