"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S4690",0.93318313228283,0.915610408491408,0.868598625265347,0.556892808808501,0.220520368496684,0.494104646159601,0.332855491972956,0.309983480453691,0.256894862213777,0.499286039375256,1,0.773245791046844,0.959193619334734,0.918049622193934,0.737467070445875,0.674576525346299,0.373241799492532,-0.0682247177353309,0.1103777105619,0.454798172248021,0.0519637355941775,0.116790334258516,0.149847711926185,0.213539457714692
"S4692",0.733516637863299,0.735813679442535,0.745426957784274,0.757224806073146,0.134961237450626,0.264064973525061,0.203044896366675,0.461455957935764,0.0731298031205974,0.272751161609458,0.773245791046844,1,0.747606796977138,0.721201193415243,0.830975135934399,0.777605092913579,0.3351612394327,0.07605838909924,-0.025549676954515,0.405902016490931,0.0466834719503508,0.215300911894859,0.189121169975361,0.265099763453641
"S4693",0.982816393818178,0.929832714235148,0.836714876178055,0.405866074159024,0.353927352281134,0.597308570588558,0.495907359138501,0.275878027280498,0.413365538326439,0.629728240363046,0.959193619334734,0.747606796977138,1,0.969161050935158,0.693915862291412,0.710036730603717,0.498795186409305,0.165970161578398,0.288077407926489,0.511976545319125,0.074087572486774,-0.0935264276497994,0.277596966278748,0.338915651890131
"S4707",0.920784767289662,0.915923459194412,0.826065612457514,0.365173419638717,0.420793878391862,0.683993355816818,0.518499394714668,0.303404640855033,0.488880879293042,0.666858113147514,0.918049622193934,0.721201193415243,0.969161050935158,1,0.737269624912792,0.78365739695858,0.4843994550426,0.234215558946644,0.316399326003286,0.475835758922118,0.101301258311027,-0.0884904333895378,0.316537938418428,0.38826692744502
"S4723",0.672659485065299,0.640228598310884,0.596915621476927,0.662693782617282,0.392253386722922,0.572520628343283,0.421581003304672,0.391889288008829,0.278588076646703,0.531778837406792,0.737467070445875,0.830975135934399,0.693915862291412,0.737269624912792,1,0.852787519882222,0.459861463331652,0.0494840615579899,0.131331191843554,0.337966899668462,-0.210801988637582,0.280702258142357,0.263204672521411,0.484028667988341
"S5017",0.65967320581772,0.700602051292585,0.623460228508088,0.568005118495914,0.560659092502203,0.694206566822918,0.597508616250355,0.527647450218667,0.56554393765947,0.653580716649273,0.674576525346299,0.777605092913579,0.710036730603717,0.78365739695858,0.852787519882222,1,0.65036434200278,0.36697526217028,0.402333569736473,0.498400067930424,0.0444732103119983,0.0011959241075715,0.601382257636226,0.689207317748905
"S5513",0.521209300316803,0.475995812403625,0.295281270608465,0.233404803633328,0.758947024598926,0.668856704221451,0.891476243415115,0.346413586048298,0.785668070641781,0.789776806157989,0.373241799492532,0.3351612394327,0.498795186409305,0.4843994550426,0.459861463331652,0.65036434200278,1,0.546167431441537,0.781769777638019,0.601520724120358,-0.00254994989397705,-0.140712807913883,0.901478788678838,0.93591829235416
"S810",0.155438590831123,0.118348622595998,-0.0383341653464489,-0.147356705745897,0.596631295045475,0.424102181561348,0.56715945851802,0.227205238856104,0.636007831652805,0.472161342992649,-0.0682247177353309,0.07605838909924,0.165970161578398,0.234215558946644,0.0494840615579899,0.36697526217028,0.546167431441537,1,0.635565487511651,0.40207132717486,0.366592937542865,-0.47745187624002,0.601991912345872,0.584175628039572
"S811",0.289340555495258,0.335523820816832,0.178688752332826,-0.116044682873665,0.929387048911274,0.77856323082439,0.896237293955954,0.409335422322281,0.95549882126741,0.851404245441507,0.1103777105619,-0.025549676954515,0.288077407926489,0.316399326003286,0.131331191843554,0.402333569736473,0.781769777638019,0.635565487511651,1,0.705497212823842,0.185832088279522,-0.495305292430078,0.802118879942124,0.759506718712683
"S813",0.471965688124569,0.683527575145951,0.640402510338236,0.491906852440447,0.702047455371132,0.544991461656342,0.612350739196118,0.847561119446215,0.688530010337303,0.62571757145781,0.454798172248021,0.405902016490931,0.511976545319125,0.475835758922118,0.337966899668462,0.498400067930424,0.601520724120358,0.40207132717486,0.705497212823842,1,0.558347290651699,-0.101145014129912,0.621073427745201,0.498001581826963
"S819",-0.0382167166210924,0.321049038560509,0.387656698756125,0.266030787931677,0.139523706373353,-0.0514718950405412,-0.0864694950884837,0.636017600732839,0.236739735639252,-0.0769815097400123,0.0519637355941775,0.0466834719503508,0.074087572486774,0.101301258311027,-0.210801988637582,0.0444732103119983,-0.00254994989397705,0.366592937542865,0.185832088279522,0.558347290651699,1,0.0997773350224696,0.243183460168652,-0.074765856604511
"S892",-0.145594619516334,0.044143650574373,0.172334566774713,0.610273697656593,-0.305527892716381,-0.349351545324911,-0.418870559570132,0.217710313454045,-0.403343941923618,-0.404724627994534,0.116790334258516,0.215300911894859,-0.0935264276497994,-0.0884904333895378,0.280702258142357,0.0011959241075715,-0.140712807913883,-0.47745187624002,-0.495305292430078,-0.101145014129912,0.0997773350224696,1,-0.143810646590659,-0.153915107005808
"S894",0.246995242516997,0.373306648295022,0.246018441784882,0.20150446908795,0.735967113469321,0.57043046775826,0.796540452032399,0.505239342643719,0.819913656122671,0.651861448218485,0.149847711926185,0.189121169975361,0.277596966278748,0.316537938418428,0.263204672521411,0.601382257636226,0.901478788678838,0.601991912345872,0.802118879942124,0.621073427745201,0.243183460168652,-0.143810646590659,1,0.910688105455744
"S903",0.336024179752356,0.324713766454557,0.153746444124256,0.197630619989317,0.769342789102701,0.686403524084923,0.895302482576691,0.357956186043389,0.788269447150162,0.770393191724618,0.213539457714692,0.265099763453641,0.338915651890131,0.38826692744502,0.484028667988341,0.689207317748905,0.93591829235416,0.584175628039572,0.759506718712683,0.498001581826963,-0.074765856604511,-0.153915107005808,0.910688105455744,1
