"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.999885320622398,0.999923634165936,0.9994971338823,0.999499088021169,0.998985495426362,0.998630226392982,0.998765630319408,0.998453647556258,0.998739344344847,0.997610894682763,0.99803339092409,0.996821090655564,0.993509777729456,0.995919892542658,0.986612138373163,0.986489052876645,0.988585374700631,0.986899945307965,0.985433971234894,0.984752750382755,0.984752750382755,0.981536755975939,0.979713030942849,0.984529465686054,0.979884087459876,0.980674956710287,0.979611361882139,0.97805576507701,0.974221795264862
"S7850",0.999885320622398,1,0.999906655332176,0.999627320095451,0.999598200834978,0.998999000672322,0.998667433635752,0.998585136888851,0.998359538075315,0.998541120997098,0.997534761933134,0.997855193715265,0.996559998273016,0.993423041973709,0.995699546078346,0.986365255908672,0.986340686286911,0.988258951861288,0.986580948675932,0.985190675789723,0.984542893915639,0.984542893915639,0.981430562969882,0.979504260311689,0.984343152912065,0.979715221571872,0.980308108730281,0.979314653287487,0.977857686052559,0.973882749316626
"S7878",0.999923634165936,0.999906655332176,1,0.999736969324681,0.999770233898728,0.999305920301855,0.999023166107604,0.999015843367303,0.998844419738433,0.998975368654753,0.998165715058183,0.998323141319742,0.997122783380506,0.994212625889246,0.996245901300517,0.987186621859651,0.987138609101763,0.988969472314954,0.9873587985266,0.985978201448457,0.985239748381188,0.985239748381188,0.982208062770621,0.980404733012214,0.985046705936616,0.980559378774875,0.981215738775126,0.980237168660807,0.978744301982118,0.974799856769791
"S7935",0.9994971338823,0.999627320095451,0.999736969324681,1,0.99981557495524,0.999353829884079,0.999052210808771,0.998876028243775,0.998994458465324,0.998989043255257,0.998386736031856,0.998225032431423,0.997051187779086,0.994616079139271,0.996085223461914,0.98733148915368,0.987346361379349,0.988510802517321,0.987138258351203,0.985988463340171,0.985053986732341,0.985053986732341,0.982553839687878,0.980676877421634,0.984924930436879,0.980829659011744,0.981264421890007,0.980366129068673,0.979097328060684,0.975053087724875
"S7987",0.999499088021169,0.999598200834978,0.999770233898728,0.99981557495524,1,0.999788266330122,0.999650942914972,0.999459710072179,0.999518066335641,0.99946350606079,0.999031394932345,0.999030777996933,0.998081385079924,0.995893070871211,0.997325013743334,0.989405336227641,0.989371834214435,0.990668447369266,0.989379821207161,0.988205114646134,0.987416967977439,0.987416967977439,0.984907442741972,0.983158132139619,0.987276992060006,0.983290705419151,0.983759297836926,0.982919673816986,0.981646303768048,0.977818940495043
"S8057",0.998985495426362,0.998999000672322,0.999305920301855,0.999353829884079,0.999788266330122,1,0.999903783879611,0.999868804899771,0.999792645950288,0.999863768608326,0.99937315023524,0.999667156061388,0.999042701613859,0.997037892717364,0.998474179209429,0.991535901871165,0.99141824296803,0.992735408642714,0.991559249979238,0.990469135061521,0.989700507851686,0.989700507851686,0.987343238875927,0.985710936131302,0.989598686374553,0.985812237754481,0.986410118660714,0.985616001014661,0.984395147638427,0.980846645474723
"S8064",0.998630226392982,0.998667433635752,0.999023166107604,0.999052210808771,0.999650942914972,0.999903783879611,1,0.999778303606598,0.99987089878688,0.999746353430836,0.999614244656947,0.999721864751439,0.999136836405642,0.997498681063334,0.998575321078083,0.992139044933765,0.992031914868835,0.993127512734343,0.992113585525109,0.991034982792099,0.990306974506741,0.990306974506741,0.988058619116844,0.986508163965807,0.990185343992659,0.986575713085257,0.987061662928648,0.986339183886261,0.985125706614048,0.981650611580182
"S8079",0.998765630319408,0.998585136888851,0.999015843367303,0.998876028243775,0.999459710072179,0.999868804899771,0.999778303606598,1,0.999746837576382,0.999934797048924,0.999300816333651,0.999804467615861,0.99940839389158,0.997309482742458,0.99889205876088,0.99238711503251,0.992199741286336,0.993800893671118,0.992564728199184,0.991437397964703,0.99070887974106,0.99070887974106,0.98824470712678,0.986757956352696,0.990599408307814,0.986791903128419,0.987632607501304,0.986834029865652,0.985472924472582,0.982162089108387
"S8081",0.998453647556258,0.998359538075315,0.998844419738433,0.998994458465324,0.999518066335641,0.999792645950288,0.99987089878688,0.999746837576382,1,0.999772444683465,0.999818825635033,0.999676921695874,0.999244765017108,0.997990815105438,0.998649558982098,0.992721547497439,0.992618573676717,0.993401532406402,0.992559226232562,0.991578061316251,0.990743237037078,0.990743237037078,0.988751982418785,0.987331372652995,0.990625943071311,0.987368178657287,0.987829509559597,0.987106307790676,0.98596276350435,0.982587615801911
"S8084",0.998739344344847,0.998541120997098,0.998975368654753,0.998989043255257,0.99946350606079,0.999863768608326,0.999746353430836,0.999934797048924,0.999772444683465,1,0.999290101835831,0.999822753468556,0.999375742608103,0.997204712336657,0.998786980636678,0.992166301360789,0.991902749785613,0.993313071561714,0.992199735819175,0.99110174610799,0.990281794221663,0.990281794221663,0.987979315726274,0.986423756774836,0.990175296183197,0.986481221214893,0.987287242822739,0.986447951301218,0.98517486209683,0.981869818123037
