"","S1177","S1193","S1242","S1249","S1251","S1277","S1288","S1397","S1427","S1438","S1542","S1917","S2081","S2172","S2292","S2432","S2445","S2463","S2478","S2580","S2581","S2611","S2628","S2709","S2715","S2723","S2740","S2768","S2783","S2803","S2813","S2855"
"S1177",1,0.0270366621043335,-0.160692424780539,-0.124031491360684,-0.260070315217755,-0.00785704969193855,0.080117609061822,NA,-0.28937273508608,0.127264593011106,0.254708146766274,0.464917525714986,0.259215539539519,0.170930944855749,0.712544915662609,0.174862834856657,-0.247373852597548,-0.221927600134188,0.718452419127054,0.0663285107078713,0.0633274246545641,-0.377569766227362,-0.012457125046913,-0.0238794216602097,-0.13360786754863,0.863399294739408,0.207446139464663,0.474761420987197,0.438475950097588,-0.335903711128066,-0.0593397615503204,0.0515379000832596
"S1193",0.0270366621043335,1,-0.469796522588472,0.167463805030166,0.379219142172631,-0.399941170062543,-0.0588054779082173,NA,-0.353267434497885,-0.0465840570676325,-0.494918295966707,-0.145971910870618,-0.0359830619749737,0.615982526301432,-0.247460632823568,0.619020029569108,-0.43170631952548,0.171031698014967,0.412057543110761,0.127202587174861,0.496891780852911,-0.181904090460698,0.676602218120134,-0.13880653539545,0.416105142063576,-0.240032334175489,0.862536847474097,0.243697976714181,-0.0999424137101946,-0.130855917817597,-0.222470595563209,-0.464362557768922
"S1242",-0.160692424780539,-0.469796522588472,1,0.161696221142877,-0.266467148274881,0.0188051279503165,0.340592233346631,NA,0.447348457597204,-0.535284335583274,-0.043679546253364,0.264984955227018,0.340562394181546,-0.315821403004202,0.13225928066462,-0.303127394366667,0.141519438603004,-0.377496587425109,-0.633282998804961,-0.515307262503991,0.172741244935507,0.716217266785197,-0.192396722582024,0.0169422924294947,0.0513056645874627,-0.195477622407541,-0.459703331184364,-0.278411776039833,-0.577233362410141,-0.134715181784913,-0.103867761948557,-0.0969484746506922
"S1249",-0.124031491360684,0.167463805030166,0.161696221142877,1,-0.175585234497793,-0.394875358005884,0.225244086138411,NA,-0.489136838622994,-0.290488237356393,0.221059213001527,-0.347628355630001,0.339150263706382,0.355204880667877,-0.062284803790079,-0.06727705237898,-0.56028800881248,-0.340924628318021,-0.204260248896772,-0.679348608222107,-0.0773603518136444,-0.049247771442663,0.287312927293582,-0.65382746044555,-0.114854369013011,-0.378802153666882,-0.172815712964492,-0.333388709701391,-0.310751790411877,-0.273230814600939,-0.209232395324661,-0.336271153967356
"S1251",-0.260070315217755,0.379219142172631,-0.266467148274881,-0.175585234497793,1,0.389843428199672,0.0827349914317467,NA,0.200063702770337,0.074328390350871,-0.0238221974691072,-0.00422220906165143,0.0538581849160405,-0.136596851588519,-0.479040009816363,-0.0338657272363057,-0.324301014199036,0.743322709109301,0.275345022608646,0.109468102231925,0.195972637557122,-0.0453178980487133,0.480004371154585,0.0246849722382391,0.553335816719021,-0.346137514846461,0.445921467156095,0.116876963585417,-0.123672554520437,0.333811748697452,0.177944403694804,-0.425122070657722
"S1277",-0.00785704969193855,-0.399941170062543,0.0188051279503165,-0.394875358005884,0.389843428199672,1,0.201867265244965,NA,0.100857722939269,0.19034900420146,0.220322129541126,0.134086835046031,-0.0628666886923103,-0.559119869019089,0.0378480667326347,-0.212645086416615,0.358560639298034,0.353283362808255,0.150794293899158,0.0615757887224496,-0.137980420984689,-0.0826576655912463,-0.236267645120568,0.135186637202641,0.321146292392554,0.0312695147671723,-0.243356294584476,-0.0289508023196631,0.186751696884611,0.135760652263908,0.736406818277112,0.337100014923564
"S1288",0.080117609061822,-0.0588054779082173,0.340592233346631,0.225244086138411,0.0827349914317467,0.201867265244965,1,NA,-0.366820994146253,0.298734512746192,-0.262967924755247,-0.229166352204317,0.561056412905358,-0.329028412472731,0.363963178041376,-0.197145093052246,-0.35246029512136,0.38516985752508,0.131560824109793,-0.206062522858541,0.126654589922421,0.361017403776428,0.170527643889307,-0.00753031705282138,0.222620738786782,-0.126010997123364,0.110808165273306,-0.263655235285087,0.0509664883489373,-0.357597785074241,-0.0432351896343987,-0.334275689606029
"S1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1427",-0.28937273508608,-0.353267434497885,0.447348457597204,-0.489136838622994,0.200063702770337,0.100857722939269,-0.366820994146253,NA,1,-0.320922175783668,0.0410670649166338,0.49755075964366,-0.0740749552367231,-0.209101586743199,-0.404611721536283,-0.293892621850933,0.350898690740388,0.00415640310081373,-0.449339508696022,0.164758610273718,0.0818721171470128,0.304881545841238,-0.302068263977992,0.370532585756007,0.0620814266127987,0.00314488703347913,-0.236297425277199,0.0462412920401883,-0.396854130477021,0.389324249518255,0.0622003300708627,0.0409213515493258
"S1438",0.127264593011106,-0.0465840570676325,-0.535284335583274,-0.290488237356393,0.074328390350871,0.19034900420146,0.298734512746192,NA,-0.320922175783668,1,-0.214333336217885,-0.112524741247903,0.230963286362678,-0.00320104248825163,0.00491808646368867,-0.333989898130449,0.0547865836587256,0.651065282358461,0.531771613371357,0.49965992640237,-0.498258326783993,-0.409660655767228,-0.344388156393279,0.500391139058791,-0.327926410482094,0.335459992469091,0.268988790415898,-0.270820254448032,0.84194728486695,-0.278156316151692,0.0801103197959178,0.3223452736489
