"","S1095","S1657","S2075","S4061","S4714","S5118","S522","S5934","S8253"
"S1095",1,0.986778470439215,0.99781410039339,0.99424917531867,0.978854241656958,0.355876892051843,0.484245137806492,0.992353232910054,0.950277556800884
"S1657",0.986778470439215,1,0.98937787341503,0.997267083068155,0.959314789585455,0.405310097800569,0.484144890975957,0.993927357463033,0.936540434956794
"S2075",0.99781410039339,0.98937787341503,1,0.996098776209377,0.975386482422817,0.322399173906666,0.444453757816661,0.990924417182655,0.934588122342133
"S4061",0.99424917531867,0.997267083068155,0.996098776209377,1,0.972336150279529,0.377213759847409,0.47981461963517,0.994116747079124,0.941316580698602
"S4714",0.978854241656958,0.959314789585455,0.975386482422817,0.972336150279529,1,0.384745758429172,0.533075306839057,0.970963788199253,0.954829216737609
"S5118",0.355876892051843,0.405310097800569,0.322399173906666,0.377213759847409,0.384745758429172,1,0.921785965783963,0.415290412658941,0.55383476470563
"S522",0.484245137806492,0.484144890975957,0.444453757816661,0.47981461963517,0.533075306839057,0.921785965783963,1,0.523664679267005,0.701063907782987
"S5934",0.992353232910054,0.993927357463033,0.990924417182655,0.994116747079124,0.970963788199253,0.415290412658941,0.523664679267005,1,0.961827366197545
"S8253",0.950277556800884,0.936540434956794,0.934588122342133,0.941316580698602,0.954829216737609,0.55383476470563,0.701063907782987,0.961827366197545,1
