"","S6784","S6810","S6811","S6815","S6879","S6883","S6905","S6909","S6945","S7043","S7105"
"S6784",1,0.906141715098063,0.875483651653835,0.649458487356015,-0.297139326602169,-0.306167943268728,-0.560339167526795,0.385880426075739,-0.628636294495694,0.598281428986083,NA
"S6810",0.906141715098063,1,0.941302877541071,0.47335910674123,-0.407092092336734,-0.274157678441076,-0.274618075453833,0.469958101587541,-0.416120395357153,0.50485786204223,NA
"S6811",0.875483651653835,0.941302877541071,1,0.412963277592187,-0.422110654693532,-0.443121552963362,-0.337035856763025,0.503284864802985,-0.311813618941797,0.614954699419724,NA
"S6815",0.649458487356015,0.47335910674123,0.412963277592187,1,-0.646531720936777,-0.261316280434387,-0.38355674722214,-0.270323164086993,-0.758827237899544,0.278753261180983,NA
"S6879",-0.297139326602169,-0.407092092336734,-0.422110654693532,-0.646531720936777,1,0.274037508136422,-0.206264816586278,0.321564617169292,0.353242130407451,-0.051907649768631,NA
"S6883",-0.306167943268728,-0.274157678441076,-0.443121552963362,-0.261316280434387,0.274037508136422,1,-0.068780089028826,-0.474863196961427,-0.221403796138009,-0.700235671145748,NA
"S6905",-0.560339167526795,-0.274618075453833,-0.337035856763025,-0.38355674722214,-0.206264816586278,-0.068780089028826,1,-0.0209690053390517,0.550797926706165,-0.186630785114873,NA
"S6909",0.385880426075739,0.469958101587541,0.503284864802985,-0.270323164086993,0.321564617169292,-0.474863196961427,-0.0209690053390517,1,0.371341819784303,0.513621775103078,NA
"S6945",-0.628636294495694,-0.416120395357153,-0.311813618941797,-0.758827237899544,0.353242130407451,-0.221403796138009,0.550797926706165,0.371341819784303,1,-0.0778873553600743,NA
"S7043",0.598281428986083,0.50485786204223,0.614954699419724,0.278753261180983,-0.051907649768631,-0.700235671145748,-0.186630785114873,0.513621775103078,-0.0778873553600743,1,NA
"S7105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
