"","S4939","S4948","S5173","S5226","S5241","S5258","S5263","S5267","S5358","S5373","S5432","S5537","S5603","S5648"
"S4939",1,0.478548342292467,-0.0556700494169937,-0.034554373059217,0.133789305617059,-0.27327021671909,NA,NA,-0.109467529450526,0.94959750829665,0.937702011919256,0.696244207526934,-0.175953233916174,-0.179361294367394
"S4948",0.478548342292467,1,0.0693671566990222,0.0338170701821101,-0.0327973126053429,-0.0999378422205226,NA,NA,0.277491507197475,0.445569609951403,0.362792371128566,0.492553934740049,-0.0802808673007632,-0.59632940057134
"S5173",-0.0556700494169937,0.0693671566990222,1,-0.19168958195222,0.111117622070372,-0.20220052055785,NA,NA,-0.163715143420973,-0.153807320070084,-0.147209693665554,-0.173962491211135,-0.250311526398425,-0.111111111111111
"S5226",-0.034554373059217,0.0338170701821101,-0.19168958195222,1,-0.953169099201209,0.110625170701866,NA,NA,-0.0267554608589217,0.0018900400908874,-0.0859754485963437,-0.152832854651969,0.481687293003097,0.0762004791570027
"S5241",0.133789305617059,-0.0327973126053429,0.111117622070372,-0.953169099201209,1,-0.2146605600712,NA,NA,0.147020990510801,0.154252844195458,0.153081523014318,0.155743356471893,-0.235042130851428,0.116114844404861
"S5258",-0.27327021671909,-0.0999378422205226,-0.20220052055785,0.110625170701866,-0.2146605600712,1,NA,NA,-0.0919586990310423,-0.251833969817379,0.0284077951509826,-0.257581212891256,-0.1320682571742,-0.13999150647748
"S5263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5358",-0.109467529450526,0.277491507197475,-0.163715143420973,-0.0267554608589217,0.147020990510801,-0.0919586990310423,NA,NA,1,0.151362776633468,-0.204577250655403,-0.251958126612565,0.504651395736621,-0.163715143420973
"S5373",0.94959750829665,0.445569609951403,-0.153807320070084,0.0018900400908874,0.154252844195458,-0.251833969817379,NA,NA,0.151362776633468,1,0.894327127400563,0.589624053135889,0.0469312700691819,-0.0874795451077012
"S5432",0.937702011919256,0.362792371128566,-0.147209693665554,-0.0859754485963437,0.153081523014318,0.0284077951509826,NA,NA,-0.204577250655403,0.894327127400563,1,0.665264510857464,-0.267980138535929,-0.147209693665554
"S5537",0.696244207526934,0.492553934740049,-0.173962491211135,-0.152832854651969,0.155743356471893,-0.257581212891256,NA,NA,-0.251958126612565,0.589624053135889,0.665264510857464,1,-0.31378870442902,-0.173962491211135
"S5603",-0.175953233916174,-0.0802808673007632,-0.250311526398425,0.481687293003097,-0.235042130851428,-0.1320682571742,NA,NA,0.504651395736621,0.0469312700691819,-0.267980138535929,-0.31378870442902,1,0.609366146736467
"S5648",-0.179361294367394,-0.59632940057134,-0.111111111111111,0.0762004791570027,0.116114844404861,-0.13999150647748,NA,NA,-0.163715143420973,-0.0874795451077012,-0.147209693665554,-0.173962491211135,0.609366146736467,1
