"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,0.99326083424887,0.994007075658591,0.00942352581273503,0.994173226334707,0.983424847819155,-0.561111926531459,0.983725144482391,0.210098753328997,0.0363583361329114,-0.167929811685609,-0.247746900021999
"S10329",0.99326083424887,1,0.999903861219515,-0.0242855163249102,0.999864386505435,0.996983953054415,-0.59916866573649,0.996590968395753,0.1818822383056,0.000557734995834451,-0.198689479118919,-0.285779112375017
"S10459",0.994007075658591,0.999903861219515,1,-0.0241842082153623,0.999996415938048,0.996071324895084,-0.598783273646214,0.996387424898947,0.186738817782561,0.00194379097542763,-0.192780075169029,-0.278796620929155
"S8637",0.00942352581273503,-0.0242855163249102,-0.0241842082153623,1,-0.0239206191181432,-0.0628878300014186,0.295382315399403,-0.0757220360124479,-0.104334406007667,0.873177026044479,0.751424707902522,0.703664348316512
"S8762",0.994173226334707,0.999864386505435,0.999996415938048,-0.0239206191181432,1,0.995865835906629,-0.598661412267259,0.9963114130897,0.187607599187333,0.00236201979845528,-0.191533500134744,-0.277479732704158
"S8891",0.983424847819155,0.996983953054415,0.996071324895084,-0.0628878300014186,0.995865835906629,1,-0.622156001613223,0.997958365132376,0.149708653685129,-0.0403428656814813,-0.23879219107655,-0.337093723806537
"S9167",-0.561111926531459,-0.59916866573649,-0.598783273646214,0.295382315399403,-0.598661412267259,-0.622156001613223,1,-0.632356787527942,0.188975213622859,0.115516764470902,0.357926735267955,0.483642744035812
"S9315",0.983725144482391,0.996590968395753,0.996387424898947,-0.0757220360124479,0.9963114130897,0.997958365132376,-0.632356787527942,1,0.160871904644583,-0.0465067563741539,-0.215916866531829,-0.314021702331398
"S9449",0.210098753328997,0.1818822383056,0.186738817782561,-0.104334406007667,0.187607599187333,0.149708653685129,0.188975213622859,0.160871904644583,1,-0.172355903908984,-0.0620960446079338,0.0637165180863707
"S9583",0.0363583361329114,0.000557734995834451,0.00194379097542763,0.873177026044479,0.00236201979845528,-0.0403428656814813,0.115516764470902,-0.0465067563741539,-0.172355903908984,1,0.58008461203085,0.6517991008344
"S9721",-0.167929811685609,-0.198689479118919,-0.192780075169029,0.751424707902522,-0.191533500134744,-0.23879219107655,0.357926735267955,-0.215916866531829,-0.0620960446079338,0.58008461203085,1,0.871652358574046
"S9965",-0.247746900021999,-0.285779112375017,-0.278796620929155,0.703664348316512,-0.277479732704158,-0.337093723806537,0.483642744035812,-0.314021702331398,0.0637165180863707,0.6517991008344,0.871652358574046,1
