"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,1,0.999853275635872,0.999959464000154,0.999911546188781,0.999911546188781,0.999895217721198,0.999895217721198,0.999919672744649,0.999910024499734,0.998589875208055,0.999048546179194
"S1566",1,1,0.999853275635872,0.999959464000154,0.999911546188781,0.999911546188781,0.999895217721198,0.999895217721198,0.999919672744649,0.999910024499734,0.998589875208055,0.999048546179194
"S1628",0.999853275635872,0.999853275635872,1,0.999862709756485,0.99983136677108,0.99983136677108,0.999776541637179,0.999776541637179,0.999795296700257,0.999807687164806,0.999135147923181,0.999363302234212
"S1633",0.999959464000154,0.999959464000154,0.999862709756485,1,0.999919291014144,0.999919291014144,0.999939069561373,0.999939069561373,0.999915410920706,0.999955621800134,0.998492048241286,0.998960402147124
"S1681",0.999911546188781,0.999911546188781,0.99983136677108,0.999919291014144,1,1,0.999940358692217,0.999940358692217,0.9998520700014,0.99995847746843,0.998609166964208,0.998920341052954
"S1743",0.999911546188781,0.999911546188781,0.99983136677108,0.999919291014144,1,1,0.999940358692217,0.999940358692217,0.9998520700014,0.99995847746843,0.998609166964208,0.998920341052954
"S1750",0.999895217721198,0.999895217721198,0.999776541637179,0.999939069561373,0.999940358692217,0.999940358692217,1,1,0.99990345849661,0.999950765881201,0.998387832272208,0.998815042656579
"S1761",0.999895217721198,0.999895217721198,0.999776541637179,0.999939069561373,0.999940358692217,0.999940358692217,1,1,0.99990345849661,0.999950765881201,0.998387832272208,0.998815042656579
"S1808",0.999919672744649,0.999919672744649,0.999795296700257,0.999915410920706,0.9998520700014,0.9998520700014,0.99990345849661,0.99990345849661,1,0.999872065298723,0.998524841208326,0.998948382764912
"S1838",0.999910024499734,0.999910024499734,0.999807687164806,0.999955621800134,0.99995847746843,0.99995847746843,0.999950765881201,0.999950765881201,0.999872065298723,1,0.998414112728712,0.998812416951487
"S2162",0.998589875208055,0.998589875208055,0.999135147923181,0.998492048241286,0.998609166964208,0.998609166964208,0.998387832272208,0.998387832272208,0.998524841208326,0.998414112728712,1,0.999825300880259
"S2163",0.999048546179194,0.999048546179194,0.999363302234212,0.998960402147124,0.998920341052954,0.998920341052954,0.998815042656579,0.998815042656579,0.998948382764912,0.998812416951487,0.999825300880259,1
