"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.803722932516425,0.845218708237447,0.881259565889623,0.898935536965287,0.840386676943197,0.88967412729463,0.857196899126819,0.916569428650471,0.934893945482586,0.904350071707424,0.963851838614932,0.891248983335811,0.910015232029494,0.973968953625222,0.889074731341148,0.903047799136279,0.795378310592674,0.893087439140978,0.708198123657398,0.758371914479775,0.879644936544251,0.790501442819998,0.692582471389663,0.695038154721758,0.848026281081048,0.682308104220429,0.803876609569647,0.679324404465965,0.786741939910741
"S7850",0.803722932516425,1,0.975812727611499,0.959832545093848,0.957389093308625,0.96926763030356,0.922575488386529,0.925908349379262,0.654806227728176,0.900931507250031,0.959003138751632,0.905370953662492,0.930267311408706,0.734621672406948,0.857723008770803,0.707057899220126,0.717068072803575,0.613746274217529,0.781192487666007,0.54511312973673,0.635460295684629,0.773579703390789,0.675238453377002,0.528416638480928,0.5292596718395,0.690563392531263,0.548688787259552,0.753495078681355,0.554237352506118,0.707487359822624
"S7878",0.845218708237447,0.975812727611499,1,0.987379008891476,0.969697756589508,0.992995753246103,0.950820652753234,0.972886007347229,0.729506689936976,0.951087380252034,0.961492193499601,0.938105634453334,0.966554212359744,0.800050632920198,0.914384170383706,0.781493602301062,0.78783624479912,0.684478937252623,0.828880784864141,0.615693621985077,0.685324695712921,0.838645567070687,0.7294983406615,0.600050072606928,0.601025481240072,0.731943951564309,0.622802217348882,0.785834126350959,0.632492818931797,0.728742418785463
"S7935",0.881259565889623,0.959832545093848,0.987379008891476,1,0.979397617926159,0.988691064897657,0.983749771801753,0.965590479413197,0.747813919821324,0.959889524577777,0.949735961254167,0.961271500089911,0.96105192256933,0.803586541369444,0.939083787066763,0.795030777125452,0.798078307476968,0.688833702740065,0.826340644803048,0.607911800254232,0.705503282385568,0.831192398445387,0.741789524856733,0.602525811535091,0.594180012363212,0.7461982831922,0.622267030873408,0.762935379606087,0.629863243083561,0.759019263830147
"S7987",0.898935536965287,0.957389093308625,0.969697756589508,0.979397617926159,1,0.978795799019619,0.960756262245818,0.943619111578174,0.764822244195929,0.944175523082488,0.980681048587331,0.972306606358825,0.944898698764674,0.798187599419262,0.944151194847989,0.770777327965227,0.785634970887489,0.649875233779104,0.817962546859568,0.578966388799424,0.66211101978625,0.80755756264092,0.683648145406891,0.571452452300271,0.563370834685828,0.722884431477156,0.583223479124171,0.738601822273105,0.589322645720549,0.715974777169317
"S8057",0.840386676943197,0.96926763030356,0.992995753246103,0.988691064897657,0.978795799019619,1,0.956040803110612,0.969794602908805,0.730504928721884,0.947046048191755,0.957436805350391,0.93643883008563,0.957433122808997,0.792177564298958,0.913949868056405,0.779901397935021,0.783690379386287,0.651218429536883,0.8073758694909,0.605031534156968,0.676439912516963,0.822937336550044,0.711477701321555,0.597721030236383,0.590413210709289,0.712990544200616,0.62129520629199,0.762937046640761,0.629977810863003,0.718278920324632
"S8064",0.88967412729463,0.922575488386529,0.950820652753234,0.983749771801753,0.960756262245818,0.956040803110612,1,0.914587275517737,0.725534429926232,0.923621021478218,0.911746157203455,0.949646302055088,0.906903849770187,0.763382673929501,0.925324882448317,0.763468102684647,0.760897458672796,0.628964333080925,0.763818704740201,0.542051002053806,0.647496323119856,0.775933809097326,0.68962521447543,0.53777901019468,0.527699683941445,0.701215063116821,0.556628459953068,0.69151179007456,0.562617899268926,0.715510658929406
"S8079",0.857196899126819,0.925908349379262,0.972886007347229,0.965590479413197,0.943619111578174,0.969794602908805,0.914587275517737,1,0.810276367487073,0.977655242432327,0.935893431025916,0.933229772941844,0.983684187176831,0.868382238376686,0.933413339515498,0.856397601142358,0.863353156238413,0.780845039529574,0.896990696589273,0.720737632629721,0.799957468611734,0.897171185549331,0.829038122808228,0.71055834786108,0.708796566886647,0.816094949474785,0.723890897965689,0.854019554213042,0.73781679913926,0.811296483920613
"S8081",0.916569428650471,0.654806227728176,0.729506689936976,0.747813919821324,0.764822244195929,0.730504928721884,0.725534429926232,0.810276367487073,1,0.881851366595517,0.790588637004241,0.835759072746421,0.826841340567484,0.981046710283966,0.894086412420954,0.968914862862398,0.979784375006156,0.877305622981409,0.919633169256042,0.887542379198886,0.859991235301436,0.93762385429205,0.870611801898305,0.871603352196742,0.878734822991855,0.912181637031687,0.854816744001533,0.893574168275896,0.856552728674858,0.820845188367719
"S8084",0.934893945482586,0.900931507250031,0.951087380252034,0.959889524577777,0.944175523082488,0.947046048191755,0.923621021478218,0.977655242432327,0.881851366595517,1,0.944977284570423,0.970300195134707,0.98953922576902,0.926210183936562,0.979744610343553,0.915311189593066,0.922627649572959,0.840407462899894,0.94146553356181,0.772328338095692,0.835541155662641,0.940776054705293,0.869445788736246,0.763523061604199,0.760836605601626,0.869963772322947,0.770120879284517,0.882670845042641,0.774255823704212,0.849305830852056
"S8143",0.904350071707424,0.959003138751632,0.961492193499601,0.949735961254167,0.980681048587331,0.957436805350391,0.911746157203455,0.935893431025916,0.790588637004241,0.944977284570423,1,0.964624614424334,0.954069990186268,0.832591383463182,0.938133927034945,0.791053575422075,0.812330286305562,0.692126617880635,0.859872727980498,0.622018175787861,0.674866812484289,0.842800635465038,0.707461289121314,0.60106979389741,0.605468955717883,0.75534843655219,0.607764094858564,0.796159219955502,0.61086173760998,0.717929158037373
