"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.328777893279032,0.0332678703952297,-0.0236770659892785,0.207158146494142,0.832526473732966,0.587778121139115,0.644717484046747,0.359252316664427,0.458713455214097,0.714788173589334,0.0167053742020817,0.342913734610609,0.360333681766295,0.343364183540979,0.646051984281066,0.318268468105392,0.61821795367102,0.478224860784002,0.514792276736393,0.548538488505234,0.412385985425584,0.823708968143306,0.659476227164068,0.840074944522164,-0.165616967171917,0.382413579221965,0.863312664711738,-0.191714706653188,-0.173098771156778,0.544816213999831,0.556421326535192,0.861442219970839,0.581985732514662,0.757659882676319,0.660017426596582,0.658641125936614,0.481031279756279,0.629433714447861
"S8090",0.328777893279032,1,0.699802694919066,0.596063405783305,0.763280036008128,0.365802091026441,0.682882894584775,0.413359791290802,0.383684136163133,0.584401636507206,0.416536349043947,0.615397889258425,0.632577618529292,0.466172488052989,0.183250532635173,0.220791244553292,0.295942871040993,0.32551921186194,0.492001417816318,0.504334439525474,0.148034278366144,0.198562348074522,0.5372333252597,0.506104488138574,0.451947745491821,-0.0695674922937601,0.162459636613149,0.539614149991269,0.177419598642447,-0.422814847431753,0.408010491474333,0.346659627011502,0.464459433845269,0.201710767114777,0.413163632285714,0.217232165049516,0.426882588006254,0.255878660096055,0.328430769308285
"S8091",0.0332678703952297,0.699802694919066,1,0.889362065577693,0.492394022960707,0.202748952369325,0.477459461556944,0.0321280738042449,-0.16513485002469,0.671997164519734,-0.152293617174131,0.28691159190726,0.181312931907759,-0.140983961231001,0.348164606945582,-0.156905341110729,-0.256779803260499,-0.308301809553872,0.210679549550828,0.192660566591221,0.189026874672058,0.150895490445857,0.35546535843628,0.37966744230559,-0.0708449429295655,-0.185676243212836,-0.164071560060231,0.210850905123886,-0.216102421971893,-0.414974837814864,0.385804080237673,0.176485839227726,-0.0173332865291709,-0.143889938710085,0.0256566207476012,-0.146781011652273,0.154582795585301,0.508451453190598,-0.279031605034
"S8092",-0.0236770659892785,0.596063405783305,0.889362065577693,1,0.364592091000359,0.250521512431497,0.297319477995168,0.113679849923668,-0.194489803280928,0.723979736204094,-0.0519974661640408,0.442670651973626,0.310147044969673,0.0493762462031976,0.251654732293611,-0.106522016102978,-0.0344618639721034,-0.211052976247813,-0.0655573934658355,0.321742265570305,0.27542036564934,0.269817379139397,0.344839330097182,0.56225216616691,-0.0151554913208792,-0.226016854639692,0.134256671072021,0.215930853497521,-0.266789158805099,-0.356163662954612,0.218694234965517,0.145597035635175,-0.0391539233852432,-0.339834348955913,-0.168770333971246,-0.0076954557652904,0.112221781350073,0.431429924620199,-0.0849942952858775
"S8093",0.207158146494142,0.763280036008128,0.492394022960707,0.364592091000359,1,0.366991601890547,0.490530656737819,0.00705943926548895,0.331201138497475,0.452844682091485,0.309393144890114,0.585708377521107,0.328673416526591,0.112153210037695,0.00977063323946386,0.384396122782649,-0.0851979056209705,0.0720049799900809,0.576332040339017,0.15087381546704,-0.0897789009803307,-0.0552372321400955,0.24040755743933,0.240185465507521,0.220411830977044,0.370714884453541,0.0554579164858872,0.345561111169698,-0.195499306569501,-0.597464307281623,0.332969399148869,0.0865264732368151,0.200981110430709,0.0470699985293468,0.447118226855948,0.193966987040298,0.676248595403845,-0.0121507784861471,0.127146144844512
"S8094",0.832526473732966,0.365802091026441,0.202748952369325,0.250521512431497,0.366991601890547,1,0.586701001617658,0.573421955073347,0.274696709371836,0.601610426610481,0.560524050022755,0.297229958009584,0.215912820197624,0.2492124903528,0.460817996593638,0.49267613340891,0.223716319990806,0.381475350736119,0.249301973170747,0.390511440711628,0.562395091512377,0.411111932676772,0.668523297948506,0.78238799555951,0.664716983222223,-0.0170924376810462,0.367734657237595,0.760731632117453,-0.377309784357582,-0.168710687601993,0.476698825632395,0.682272736368229,0.619018778798572,0.483960493240555,0.505617215768214,0.767518095643621,0.682894767790449,0.504437043451378,0.472301370764113
"S8095",0.587778121139115,0.682882894584775,0.477459461556944,0.297319477995168,0.490530656737819,0.586701001617658,1,0.705339837106423,0.54466766129746,0.54295725765997,0.5096951508073,0.387613733832918,0.276125719452206,0.216008166515339,0.445594380286787,0.243253357848205,0.128987339879382,0.318215885163408,0.72497995733565,0.565195489395644,0.638672186658895,0.448180632455385,0.764172770138688,0.610303386453046,0.601604373689288,0.234819571637964,0.187226533790373,0.79246743637439,0.148050584052163,-0.0891003453712514,0.878739327361448,0.495769305365875,0.398777237401057,0.562482817805544,0.52798473834184,0.302197590340351,0.364512907111545,0.706665128838143,0.214586578272997
"S8096",0.644717484046747,0.413359791290802,0.0321280738042449,0.113679849923668,0.00705943926548895,0.573421955073347,0.705339837106423,1,0.595600899612693,0.333803494238981,0.734543987244955,0.40713076962934,0.481659648489952,0.67753451391016,0.332156215621954,0.263836712383063,0.693030145713917,0.715009435300558,0.295586171314218,0.791382317666609,0.742588614837971,0.658034590642533,0.773989840921717,0.755632192153864,0.833844351472105,-0.069837298868856,0.557230456149427,0.825473796758635,0.405591389678016,0.198592431561913,0.544111647687494,0.586456975996184,0.611966182423024,0.59014533032814,0.377543797395771,0.565231199382685,0.1616684388675,0.523066940579364,0.675992512158337
"S8097",0.359252316664427,0.383684136163133,-0.16513485002469,-0.194489803280928,0.331201138497475,0.274696709371836,0.54466766129746,0.595600899612693,1,0.0386598318532683,0.769465181890429,0.474535172505134,0.494084984900015,0.571048628039976,-0.366538915708158,0.458865235219063,0.568843801567788,0.721927435158733,0.488577623868224,0.669510672785629,0.438261769406719,0.0496530732665858,0.390433211475023,0.3779727528481,0.597314872346962,0.360308965369324,0.454282214861528,0.49733118877895,0.306361908763807,0.0265613643741144,0.358233950043851,0.0138499696053768,0.420782142101331,0.362151408909738,0.24021475908933,0.558538698048368,0.0836357086130656,0.169236146520397,0.476280027466351
"S8098",0.458713455214097,0.584401636507206,0.671997164519734,0.723979736204094,0.452844682091485,0.601610426610481,0.54295725765997,0.333803494238981,0.0386598318532683,1,0.368963718294377,0.186242865804462,0.517611986096638,0.174014397588442,0.250183327617266,0.478890076582213,0.0314616137532028,0.157902377768049,0.352726577130622,0.41786580190769,0.446097106936056,0.165329899657913,0.665947996599789,0.773912639531121,0.470099772796826,0.0500053747606885,0.497834128519151,0.583839041630532,-0.416748792707398,-0.137001433277194,0.590114546738456,0.297874204760264,0.326484096178627,-0.159648446864862,0.16718477348452,0.150708775619395,0.416937739888713,0.666166247239235,0.211565130778956
