"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,0.949040444684916,0.949459074532023,0.957128842721099,0.958069676389762,0.954678244467064,0.548672640712717,0.952737849052366,0.950545098516823,0.982590219315585,0.927882670577222,0.93325960724327
"S1566",0.949040444684916,1,0.939291169475686,0.937348790791621,0.945518900320115,0.945576055756343,0.458066946538295,0.944538793871829,0.940622266134961,0.963746586444369,0.968271599867884,0.971252337439391
"S1628",0.949459074532023,0.939291169475686,1,0.992347521670358,0.987968254323942,0.987491402427785,0.545497733191549,0.987865381874855,0.983988977854899,0.943488426285383,0.926616559196236,0.93160858684677
"S1633",0.957128842721099,0.937348790791621,0.992347521670358,1,0.995901593233654,0.996195597185095,0.547712795565259,0.994314948067041,0.9926827318519,0.956722512170858,0.938329507077012,0.943260167746414
"S1681",0.958069676389762,0.945518900320115,0.987968254323942,0.995901593233654,1,0.999374852921584,0.565770904650123,0.996919636854896,0.994437495316484,0.96393447581299,0.947258445115895,0.950976684091287
"S1743",0.954678244467064,0.945576055756343,0.987491402427785,0.996195597185095,0.999374852921584,1,0.565492802864672,0.998702527809855,0.997137457308629,0.964506243062632,0.949049296795088,0.952724074092969
"S1750",0.548672640712717,0.458066946538295,0.545497733191549,0.547712795565259,0.565770904650123,0.565492802864672,1,0.580218883942367,0.589031253819959,0.511111111111111,0.356260490158713,0.367480941274869
"S1761",0.952737849052366,0.944538793871829,0.987865381874855,0.994314948067041,0.996919636854896,0.998702527809855,0.580218883942367,1,0.999218337274458,0.963756665459383,0.943653945486533,0.947383660701212
"S1808",0.950545098516823,0.940622266134961,0.983988977854899,0.9926827318519,0.994437495316484,0.997137457308629,0.589031253819959,0.999218337274458,1,0.964510467821092,0.940178954579465,0.944204514506304
"S1838",0.982590219315585,0.963746586444369,0.943488426285383,0.956722512170858,0.96393447581299,0.964506243062632,0.511111111111111,0.963756665459383,0.964510467821092,1,0.967211942274129,0.970108560000204
"S2162",0.927882670577222,0.968271599867884,0.926616559196236,0.938329507077012,0.947258445115895,0.949049296795088,0.356260490158713,0.943653945486533,0.940178954579465,0.967211942274129,1,0.999734512527341
"S2163",0.93325960724327,0.971252337439391,0.93160858684677,0.943260167746414,0.950976684091287,0.952724074092969,0.367480941274869,0.947383660701212,0.944204514506304,0.970108560000204,0.999734512527341,1
