"","S8284","S8286","S8295","S8298","S8302","S8330","S8341","S8355","S8362","S8379","S8387","S8388","S8390","S8391","S8392","S8433","S8476","S8477","S8478","S8484","S8485","S8486","S8490","S8492","S8493","S8494","S8496"
"S8284",1,1,0.838794042081169,0.83901372749735,0.859641195188123,0.863170717541316,0.845932911174341,0.901892387659958,0.92819038568618,0.773729236349119,0.930854112373405,0.862206433459687,0.907257871346843,0.923566904621153,0.806186133005454,0.929954023221563,0.770467078306425,0.800890850212519,0.824121517364288,0.844072071201772,0.844072071201772,0.851866526279861,0.894313006247647,0.920529101444273,0.920529101444273,0.920529101444273,0.932073516692827
"S8286",1,1,0.838794042081169,0.83901372749735,0.859641195188123,0.863170717541316,0.845932911174341,0.901892387659958,0.92819038568618,0.773729236349119,0.930854112373405,0.862206433459687,0.907257871346843,0.923566904621153,0.806186133005454,0.929954023221563,0.770467078306425,0.800890850212519,0.824121517364288,0.844072071201772,0.844072071201772,0.851866526279861,0.894313006247647,0.920529101444273,0.920529101444273,0.920529101444273,0.932073516692827
"S8295",0.838794042081169,0.838794042081169,1,0.999475735391094,0.936394852083641,0.959973499020614,0.98283079845672,0.94583662813309,0.852486701069803,0.855101657662457,0.846259190849602,0.927214535427813,0.898244844986713,0.915529626001831,0.876925778841764,0.804673266375169,0.812614789658191,0.843715392697316,0.830860841811475,0.731092259559218,0.731092259559218,0.816141012589357,0.832539201155094,0.801700041549801,0.801700041549801,0.801700041549801,0.820744215445481
"S8298",0.83901372749735,0.83901372749735,0.999475735391094,1,0.932902629160741,0.954399221529679,0.979717733681707,0.946240518286136,0.844355780583393,0.845760925427159,0.839504786365356,0.930450813004012,0.900932044861594,0.908519999465844,0.870786170499374,0.796901220477513,0.80524492053162,0.841260553914114,0.822322862227086,0.730804498742896,0.730804498742896,0.820842075490735,0.832606771582011,0.802939107800685,0.802939107800685,0.802939107800685,0.823924360482661
"S8302",0.859641195188123,0.859641195188123,0.936394852083641,0.932902629160741,1,0.926633276069201,0.925450968874472,0.937093306254607,0.84693534496519,0.851086875650555,0.864183582810052,0.876720351804788,0.847863031143057,0.932097276702375,0.84991241058214,0.845031463311004,0.726739481909809,0.827360572956924,0.784669389218128,0.693846945527894,0.693846945527894,0.789928733115786,0.821003844819964,0.779890074697038,0.779890074697038,0.779890074697038,0.809520133692456
"S8330",0.863170717541316,0.863170717541316,0.959973499020614,0.954399221529679,0.926633276069201,1,0.974438289691744,0.956092671767656,0.90103620843014,0.921659034095763,0.882107863303841,0.941246493297979,0.916188178848536,0.956515230275615,0.942383109206747,0.856886721194798,0.884266741662426,0.915384254557106,0.912204733032631,0.808918754697711,0.808918754697711,0.849900508203011,0.884463831698487,0.879145817139094,0.879145817139094,0.879145817139094,0.871151102840293
"S8341",0.845932911174341,0.845932911174341,0.98283079845672,0.979717733681707,0.925450968874472,0.974438289691744,1,0.959393153752447,0.853258102372846,0.87397090797553,0.826846010513938,0.907140797561273,0.898679304456226,0.91389201416968,0.908835722070643,0.801233580676908,0.833999934355272,0.871907065779589,0.844550095128259,0.780915392505343,0.780915392505343,0.840302205180058,0.858867074518112,0.815161196800565,0.815161196800565,0.815161196800565,0.826538773484201
"S8355",0.901892387659958,0.901892387659958,0.94583662813309,0.946240518286136,0.937093306254607,0.956092671767656,0.959393153752447,1,0.848508555109558,0.882374084665183,0.835254798269,0.924803468604118,0.919281592766094,0.914802115770588,0.933358687025758,0.81170947324249,0.835776233950567,0.920241857253652,0.854815895413984,0.819334135594042,0.819334135594042,0.932835849351721,0.902295055866768,0.883691362131123,0.883691362131123,0.883691362131123,0.892530714275619
"S8362",0.92819038568618,0.92819038568618,0.852486701069803,0.844355780583393,0.84693534496519,0.90103620843014,0.853258102372846,0.848508555109558,1,0.88276833046676,0.983303168986545,0.863078014576527,0.895232645883319,0.96938392829662,0.859409149260622,0.961769021136562,0.877798350250268,0.828156782413192,0.931049139769459,0.825321293454493,0.825321293454493,0.781521486264887,0.870701209310624,0.898461609066026,0.898461609066026,0.898461609066026,0.8843815641978
"S8379",0.773729236349119,0.773729236349119,0.855101657662457,0.845760925427159,0.851086875650555,0.921659034095763,0.87397090797553,0.882374084665183,0.88276833046676,1,0.834358978990653,0.864558786505387,0.864243883039377,0.902352246788747,0.979651952116068,0.789392997469398,0.943654368690634,0.954029193809543,0.957979197275044,0.802914248805972,0.802914248805972,0.860077195867601,0.858070598648953,0.849407559481933,0.849407559481933,0.849407559481933,0.816060642281216
"S8387",0.930854112373405,0.930854112373405,0.846259190849602,0.839504786365356,0.864183582810052,0.882107863303841,0.826846010513938,0.835254798269,0.983303168986545,0.834358978990653,1,0.851253910826707,0.856449859661176,0.969223931196999,0.80576486102758,0.985914909533833,0.822117658913891,0.778556716988899,0.894730315600977,0.744485242768606,0.744485242768606,0.735768964857402,0.814782525197553,0.873725521577958,0.873725521577958,0.873725521577958,0.856919573562975
"S8388",0.862206433459687,0.862206433459687,0.927214535427813,0.930450813004012,0.876720351804788,0.941246493297979,0.907140797561273,0.924803468604118,0.863078014576527,0.864558786505387,0.851253910826707,1,0.972598298158983,0.908970009767887,0.890128603281268,0.805299635316103,0.838177802444013,0.912888721964999,0.866201968421691,0.848839730465684,0.848839730465684,0.887030905555176,0.918658180722694,0.93042001979008,0.93042001979008,0.93042001979008,0.94118859960979
