"","S1245","S2548","S3048","S3785","S3908","S4024","S5899","S7644"
"S1245",1,0.999580514061683,0.998259883654125,0.99993533795254,0.998750845685246,0.998989292665583,0.999220588212861,0.998824613109426
"S2548",0.999580514061683,1,0.998710160284527,0.999478672840282,0.999058830528617,0.999745807212183,0.999527971196516,0.998923885522789
"S3048",0.998259883654125,0.998710160284527,1,0.998597443779624,0.999585684369378,0.998192428795092,0.999465921160653,0.999657321116785
"S3785",0.99993533795254,0.999478672840282,0.998597443779624,1,0.998894144000353,0.998808997424461,0.999290677164609,0.999075516014283
"S3908",0.998750845685246,0.999058830528617,0.999585684369378,0.998894144000353,1,0.998877892239745,0.999790438729856,0.999086285203171
"S4024",0.998989292665583,0.999745807212183,0.998192428795092,0.998808997424461,0.998877892239745,1,0.999271921518343,0.998009356940918
"S5899",0.999220588212861,0.999527971196516,0.999465921160653,0.999290677164609,0.999790438729856,0.999271921518343,1,0.999218147183639
"S7644",0.998824613109426,0.998923885522789,0.999657321116785,0.999075516014283,0.999086285203171,0.998009356940918,0.999218147183639,1
