"","S7985","S7986","S7989","S8007","S8017","S8023","S8033","S8052","S8053","S8065","S8074"
"S7985",1,0.814876457250558,0.614567313300962,0.563000591303466,0.739557861365802,0.4822958452862,0.0676297479591109,-0.103342696133273,0.0469099729773721,0.418742417520095,0.40651425166584
"S7986",0.814876457250558,1,0.89080999180816,0.175861687970343,0.607989967773715,0.238676581372967,0.38294079262256,-0.571127353324308,0.232757956990597,0.502923837085174,0.307992131917626
"S7989",0.614567313300962,0.89080999180816,1,0.0428680372806184,0.640845246453343,0.0667318974875663,0.606145230314979,-0.611703993643212,0.386346919884592,0.654339817913363,0.403023011062482
"S8007",0.563000591303466,0.175861687970343,0.0428680372806184,1,0.494855115683233,0.196566720634663,-0.383148972323095,0.485107720622396,0.119659200560714,0.185542670586936,0.0538480337823233
"S8017",0.739557861365802,0.607989967773715,0.640845246453343,0.494855115683233,1,0.498835374722749,0.428932253154977,0.156539426029213,0.569751544903166,0.548607541952753,0.515515860408452
"S8023",0.4822958452862,0.238676581372967,0.0667318974875663,0.196566720634663,0.498835374722749,1,0.103889065332593,0.190099691735212,0.066189075185963,-0.388364518048309,0.415638519823827
"S8033",0.0676297479591109,0.38294079262256,0.606145230314979,-0.383148972323095,0.428932253154977,0.103889065332593,1,-0.328891230885176,0.703746414464214,0.372160235433641,0.540090470404503
"S8052",-0.103342696133273,-0.571127353324308,-0.611703993643212,0.485107720622396,0.156539426029213,0.190099691735212,-0.328891230885176,1,0.100532074350592,-0.13764169299576,0.103028704451937
"S8053",0.0469099729773721,0.232757956990597,0.386346919884592,0.119659200560714,0.569751544903166,0.066189075185963,0.703746414464214,0.100532074350592,1,0.364931747428554,0.182178685261654
"S8065",0.418742417520095,0.502923837085174,0.654339817913363,0.185542670586936,0.548607541952753,-0.388364518048309,0.372160235433641,-0.13764169299576,0.364931747428554,1,0.191132597470227
"S8074",0.40651425166584,0.307992131917626,0.403023011062482,0.0538480337823233,0.515515860408452,0.415638519823827,0.540090470404503,0.103028704451937,0.182178685261654,0.191132597470227,1
