"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1849",NA,1,0.0197435994898507,0.190471978772866,-0.267041407554042,0.322746250422034,0.0204312171591689,-0.149783756242031,0.434030594740001,-0.396835071223969,-0.193616093653564,-0.0993768997835386,0.215787676018059
"S1852",NA,0.0197435994898507,1,-0.208801470889453,-0.150636212414278,-0.110633180829276,0.00414197564875792,0.0102255214550712,-0.192591103929314,-0.127814004167793,0.146677987491331,0.383367313259072,0.321785034778542
"S1908",NA,0.190471978772866,-0.208801470889453,1,0.283810277382646,0.492116783284008,-0.14859090456083,0.191015110997629,0.179703744417338,-0.469810074112122,0.406058167046567,-0.459227085898105,0.128157276656756
"S2071",NA,-0.267041407554042,-0.150636212414278,0.283810277382646,1,-0.139542915840832,0.033790741873508,-0.333727892460967,0.0703920521766957,-0.255115959379557,-0.174697157385267,-0.248544362355208,-0.00552025195937989
"S2168",NA,0.322746250422034,-0.110633180829276,0.492116783284008,-0.139542915840832,1,0.00412415946845544,0.321753219746552,-0.0897404926769526,-0.375093391222246,0.30171687605411,0.23090422959681,0.183280206415623
"S2201",NA,0.0204312171591689,0.00414197564875792,-0.14859090456083,0.033790741873508,0.00412415946845544,1,0.668829911485158,-0.566049624412288,-0.285390273384201,-0.437158868691623,0.0472911813992867,0.331549099836135
"S2267",NA,-0.149783756242031,0.0102255214550712,0.191015110997629,-0.333727892460967,0.321753219746552,0.668829911485158,1,-0.521216155733508,-0.0707572783831582,0.220444623609435,-0.0434113473985817,0.390348179056658
"S2301",NA,0.434030594740001,-0.192591103929314,0.179703744417338,0.0703920521766957,-0.0897404926769526,-0.566049624412288,-0.521216155733508,1,0.381088476704522,0.106863798552511,-0.230456890919763,-0.147105255517593
"S2308",NA,-0.396835071223969,-0.127814004167793,-0.469810074112122,-0.255115959379557,-0.375093391222246,-0.285390273384201,-0.0707572783831582,0.381088476704522,1,0.239661122036975,0.220694616279706,-0.396992697773354
"S2446",NA,-0.193616093653564,0.146677987491331,0.406058167046567,-0.174697157385267,0.30171687605411,-0.437158868691623,0.220444623609435,0.106863798552511,0.239661122036975,1,-0.0327941104491442,-0.10490931928938
"S2472",NA,-0.0993768997835386,0.383367313259072,-0.459227085898105,-0.248544362355208,0.23090422959681,0.0472911813992867,-0.0434113473985817,-0.230456890919763,0.220694616279706,-0.0327941104491442,1,-0.401698858701429
"S2749",NA,0.215787676018059,0.321785034778542,0.128157276656756,-0.00552025195937989,0.183280206415623,0.331549099836135,0.390348179056658,-0.147105255517593,-0.396992697773354,-0.10490931928938,-0.401698858701429,1
