"","S1593","S1597","S1599","S1606","S1611","S1760","S1798","S1800","S1806","S1818","S2102","S2109","S2113","S2119","S2136","S2598","S2784","S2785"
"S1593",1,-0.129131077619302,0.595957440267207,-0.103174656987062,-0.297438511210303,-0.00438423612490728,0.380893242746749,-0.0207200442292981,-0.0344419566574608,-0.143186707939955,0.461766955745978,-0.239882492295182,0.497283431384597,0.00815748861022604,0.0962000361308019,-0.103443920900852,-0.132109007260337,0.412770987701328
"S1597",-0.129131077619302,1,-0.122894308103219,0.0708864986264173,0.143347259401801,0.622846696523775,-0.019912397688936,0.397223863764759,0.493466477197864,-0.315584532897885,-0.0799079628371399,-0.157960471116211,-0.182581533114315,-0.212929896534633,0.175996953744282,0.596025563723263,0.381880954995486,-0.399439025468164
"S1599",0.595957440267207,-0.122894308103219,1,-0.156657034208999,-0.152263513683263,-0.334172585084777,0.248649818251262,-0.254486018249044,-0.0516538218126748,0.37140704112209,0.292563941561277,0.147051165791939,0.486950484296043,0.385676037283122,0.109426781632375,-0.192380218761677,0.103250787024779,0.281829215183503
"S1606",-0.103174656987062,0.0708864986264173,-0.156657034208999,1,-0.316087245003961,-0.281196565602504,-0.305041215941649,-0.137647849030221,-0.00505193884223253,0.495813213628932,0.260734078144977,0.129277622851147,0.645257070861436,0.442582366937677,-0.661142616053236,0.0942277463089258,0.366806179904877,-0.420784679979124
"S1611",-0.297438511210303,0.143347259401801,-0.152263513683263,-0.316087245003961,1,-0.116673411878686,0.146839646746436,-0.40929771358701,0.202608041492595,-0.3756210800399,-0.464285974750716,-0.156107038646538,-0.588765200531711,-0.555337704594155,0.408227333224686,-0.306880513259228,0.35238774537134,0.0355382368914721
"S1760",-0.00438423612490728,0.622846696523775,-0.334172585084777,-0.281196565602504,-0.116673411878686,1,0.0644455687743833,0.816296546080218,0.37044943897119,-0.6622806039322,0.0860455767457741,0.103131192654282,-0.412415524093288,-0.450294544449224,0.532078700307045,0.84215569596317,-0.395170206943376,-0.194521086064985
"S1798",0.380893242746749,-0.019912397688936,0.248649818251262,-0.305041215941649,0.146839646746436,0.0644455687743833,1,0.27694360460264,0.202193339205084,-0.0644888644721237,0.0484845801221403,-0.00985648512701445,-0.0575620932985776,-0.199519417452991,0.0221831236687272,-0.0354908044181223,0.216823573855043,-0.163241404014369
"S1800",-0.0207200442292981,0.397223863764759,-0.254486018249044,-0.137647849030221,-0.40929771358701,0.816296546080218,0.27694360460264,1,0.399102942938456,-0.259230492651117,0.239715095064317,0.349377488064102,-0.239571847017418,-0.251793109256553,0.240525483332503,0.842780402502453,-0.396554681170406,-0.509419410531149
"S1806",-0.0344419566574608,0.493466477197864,-0.0516538218126748,-0.00505193884223253,0.202608041492595,0.37044943897119,0.202193339205084,0.399102942938456,1,-0.37056815937063,-0.375059137734627,0.0387629045418334,-0.0615765477061371,-0.634478516051336,0.287246535182687,0.359125191119156,0.218043072113751,-0.358513813027377
"S1818",-0.143186707939955,-0.315584532897885,0.37140704112209,0.495813213628932,-0.3756210800399,-0.6622806039322,-0.0644888644721237,-0.259230492651117,-0.37056815937063,1,0.311674383146997,0.353735046020088,0.506737725434422,0.833103406869753,-0.654261752218847,-0.228499351899812,0.286971544270641,-0.323186701887188
"S2102",0.461766955745978,-0.0799079628371399,0.292563941561277,0.260734078144977,-0.464285974750716,0.0860455767457741,0.0484845801221403,0.239715095064317,-0.375059137734627,0.311674383146997,1,0.446055156359313,0.279749858306906,0.382771400455602,0.0131382250500681,0.368263402121971,-0.374002956508348,-0.252165584086936
"S2109",-0.239882492295182,-0.157960471116211,0.147051165791939,0.129277622851147,-0.156107038646538,0.103131192654282,-0.00985648512701445,0.349377488064102,0.0387629045418334,0.353735046020088,0.446055156359313,1,-0.0379944165886815,0.18082654215387,0.278022655436968,0.509875801406518,-0.418409812085606,-0.47803529859772
"S2113",0.497283431384597,-0.182581533114315,0.486950484296043,0.645257070861436,-0.588765200531711,-0.412415524093288,-0.0575620932985776,-0.239571847017418,-0.0615765477061371,0.506737725434422,0.279749858306906,-0.0379944165886815,1,0.588765891401399,-0.572034018189752,-0.156994304012021,0.242869269497745,0.131090920321615
"S2119",0.00815748861022604,-0.212929896534633,0.385676037283122,0.442582366937677,-0.555337704594155,-0.450294544449224,-0.199519417452991,-0.251793109256553,-0.634478516051336,0.833103406869753,0.382771400455602,0.18082654215387,0.588765891401399,1,-0.62080526642442,-0.130434123859627,0.156176607809085,-0.000580360508096848
"S2136",0.0962000361308019,0.175996953744282,0.109426781632375,-0.661142616053236,0.408227333224686,0.532078700307045,0.0221831236687272,0.240525483332503,0.287246535182687,-0.654261752218847,0.0131382250500681,0.278022655436968,-0.572034018189752,-0.62080526642442,1,0.358160554718299,-0.520830619920563,0.190663564566229
"S2598",-0.103443920900852,0.596025563723263,-0.192380218761677,0.0942277463089258,-0.306880513259228,0.84215569596317,-0.0354908044181223,0.842780402502453,0.359125191119156,-0.228499351899812,0.368263402121971,0.509875801406518,-0.156994304012021,-0.130434123859627,0.358160554718299,1,-0.346029432052616,-0.53288598336865
"S2784",-0.132109007260337,0.381880954995486,0.103250787024779,0.366806179904877,0.35238774537134,-0.395170206943376,0.216823573855043,-0.396554681170406,0.218043072113751,0.286971544270641,-0.374002956508348,-0.418409812085606,0.242869269497745,0.156176607809085,-0.520830619920563,-0.346029432052616,1,-0.231727367428354
"S2785",0.412770987701328,-0.399439025468164,0.281829215183503,-0.420784679979124,0.0355382368914721,-0.194521086064985,-0.163241404014369,-0.509419410531149,-0.358513813027377,-0.323186701887188,-0.252165584086936,-0.47803529859772,0.131090920321615,-0.000580360508096848,0.190663564566229,-0.53288598336865,-0.231727367428354,1
