"","S1559","S1581","S1587","S1598","S1619","S1674","S417","S469","S491","S517","S561","S591","S666","S678"
"S1559",1,0.999572990091546,0.99962429813686,0.999474069223773,0.999474069223773,0.999897613271733,0.998879790015291,0.999065055189629,0.999065055189629,0.99904791586843,0.99904791586843,0.99904791586843,0.99912713868075,0.999504679456853
"S1581",0.999572990091546,1,0.9998392225068,0.999864425759907,0.999864425759907,0.999475889306401,0.998716301679246,0.998747202544984,0.998747202544984,0.998764125050659,0.998764125050659,0.998764125050659,0.998785442252994,0.999248208116579
"S1587",0.99962429813686,0.9998392225068,1,0.999883376234717,0.999883376234717,0.999461499086159,0.99834263264473,0.998368767618037,0.998368767618037,0.998437758653826,0.998437758653826,0.998437758653826,0.998403079488312,0.999057661007516
"S1598",0.999474069223773,0.999864425759907,0.999883376234717,1,1,0.999379386852667,0.998105727029579,0.998177543639112,0.998177543639112,0.998141897000806,0.998141897000806,0.998141897000806,0.998175772740592,0.998802366288472
"S1619",0.999474069223773,0.999864425759907,0.999883376234717,1,1,0.999379386852667,0.998105727029579,0.998177543639112,0.998177543639112,0.998141897000806,0.998141897000806,0.998141897000806,0.998175772740592,0.998802366288472
"S1674",0.999897613271733,0.999475889306401,0.999461499086159,0.999379386852667,0.999379386852667,1,0.998531914208341,0.998769598314146,0.998769598314146,0.998762428747522,0.998762428747522,0.998762428747522,0.998829534726741,0.999272578239022
"S417",0.998879790015291,0.998716301679246,0.99834263264473,0.998105727029579,0.998105727029579,0.998531914208341,1,0.999949814064774,0.999949814064774,0.99995198172213,0.99995198172213,0.99995198172213,0.999886749369634,0.999776056573283
"S469",0.999065055189629,0.998747202544984,0.998368767618037,0.998177543639112,0.998177543639112,0.998769598314146,0.999949814064774,1,1,0.999948535912621,0.999948535912621,0.999948535912621,0.999949999088905,0.999833956185658
"S491",0.999065055189629,0.998747202544984,0.998368767618037,0.998177543639112,0.998177543639112,0.998769598314146,0.999949814064774,1,1,0.999948535912621,0.999948535912621,0.999948535912621,0.999949999088905,0.999833956185658
"S517",0.99904791586843,0.998764125050659,0.998437758653826,0.998141897000806,0.998141897000806,0.998762428747522,0.99995198172213,0.999948535912621,0.999948535912621,1,1,1,0.999929429993626,0.999887875305695
"S561",0.99904791586843,0.998764125050659,0.998437758653826,0.998141897000806,0.998141897000806,0.998762428747522,0.99995198172213,0.999948535912621,0.999948535912621,1,1,1,0.999929429993626,0.999887875305695
"S591",0.99904791586843,0.998764125050659,0.998437758653826,0.998141897000806,0.998141897000806,0.998762428747522,0.99995198172213,0.999948535912621,0.999948535912621,1,1,1,0.999929429993626,0.999887875305695
"S666",0.99912713868075,0.998785442252994,0.998403079488312,0.998175772740592,0.998175772740592,0.998829534726741,0.999886749369634,0.999949999088905,0.999949999088905,0.999929429993626,0.999929429993626,0.999929429993626,1,0.999834562635463
"S678",0.999504679456853,0.999248208116579,0.999057661007516,0.998802366288472,0.998802366288472,0.999272578239022,0.999776056573283,0.999833956185658,0.999833956185658,0.999887875305695,0.999887875305695,0.999887875305695,0.999834562635463,1
