"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,1,0.99992041333518,0.999881492138326,0.999932568136616,0.999932568136616,0.999948689395877,0.999948689395877,0.999950628277502,0.999950432034841,0.998756510352062,0.998485748875703
"S1566",1,1,0.99992041333518,0.999881492138326,0.999932568136616,0.999932568136616,0.999948689395877,0.999948689395877,0.999950628277502,0.999950432034841,0.998756510352062,0.998485748875703
"S1628",0.99992041333518,0.99992041333518,1,0.999859219621674,0.99984389552022,0.99984389552022,0.999892629563033,0.999892629563033,0.999959349864566,0.999952103885985,0.998410992668657,0.998095126511367
"S1633",0.999881492138326,0.999881492138326,0.999859219621674,1,0.999900157114528,0.999900157114528,0.999915129325326,0.999915129325326,0.999830254552013,0.999830300276849,0.99883415828509,0.998562729498094
"S1681",0.999932568136616,0.999932568136616,0.99984389552022,0.999900157114528,1,1,0.999929167759945,0.999929167759945,0.999821322096788,0.999887570630108,0.998666856529227,0.998384057176922
"S1743",0.999932568136616,0.999932568136616,0.99984389552022,0.999900157114528,1,1,0.999929167759945,0.999929167759945,0.999821322096788,0.999887570630108,0.998666856529227,0.998384057176922
"S1750",0.999948689395877,0.999948689395877,0.999892629563033,0.999915129325326,0.999929167759945,0.999929167759945,1,1,0.999906169635486,0.99992925088324,0.998927542047132,0.998682240071003
"S1761",0.999948689395877,0.999948689395877,0.999892629563033,0.999915129325326,0.999929167759945,0.999929167759945,1,1,0.999906169635486,0.99992925088324,0.998927542047132,0.998682240071003
"S1808",0.999950628277502,0.999950628277502,0.999959349864566,0.999830254552013,0.999821322096788,0.999821322096788,0.999906169635486,0.999906169635486,1,0.999965915837956,0.998563250927412,0.998268498370053
"S1838",0.999950432034841,0.999950432034841,0.999952103885985,0.999830300276849,0.999887570630108,0.999887570630108,0.99992925088324,0.99992925088324,0.999965915837956,1,0.998482360873362,0.998179714098738
"S2162",0.998756510352062,0.998756510352062,0.998410992668657,0.99883415828509,0.998666856529227,0.998666856529227,0.998927542047132,0.998927542047132,0.998563250927412,0.998482360873362,1,0.999970122962283
"S2163",0.998485748875703,0.998485748875703,0.998095126511367,0.998562729498094,0.998384057176922,0.998384057176922,0.998682240071003,0.998682240071003,0.998268498370053,0.998179714098738,0.999970122962283,1
