"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6835",-0.708981542005973,-0.213633822136158,0.612341936393708,-0.0201875551144042,0.308110453813972,-0.123336279326654,0.00088077306141973,0.24917615693358,NA,-0.21844621978331,1,0.137378147512165,0.498838801607032,-0.538406454996713,0.744376643802478,-0.197015038947907,0.041201823223077,-0.48511993595062,0.382760538640147,0.0469023916398439,-0.132188655229259
"S6836",0.32965971393327,-0.156956069738327,0.0211287787893765,-0.256501539325831,-0.414808737474644,-0.41036271111673,0.317346366236905,-0.190388573698507,NA,0.779562113125937,0.137378147512165,1,0.0988140823805788,-0.446228507480855,0.372329026166399,-0.284729561166391,-0.0423623323691403,-0.448120334871143,0.252606322346639,-0.230627349135507,-0.394747592451392
"S6861",-0.321450104901161,0.0909554441930191,0.689959397112944,0.288656096873869,-0.12840580679969,-0.0110109221423049,-0.146578040072161,0.549394960459846,NA,0.082480959004344,0.498838801607032,0.0988140823805788,1,0.0315189284675401,0.414417906260837,-0.130468166808777,-0.119367493473077,-0.0854278191259517,0.382884156402358,0.317035553910279,0.221512994953768
"S6862",0.20755487008799,0.150462314556781,-0.36965042474392,0.266172802567727,-0.37097792714146,0.129029058036863,-0.38774739858043,0.329055793357308,NA,-0.0247667253167273,-0.538406454996713,-0.446228507480855,0.0315189284675401,1,-0.662738712043326,0.0685159680590902,-0.143491278907025,0.262725619402903,-0.203836958990264,0.4282736156265,0.247150435443054
"S6866",-0.2445643051435,-0.158792064687522,0.356561050642889,0.128963488878749,-0.00491101399624798,-0.304942941918028,-0.207294094806727,0.232304933280774,NA,-0.0330878136482703,0.744376643802478,0.372329026166399,0.414417906260837,-0.662738712043326,1,-0.292439978014998,0.392009780757189,-0.281847165415872,0.483019261059623,-0.100179539521184,-0.351866085783443
"S6867",-0.268023106255069,0.0482599908557447,0.0916658542131372,-0.356252258528393,0.57556215577264,0.394809204675101,-0.262969422737705,-0.500430170830634,NA,-0.254777263405483,-0.197015038947907,-0.284729561166391,-0.130468166808777,0.0685159680590902,-0.292439978014998,1,0.356278090831049,0.357266633340686,-0.134767497824287,-0.489463177888697,0.404692876273177
"S6872",0.114157181081552,0.0470200266306294,-0.276559171624927,0.118364745180087,0.108657184866942,-0.243079751530955,-0.638985593946039,-0.376081766547181,NA,-0.445715472968304,0.041201823223077,-0.0423623323691403,-0.119367493473077,-0.143491278907025,0.392009780757189,0.356278090831049,1,0.101194372975828,0.0431097149262436,-0.512629900609766,0.176044643045244
"S6931",0.0440918954851853,-0.363209823917536,0.0985267374992796,0.151818476135856,-0.136095943362677,0.764508844805105,-0.38817778734969,0.163474867430734,NA,-0.131866261162764,-0.48511993595062,-0.448120334871143,-0.0854278191259517,0.262725619402903,-0.281847165415872,0.357266633340686,0.101194372975828,1,0.0698448793495558,0.263323095897314,0.277265167644229
"S6955",-0.0289668569247529,-0.494980021094818,0.19323610566563,-0.462082455844722,-0.162154544601681,0.324189651879565,-0.417917001852491,0.437829253522005,NA,0.291583647490394,0.382760538640147,0.252606322346639,0.382884156402358,-0.203836958990264,0.483019261059623,-0.134767497824287,0.0431097149262436,0.0698448793495558,1,-0.0573171092461739,0.0439928105918753
"S7041",-0.253035189242918,-0.318508390592581,0.31095010191375,0.603092504703622,-0.530135869423819,0.26031981347088,-0.0257560731288902,0.77524267801104,NA,0.0790691418888201,0.0469023916398439,-0.230627349135507,0.317035553910279,0.4282736156265,-0.100179539521184,-0.489463177888697,-0.512629900609766,0.263323095897314,-0.0573171092461739,1,-0.224021109323496
"S7054",-0.00850925993761102,0.125092871666038,0.133616154025775,-0.109438632645686,0.278331588593514,0.32962757684137,-0.156714931661234,-0.252507373459369,NA,-0.427451531525267,-0.132188655229259,-0.394747592451392,0.221512994953768,0.247150435443054,-0.351866085783443,0.404692876273177,0.176044643045244,0.277265167644229,0.0439928105918753,-0.224021109323496,1
