"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6785",1,0.290294329953204,-0.721950806380256,-0.0363469308695018,-0.523476832272642,-0.344358379225544,0.0270716738860593,-0.199702196199327,NA,0.419970090160076,-0.708981542005973,0.32965971393327,-0.321450104901161,0.20755487008799,-0.2445643051435,-0.268023106255069,0.114157181081552,0.0440918954851853,-0.0289668569247529,-0.253035189242918,-0.00850925993761102
"S6791",0.290294329953204,1,-0.244746595400659,0.228052370699968,0.288949169527645,-0.615606310691884,0.243018181344687,-0.22491341871254,NA,-0.193054477304701,-0.213633822136158,-0.156956069738327,0.0909554441930191,0.150462314556781,-0.158792064687522,0.0482599908557447,0.0470200266306294,-0.363209823917536,-0.494980021094818,-0.318508390592581,0.125092871666038
"S6793",-0.721950806380256,-0.244746595400659,1,0.12827172950465,0.234098416730107,0.362702321194266,0.197761353153453,0.280674158162623,NA,-0.0460253502789338,0.612341936393708,0.0211287787893765,0.689959397112944,-0.36965042474392,0.356561050642889,0.0916658542131372,-0.276559171624927,0.0985267374992796,0.19323610566563,0.31095010191375,0.133616154025775
"S6795",-0.0363469308695018,0.228052370699968,0.12827172950465,1,-0.37269516064668,-0.285382309347955,-0.111111111111111,0.358233988902854,NA,-0.311745965938694,-0.0201875551144042,-0.256501539325831,0.288656096873869,0.266172802567727,0.128963488878749,-0.356252258528393,0.118364745180087,0.151818476135856,-0.462082455844722,0.603092504703622,-0.109438632645686
"S6796",-0.523476832272642,0.288949169527645,0.234098416730107,-0.37269516064668,1,0.130026397762314,0.17743927794324,-0.437654321030313,NA,-0.572091558208938,0.308110453813972,-0.414808737474644,-0.12840580679969,-0.37097792714146,-0.00491101399624798,0.57556215577264,0.108657184866942,-0.136095943362677,-0.162154544601681,-0.530135869423819,0.278331588593514
"S6797",-0.344358379225544,-0.615606310691884,0.362702321194266,-0.285382309347955,0.130026397762314,1,-0.201543149467713,0.213649485666955,NA,-0.0617743451683824,-0.123336279326654,-0.41036271111673,-0.0110109221423049,0.129029058036863,-0.304942941918028,0.394809204675101,-0.243079751530955,0.764508844805105,0.324189651879565,0.26031981347088,0.32962757684137
"S6798",0.0270716738860593,0.243018181344687,0.197761353153453,-0.111111111111111,0.17743927794324,-0.201543149467713,1,-0.31342702669248,NA,0.282802758991288,0.00088077306141973,0.317346366236905,-0.146578040072161,-0.38774739858043,-0.207294094806727,-0.262969422737705,-0.638985593946039,-0.38817778734969,-0.417917001852491,-0.0257560731288902,-0.156714931661234
"S6806",-0.199702196199327,-0.22491341871254,0.280674158162623,0.358233988902854,-0.437654321030313,0.213649485666955,-0.31342702669248,1,NA,0.134413115439848,0.24917615693358,-0.190388573698507,0.549394960459846,0.329055793357308,0.232304933280774,-0.500430170830634,-0.376081766547181,0.163474867430734,0.437829253522005,0.77524267801104,-0.252507373459369
"S6816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S6821",0.419970090160076,-0.193054477304701,-0.0460253502789338,-0.311745965938694,-0.572091558208938,-0.0617743451683824,0.282802758991288,0.134413115439848,NA,1,-0.21844621978331,0.779562113125937,0.082480959004344,-0.0247667253167273,-0.0330878136482703,-0.254777263405483,-0.445715472968304,-0.131866261162764,0.291583647490394,0.0790691418888201,-0.427451531525267
