"","S7362","S7410","S7415","S7453","S7457","S7498","S7509","S7517","S7526","S7531","S7533","S7545","S7547","S7548","S7552","S7568","S7592","S7626","S7633"
"S7362",1,0.999908242920926,0.999854118464286,0.999801173217507,0.99988228701298,0.99988228701298,0.999853743358809,0.999718590785269,0.999752244763025,0.999622433702436,0.999622433702436,0.999622433702436,0.999516996116398,0.999516996116398,0.999334627860227,0.999516996116398,0.999340008218112,0.999177904351397,0.998929701815358
"S7410",0.999908242920926,1,0.999955202226073,0.999864787779859,0.999908586701221,0.999908586701221,0.999890444710671,0.999783579710611,0.99982301315733,0.999729224826219,0.999729224826219,0.999729224826219,0.999701442469693,0.999701442469693,0.999538419111928,0.999701442469693,0.999547651905636,0.999198655809632,0.998912309535577
"S7415",0.999854118464286,0.999955202226073,1,0.999909833241114,0.999889179359535,0.999889179359535,0.999830010918544,0.999728297223584,0.999769923399814,0.999655525345202,0.999655525345202,0.999655525345202,0.999596547016997,0.999596547016997,0.999409741950657,0.999596547016997,0.999416844061801,0.999094343463705,0.998798079224478
"S7453",0.999801173217507,0.999864787779859,0.999909833241114,1,0.999956605182172,0.999956605182172,0.999898977853803,0.999845752992939,0.999849962814837,0.999762927184676,0.999762927184676,0.999762927184676,0.99965148614512,0.99965148614512,0.999527687512182,0.99965148614512,0.999519798067072,0.9993915885489,0.999188972667849
"S7457",0.99988228701298,0.999908586701221,0.999889179359535,0.999956605182172,1,1,0.999950713114405,0.999885643891288,0.999883399856606,0.999820576595262,0.999820576595262,0.999820576595262,0.999705959517298,0.999705959517298,0.999593257627056,0.999705959517298,0.999577441282487,0.999474845345967,0.999279776255352
"S7498",0.99988228701298,0.999908586701221,0.999889179359535,0.999956605182172,1,1,0.999950713114405,0.999885643891288,0.999883399856606,0.999820576595262,0.999820576595262,0.999820576595262,0.999705959517298,0.999705959517298,0.999593257627056,0.999705959517298,0.999577441282487,0.999474845345967,0.999279776255352
"S7509",0.999853743358809,0.999890444710671,0.999830010918544,0.999898977853803,0.999950713114405,0.999950713114405,1,0.999931362835454,0.99994067110641,0.999910331822874,0.999910331822874,0.999910331822874,0.999836100881974,0.999836100881974,0.999743793948702,0.999836100881974,0.999746865103545,0.999647956646464,0.999445216930261
"S7517",0.999718590785269,0.999783579710611,0.999728297223584,0.999845752992939,0.999885643891288,0.999885643891288,0.999931362835454,1,0.999972282866556,0.999975831135032,0.999975831135032,0.999975831135032,0.999898648800089,0.999898648800089,0.99984260846898,0.999898648800089,0.999853232400912,0.999622399812334,0.999433064444606
"S7526",0.999752244763025,0.99982301315733,0.999769923399814,0.999849962814837,0.999883399856606,0.999883399856606,0.99994067110641,0.999972282866556,1,0.999956288342784,0.999956288342784,0.999956288342784,0.999896752059802,0.999896752059802,0.999813158148667,0.999896752059802,0.999845187583023,0.999654862500407,0.999433777815559
"S7531",0.999622433702436,0.999729224826219,0.999655525345202,0.999762927184676,0.999820576595262,0.999820576595262,0.999910331822874,0.999975831135032,0.999956288342784,1,1,1,0.999956782221448,0.999956782221448,0.999923986521485,0.999956782221448,0.999925846024531,0.999689843880375,0.99947417589375
"S7533",0.999622433702436,0.999729224826219,0.999655525345202,0.999762927184676,0.999820576595262,0.999820576595262,0.999910331822874,0.999975831135032,0.999956288342784,1,1,1,0.999956782221448,0.999956782221448,0.999923986521485,0.999956782221448,0.999925846024531,0.999689843880375,0.99947417589375
"S7545",0.999622433702436,0.999729224826219,0.999655525345202,0.999762927184676,0.999820576595262,0.999820576595262,0.999910331822874,0.999975831135032,0.999956288342784,1,1,1,0.999956782221448,0.999956782221448,0.999923986521485,0.999956782221448,0.999925846024531,0.999689843880375,0.99947417589375
"S7547",0.999516996116398,0.999701442469693,0.999596547016997,0.99965148614512,0.999705959517298,0.999705959517298,0.999836100881974,0.999898648800089,0.999896752059802,0.999956782221448,0.999956782221448,0.999956782221448,1,1,0.999964794702708,1,0.999958142098395,0.999563087803592,0.999269313048089
"S7548",0.999516996116398,0.999701442469693,0.999596547016997,0.99965148614512,0.999705959517298,0.999705959517298,0.999836100881974,0.999898648800089,0.999896752059802,0.999956782221448,0.999956782221448,0.999956782221448,1,1,0.999964794702708,1,0.999958142098395,0.999563087803592,0.999269313048089
"S7552",0.999334627860227,0.999538419111928,0.999409741950657,0.999527687512182,0.999593257627056,0.999593257627056,0.999743793948702,0.99984260846898,0.999813158148667,0.999923986521485,0.999923986521485,0.999923986521485,0.999964794702708,0.999964794702708,1,0.999964794702708,0.999976107866911,0.999573446343738,0.999320969106006
"S7568",0.999516996116398,0.999701442469693,0.999596547016997,0.99965148614512,0.999705959517298,0.999705959517298,0.999836100881974,0.999898648800089,0.999896752059802,0.999956782221448,0.999956782221448,0.999956782221448,1,1,0.999964794702708,1,0.999958142098395,0.999563087803592,0.999269313048089
"S7592",0.999340008218112,0.999547651905636,0.999416844061801,0.999519798067072,0.999577441282487,0.999577441282487,0.999746865103545,0.999853232400912,0.999845187583023,0.999925846024531,0.999925846024531,0.999925846024531,0.999958142098395,0.999958142098395,0.999976107866911,0.999958142098395,1,0.999612060375122,0.999388321476996
"S7626",0.999177904351397,0.999198655809632,0.999094343463705,0.9993915885489,0.999474845345967,0.999474845345967,0.999647956646464,0.999622399812334,0.999654862500407,0.999689843880375,0.999689843880375,0.999689843880375,0.999563087803592,0.999563087803592,0.999573446343738,0.999563087803592,0.999612060375122,1,0.999929552632792
"S7633",0.998929701815358,0.998912309535577,0.998798079224478,0.999188972667849,0.999279776255352,0.999279776255352,0.999445216930261,0.999433064444606,0.999433777815559,0.99947417589375,0.99947417589375,0.99947417589375,0.999269313048089,0.999269313048089,0.999320969106006,0.999269313048089,0.999388321476996,0.999929552632792,1
