"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.626826545774793,0.168541606234082,-0.202241510148486,0.556816726880671,0.882461665685358,0.558974478619495,0.702657793133534,0.0790908699231052,-0.0583107073949031,0.495569387443667,-0.351959925543756,-0.0885719606603782,-0.0100430859757465,-0.534812527567171,-0.631269581043284,0.641330712943333,0.595280730520633,0.0106073030903698,0.455029334046505,0.344965543452655,0.52097741103408,0.409485953111958,0.720285164842343,0.633144834024973,-0.322856772477716,0.298202731440293,0.761859500046865,-0.217846978992745,-0.224490810940053,0.725483403708535,0.588114389803893,0.746880524998974,0.748249966244616,0.972769999047674,0.55979324600445,0.5433338734425,0.425303682379543,0.646565177024647
"S8090",0.626826545774793,1,0.701789106596993,0.276418577887815,0.651274409618942,0.752028541179215,0.701929864475482,0.819855948330315,0.546653689426318,-0.00516421322167627,0.264167514368259,0.435434979220393,0.32502488192139,0.455827659573268,-0.533653696906506,-0.425797482197172,0.508919666513766,0.343149426571289,-0.383973759611134,0.33052161798605,0.336326908262898,0.269867695030235,0.692209054754102,0.686270324825358,0.247930852313224,-0.432351669905218,0.482653063768806,0.808083359937732,-0.393962675896901,-0.411005760882548,0.549876447875983,0.433642534345707,0.435444693302942,0.685237905711621,0.654060949944327,0.533525198709386,0.24527759316992,0.299784140845181,0.611861392023784
"S8091",0.168541606234082,0.701789106596993,1,0.785328908404802,0.491104691728043,0.259464649051309,0.258976298738565,0.305743939483484,0.0403072660276634,0.0267115954552081,-0.187164444973615,0.39116943411467,0.774142345010719,0.873047750594223,-0.0804060516280689,-0.374609581241824,0.10067004439591,-0.159142698905209,-0.604068395024838,0.127032248728996,0.312613542072533,0.0945366402050482,0.866982451268285,0.391071466492061,0.232547337260026,-0.0961977777973747,0.630086403407842,0.733968332099094,-0.13811014365846,-0.152535708275441,0.357357501426051,0.245784650394434,0.186607091816705,0.128575017317842,0.242069525531479,-0.0105400996722591,-0.0584045443984448,0.279434946657248,0.346973241464127
"S8092",-0.202241510148486,0.276418577887815,0.785328908404802,1,0.264961457158826,-0.220392455286933,-0.169123623249768,-0.230558193333889,-0.243058811192685,0.372792607233481,-0.502663438897391,0.403224688628307,0.941890790022257,0.885801294416231,-0.0189875404309088,0.000727790998784091,-0.252092303526094,-0.470870672390381,-0.490914584166291,-0.167125769397584,-0.000656089088322507,-0.283794621889073,0.671369960611306,-0.195082068378709,-0.0343412311307697,0.195178035932896,0.663891957424214,0.355229220206665,-0.256633209172899,-0.0994435964710158,0.0474831172771871,-0.063941357835632,-0.14341990910789,-0.315647537468617,-0.173618189076618,-0.168148204344935,0.00320595833043878,0.0383936768762421,-0.00337638142899827
"S8093",0.556816726880671,0.651274409618942,0.491104691728043,0.264961457158826,1,0.548396885370458,0.518674935734927,0.310410777201195,0.115174582159357,-0.010196240361995,0.0281174914198875,0.11202999865741,0.211213760060838,0.233781568777117,-0.556580612828486,-0.649624806244618,0.265032685134887,0.172103681717045,0.0844973264699126,0.000539630073456074,0.0117045306673885,0.146089134643932,0.458402593986964,0.504340864980275,0.164607328156479,-0.382950660388519,0.539894389401351,0.660359530477096,-0.378293170343877,-0.45820211586435,0.670779787534132,0.310090065126741,0.311329331544457,0.457581259308604,0.679174235846425,0.0598526057752584,0.609548954932696,0.12019067780108,0.324517070347751
"S8094",0.882461665685358,0.752028541179215,0.259464649051309,-0.220392455286933,0.548396885370458,1,0.8261879854889,0.784991410721092,0.321046595637882,-0.226918170735663,0.332871455453253,-0.0926730819051585,-0.199245503902456,-0.0626779165258401,-0.432016398509325,-0.703394988834045,0.490834094843221,0.386346423057249,-0.0911553007742203,0.251119423532214,0.418459350171824,0.644925655037148,0.436929273669238,0.816009178315955,0.365254097895901,-0.470412850380778,0.344929834345513,0.733422696810661,-0.306755196411308,-0.280535016270391,0.704225625798923,0.587269019623346,0.453008336744006,0.686188230464447,0.877860289464374,0.606145678431747,0.469267446515642,0.46388660842051,0.498874819005178
"S8095",0.558974478619495,0.701929864475482,0.258976298738565,-0.169123623249768,0.518674935734927,0.8261879854889,1,0.652340839983623,0.532643184188355,-0.496284931147333,0.066909957064545,0.262236567172227,-0.273590881393563,-0.168473532370868,-0.208708843352326,-0.633588354545163,0.100756565869179,0.189031129762521,0.135771389190075,-0.15835136317883,0.353702734415478,0.551785115860343,0.311147671188417,0.743853585694582,-0.119388659247708,-0.821091494697959,0.2213778902245,0.458387418252835,-0.26198561355003,-0.203870862979998,0.553378106062037,0.466407965820623,0.0882074241989697,0.473314888729217,0.563832357336618,0.372180076928542,0.304542217379142,0.446734785296964,0.154007242929271
"S8096",0.702657793133534,0.819855948330315,0.305743939483484,-0.230558193333889,0.310410777201195,0.784991410721092,0.652340839983623,1,0.649277961323288,-0.155343040412336,0.657862397545353,0.18505332123096,-0.0780745990561399,0.0936917469273369,-0.446263774384249,-0.289137696209935,0.734157738988857,0.697524398928149,-0.272880980462874,0.580696195336401,0.38097237481067,0.339450594564541,0.358060893269227,0.779362888490137,0.415518648315393,-0.433926627167569,0.0676043822060397,0.603800886270165,-0.137557258163348,-0.17778612834449,0.417710282158446,0.487002393403449,0.633047210798277,0.838348806477697,0.68177361434742,0.649605298902944,0.0650178649773859,0.308775273300876,0.740001935979605
"S8097",0.0790908699231052,0.546653689426318,0.0403072660276634,-0.243058811192685,0.115174582159357,0.321046595637882,0.532643184188355,0.649277961323288,1,-0.0800601828895353,0.32724556995569,0.727210662057596,-0.201075575990129,-0.111259774640372,-0.364034807867778,0.22600500124191,0.350668137837943,0.389614797389842,-0.0429653067953704,0.127679463549572,-0.0626231151477988,-0.0538820828321064,-0.103949910669141,0.268380255717286,-0.318901332082558,-0.447706879415612,-0.142149073672219,-0.0193480380861883,-0.250327557387852,-0.327580605245111,-0.112495672953359,0.0959105924203324,0.00640879883229277,0.550788225311753,0.0775622649805618,0.483450340629635,-0.0383823950360035,-0.191472497104134,0.269560061309413
"S8098",-0.0583107073949031,-0.00516421322167627,0.0267115954552081,0.372792607233481,-0.010196240361995,-0.226918170735663,-0.496284931147333,-0.155343040412336,-0.0800601828895353,1,0.122596301471543,0.13336652047992,0.455493804635996,0.343179705120072,-0.624476653277764,0.515305560136531,0.213525520721275,-0.041800121669325,-0.464935111506626,0.279983186633099,-0.232328976676975,-0.599248723409264,0.153521120068989,-0.546297829314345,0.0701804275387155,0.650455036697158,0.309310551957407,0.0329397928295694,-0.648888737339928,-0.361940058200839,-0.0794947393426536,-0.407493643930519,0.000291556956366717,-0.0761924596746426,-0.106946025075426,0.428606935928107,0.225717760234891,-0.276421899587746,0.143729764334603
