"","S416","S419","S420","S4396","S4402","S4408","S482","S484"
"S416",1,0.0754610097417679,0.329718983081701,0.883587713513909,NA,0.174853403255172,-0.0629148279997036,-0.531141889857648
"S419",0.0754610097417679,1,0.652319617356329,0.270386732766555,NA,0.0639890764227211,0.0165036322579252,-0.423751526358887
"S420",0.329718983081701,0.652319617356329,1,0.414703545665169,NA,0.148878437327737,-0.111760057949427,-0.697321556897995
"S4396",0.883587713513909,0.270386732766555,0.414703545665169,1,NA,0.454039322349079,0.188807567950701,-0.693425052216072
"S4402",NA,NA,NA,NA,NA,NA,NA,NA
"S4408",0.174853403255172,0.0639890764227211,0.148878437327737,0.454039322349079,NA,1,0.151376807767645,-0.462660058929861
"S482",-0.0629148279997036,0.0165036322579252,-0.111760057949427,0.188807567950701,NA,0.151376807767645,1,0.273641096258897
"S484",-0.531141889857648,-0.423751526358887,-0.697321556897995,-0.693425052216072,NA,-0.462660058929861,0.273641096258897,1
