"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,1,0.999504347743041,0.999710788177339,0.999710788177339,0.999710788177339,0.999618038129871,0.999570352679877,0.999417407726757,0.999417407726757,0.999328275559827,0.999395979784298,0.99930069261048,0.99937364245936,0.998853247582837,0.99862087105032,0.997227665415573
"S7166",1,1,0.999504347743041,0.999710788177339,0.999710788177339,0.999710788177339,0.999618038129871,0.999570352679877,0.999417407726757,0.999417407726757,0.999328275559827,0.999395979784298,0.99930069261048,0.99937364245936,0.998853247582837,0.99862087105032,0.997227665415573
"S7194",0.999504347743041,0.999504347743041,1,0.99991714916106,0.99991714916106,0.99991714916106,0.999936893836727,0.999877011589392,0.999901781311573,0.999901781311573,0.999872188299974,0.999981559964013,0.999907416041338,0.999822803766337,0.999777797832704,0.999690445631589,0.998758462965923
"S7198",0.999710788177339,0.999710788177339,0.99991714916106,1,1,1,0.99991807616567,0.99991196052691,0.999840201354853,0.999840201354853,0.999841147325157,0.999914722366173,0.999853818002987,0.999876048644782,0.999638813444188,0.999489364184175,0.998263929700358
"S7199",0.999710788177339,0.999710788177339,0.99991714916106,1,1,1,0.99991807616567,0.99991196052691,0.999840201354853,0.999840201354853,0.999841147325157,0.999914722366173,0.999853818002987,0.999876048644782,0.999638813444188,0.999489364184175,0.998263929700358
"S7201",0.999710788177339,0.999710788177339,0.99991714916106,1,1,1,0.99991807616567,0.99991196052691,0.999840201354853,0.999840201354853,0.999841147325157,0.999914722366173,0.999853818002987,0.999876048644782,0.999638813444188,0.999489364184175,0.998263929700358
"S7207",0.999618038129871,0.999618038129871,0.999936893836727,0.99991807616567,0.99991807616567,0.99991807616567,1,0.999873043818705,0.99988576022471,0.99988576022471,0.999872189094911,0.99991799066983,0.999881067386548,0.99986694968578,0.999719793158413,0.999604086952575,0.998388514265019
"S7213",0.999570352679877,0.999570352679877,0.999877011589392,0.99991196052691,0.99991196052691,0.99991196052691,0.999873043818705,1,0.999791373072791,0.999791373072791,0.999868554347193,0.999870588117958,0.999843498736957,0.999857847680564,0.999742822723477,0.999524759808494,0.998128584603824
"S7214",0.999417407726757,0.999417407726757,0.999901781311573,0.999840201354853,0.999840201354853,0.999840201354853,0.99988576022471,0.999791373072791,1,1,0.999923266726154,0.999925340603272,0.999904430528739,0.999824343827414,0.999811278089863,0.999746492285186,0.998721961673779
"S7215",0.999417407726757,0.999417407726757,0.999901781311573,0.999840201354853,0.999840201354853,0.999840201354853,0.99988576022471,0.999791373072791,1,1,0.999923266726154,0.999925340603272,0.999904430528739,0.999824343827414,0.999811278089863,0.999746492285186,0.998721961673779
"S7216",0.999328275559827,0.999328275559827,0.999872188299974,0.999841147325157,0.999841147325157,0.999841147325157,0.999872189094911,0.999868554347193,0.999923266726154,0.999923266726154,1,0.999918508135063,0.999889326997931,0.999940738227728,0.999914354901377,0.99976448682964,0.998581555811968
"S7220",0.999395979784298,0.999395979784298,0.999981559964013,0.999914722366173,0.999914722366173,0.999914722366173,0.99991799066983,0.999870588117958,0.999925340603272,0.999925340603272,0.999918508135063,1,0.999947377046816,0.999882140979248,0.999857471282975,0.999779626571993,0.99879283863732
"S7224",0.99930069261048,0.99930069261048,0.999907416041338,0.999853818002987,0.999853818002987,0.999853818002987,0.999881067386548,0.999843498736957,0.999904430528739,0.999904430528739,0.999889326997931,0.999947377046816,1,0.999885077428559,0.999865527224031,0.999739497801553,0.998447004212737
"S7225",0.99937364245936,0.99937364245936,0.999822803766337,0.999876048644782,0.999876048644782,0.999876048644782,0.99986694968578,0.999857847680564,0.999824343827414,0.999824343827414,0.999940738227728,0.999882140979248,0.999885077428559,1,0.999829557955843,0.999626478121091,0.998254559121278
"S7230",0.998853247582837,0.998853247582837,0.999777797832704,0.999638813444188,0.999638813444188,0.999638813444188,0.999719793158413,0.999742822723477,0.999811278089863,0.999811278089863,0.999914354901377,0.999857471282975,0.999865527224031,0.999829557955843,1,0.999900617976895,0.998761389193503
"S7235",0.99862087105032,0.99862087105032,0.999690445631589,0.999489364184175,0.999489364184175,0.999489364184175,0.999604086952575,0.999524759808494,0.999746492285186,0.999746492285186,0.99976448682964,0.999779626571993,0.999739497801553,0.999626478121091,0.999900617976895,1,0.999107674198937
"S7273",0.997227665415573,0.997227665415573,0.998758462965923,0.998263929700358,0.998263929700358,0.998263929700358,0.998388514265019,0.998128584603824,0.998721961673779,0.998721961673779,0.998581555811968,0.99879283863732,0.998447004212737,0.998254559121278,0.998761389193503,0.999107674198937,1
